Case,Activity,Timestamp,Resource,label,iscollateral,BaseActivity,ProcessedActivity,CollateralGroup,is_collateral_event,y_true
341,Perform checks,2023-10-18 08:51:34.467,Clerk-000004,,0,Perform checks,perform checks,-1,0,0
341,Make decision,2023-10-18 08:51:51.129,Manager-000005,,0,Make decision,make decision,-1,0,0
341,Notify accept,2023-10-18 09:00:45.987,Manager-000001,,0,Notify accept,notify accept,-1,0,0
341,Deliver card,2023-10-18 09:19:29.626,Manager-000002,,0,Deliver card,deliver card,-1,0,0
341,EVENT 13 END,2023-10-18 09:26:01.751,,,0,EVENT 13 END,event 13 end,-1,0,0
342,Check for completeness,2023-10-18 09:10:36.638,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
342,New online application received,2023-10-18 09:10:36.638,,,0,New online application received,new online application received,-1,0,0
342,Make decision_signed1,2023-10-18 09:10:37.438,Clerk-000001,collateral events(Make decision),0,Make decision_signed1,make decision,1111,0,1
342,Perform checks,2023-10-18 09:16:41.563,Clerk-000002,,0,Perform checks,perform checks,-1,0,0
342,Make decision_signed1,2023-10-18 09:16:42.463,Clerk-000002,collateral events(Make decision),0,Make decision_signed1,make decision,1112,0,1
342,Make decision,2023-10-18 09:19:35.733,Manager-000004,,0,Make decision,make decision,1113,0,0
342,Notify accept,2023-10-18 09:55:11.369,Manager-000006,,0,Notify accept,notify accept,-1,0,0
342,Make decision_signed1,2023-10-18 09:55:11.669,Manager-000006,collateral events(Make decision),0,Make decision_signed1,make decision,1114,0,1
342,Deliver card,2023-10-18 10:14:46.614,Manager-000001,,0,Deliver card,deliver card,-1,0,0
342,Make decision_signed1,2023-10-18 10:14:47.214,Manager-000001,collateral events(Make decision),0,Make decision_signed1,make decision,1115,0,1
342,EVENT 13 END,2023-10-18 10:15:20.626,,,0,EVENT 13 END,event 13 end,-1,0,0
342,Make decision_signed1,2023-10-18 10:15:20.826,,collateral events(Make decision),0,Make decision_signed1,make decision,1116,0,1
343,Check for completeness,2023-10-18 09:44:07.146,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
343,New online application received,2023-10-18 09:44:07.146,,,0,New online application received,new online application received,-1,0,0
343,Request info,2023-10-18 10:45:06.477,Manager-000002,,0,Request info,request info,-1,0,0
343,info received,2023-10-18 10:59:29.326,,,0,info received,info received,-1,0,0
343,Check for completeness,2023-10-18 10:59:39.326,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
343,Request info,2023-10-18 11:27:06.294,Manager-000001,,0,Request info,request info,-1,0,0
343,info received,2023-10-18 11:39:14.229,,,0,info received,info received,-1,0,0
343,Check for completeness,2023-10-18 11:39:24.229,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
343,Perform checks,2023-10-18 11:48:59.149,Clerk-000004,,0,Perform checks,perform checks,-1,0,0
343,Make decision,2023-10-18 11:53:33.157,Manager-000005,,0,Make decision,make decision,-1,0,0
343,notify reject,2023-10-18 12:01:14.576,Manager-000004,,0,notify reject,notify reject,-1,0,0
343,review request received,2023-10-18 12:06:10.948,,,0,review request received,review request received,-1,0,0
343,Check for completeness,2023-10-18 12:06:20.948,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
343,Request info,2023-10-18 12:12:16.709,Manager-000006,,0,Request info,request info,-1,0,0
343,info received,2023-10-18 12:29:35.995,,,0,info received,info received,-1,0,0
343,Check for completeness,2023-10-18 12:29:45.995,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
343,Request info,2023-10-18 12:29:46.274,Manager-000001,,0,Request info,request info,-1,0,0
343,info received,2023-10-18 12:31:15.227,,,0,info received,info received,-1,0,0
343,Check for completeness,2023-10-18 12:31:25.227,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
343,Request info,2023-10-18 12:49:02.321,Manager-000006,,0,Request info,request info,-1,0,0
343,info received,2023-10-18 12:51:02.688,,,0,info received,info received,-1,0,0
343,Check for completeness,2023-10-18 12:51:12.688,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
343,Perform checks,2023-10-18 12:59:27.998,Clerk-000004,,0,Perform checks,perform checks,-1,0,0
343,Make decision,2023-10-18 13:00:51.611,Manager-000005,,0,Make decision,make decision,-1,0,0
343,notify reject,2023-10-18 13:10:04.208,Manager-000003,,0,notify reject,notify reject,-1,0,0
343,time out,2023-10-18 13:13:04.886,,,0,time out,time out,-1,0,0
343,EVENT 13 END,2023-10-18 13:13:14.886,,,0,EVENT 13 END,event 13 end,-1,0,0
344,Check for completeness,2023-10-18 09:45:55.590,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
344,New online application received,2023-10-18 09:45:55.590,,,0,New online application received,new online application received,-1,0,0
344,Make decision_signed1,2023-10-18 09:45:55.790,,collateral events(Make decision),0,Make decision_signed1,make decision,1117,0,1
344,Request info,2023-10-18 09:49:09.048,Manager-000003,,0,Request info,request info,-1,0,0
344,Make decision_signed1,2023-10-18 09:49:09.748,Manager-000003,collateral events(Make decision),0,Make decision_signed1,make decision,1118,0,1
344,info received,2023-10-18 10:04:29.240,,,0,info received,info received,-1,0,0
344,Make decision_signed1,2023-10-18 10:04:30.040,,collateral events(Make decision),0,Make decision_signed1,make decision,1119,0,1
344,Check for completeness,2023-10-18 10:04:39.240,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
344,Make decision_signed1,2023-10-18 10:04:39.240,Clerk-000006,collateral events(Make decision),0,Make decision_signed1,make decision,1120,0,1
344,Request info,2023-10-18 10:09:26.471,Manager-000005,,0,Request info,request info,-1,0,0
344,Make decision_signed1,2023-10-18 10:09:27.171,Manager-000005,collateral events(Make decision),0,Make decision_signed1,make decision,1121,0,1
344,info received,2023-10-18 10:20:02.874,,,0,info received,info received,-1,0,0
344,Make decision_signed1,2023-10-18 10:20:03.674,,collateral events(Make decision),0,Make decision_signed1,make decision,1122,0,1
344,Check for completeness,2023-10-18 10:20:12.874,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
344,Make decision_signed1,2023-10-18 10:20:13.674,Clerk-000004,collateral events(Make decision),0,Make decision_signed1,make decision,1123,0,1
344,Perform checks,2023-10-18 10:37:17.304,Clerk-000001,,0,Perform checks,perform checks,-1,0,0
344,Make decision_signed1,2023-10-18 10:37:17.804,Clerk-000001,collateral events(Make decision),0,Make decision_signed1,make decision,1124,0,1
344,Make decision,2023-10-18 11:06:20.295,Manager-000004,,0,Make decision,make decision,1125,0,0
344,Notify accept,2023-10-18 11:11:21.081,Manager-000003,,0,Notify accept,notify accept,-1,0,0
344,Make decision_signed1,2023-10-18 11:11:21.881,Manager-000003,collateral events(Make decision),0,Make decision_signed1,make decision,1126,0,1
344,Deliver card,2023-10-18 11:13:32.655,Manager-000006,,0,Deliver card,deliver card,-1,0,0
344,Make decision_signed1,2023-10-18 11:13:32.855,Manager-000006,collateral events(Make decision),0,Make decision_signed1,make decision,1127,0,1
344,EVENT 13 END,2023-10-18 11:25:17.718,,,0,EVENT 13 END,event 13 end,-1,0,0
344,Make decision_signed1,2023-10-18 11:25:17.918,,collateral events(Make decision),0,Make decision_signed1,make decision,1128,0,1
345,Check for completeness,2023-10-18 11:48:33.320,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
345,New online application received,2023-10-18 11:48:33.320,,,0,New online application received,new online application received,-1,0,0
345,Request info,2023-10-18 11:54:56.909,Manager-000002,,0,Request info,request info,-1,0,0
345,info received,2023-10-18 12:37:24.758,,,0,info received,info received,-1,0,0
345,Check for completeness,2023-10-18 12:37:34.758,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
345,Perform checks,2023-10-18 12:45:46.587,Clerk-000001,,0,Perform checks,perform checks,-1,0,0
345,Make decision,2023-10-18 12:49:15.216,Manager-000001,,0,Make decision,make decision,-1,0,0
345,Notify accept,2023-10-18 13:02:30.620,Manager-000002,,0,Notify accept,notify accept,-1,0,0
345,Deliver card,2023-10-18 13:03:15.316,Manager-000004,,0,Deliver card,deliver card,-1,0,0
345,EVENT 13 END,2023-10-18 13:13:53.377,,,0,EVENT 13 END,event 13 end,-1,0,0
346,Check for completeness,2023-10-18 11:53:27.756,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
346,New online application received,2023-10-18 11:53:27.756,,,0,New online application received,new online application received,-1,0,0
346,Make decision_signed1,2023-10-18 11:53:27.756,Clerk-000003,collateral events(Make decision),0,Make decision_signed1,make decision,1129,0,1
346,Request info,2023-10-18 12:05:43.394,Manager-000003,,0,Request info,request info,-1,0,0
346,Make decision_signed1,2023-10-18 12:05:44.394,Manager-000003,collateral events(Make decision),0,Make decision_signed1,make decision,1130,0,1
346,info received,2023-10-18 12:24:21.064,,,0,info received,info received,-1,0,0
346,Make decision_signed1,2023-10-18 12:24:21.164,,collateral events(Make decision),0,Make decision_signed1,make decision,1131,0,1
346,Check for completeness,2023-10-18 12:24:31.064,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
346,Make decision_signed1,2023-10-18 12:24:31.764,Clerk-000002,collateral events(Make decision),0,Make decision_signed1,make decision,1132,0,1
346,Perform checks,2023-10-18 12:29:37.288,Clerk-000005,,0,Perform checks,perform checks,-1,0,0
346,Make decision_signed1,2023-10-18 12:29:37.488,Clerk-000005,collateral events(Make decision),0,Make decision_signed1,make decision,1133,0,1
346,Make decision,2023-10-18 12:31:35.046,Manager-000005,,0,Make decision,make decision,1134,0,0
346,Notify accept,2023-10-18 12:34:00.800,Manager-000004,,0,Notify accept,notify accept,-1,0,0
346,Make decision_signed1,2023-10-18 12:34:01.200,Manager-000004,collateral events(Make decision),0,Make decision_signed1,make decision,1135,0,1
346,Deliver card,2023-10-18 12:39:19.831,Manager-000003,,0,Deliver card,deliver card,-1,0,0
346,Make decision_signed1,2023-10-18 12:39:20.631,Manager-000003,collateral events(Make decision),0,Make decision_signed1,make decision,1136,0,1
346,EVENT 13 END,2023-10-18 12:45:26.010,,,0,EVENT 13 END,event 13 end,-1,0,0
346,Make decision_signed1,2023-10-18 12:45:26.910,,collateral events(Make decision),0,Make decision_signed1,make decision,1137,0,1
347,Check for completeness,2023-10-18 15:47:51.482,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
347,New online application received,2023-10-18 15:47:51.482,,,0,New online application received,new online application received,-1,0,0
347,Request info,2023-10-18 15:55:38.648,Manager-000006,,0,Request info,request info,-1,0,0
347,info received,2023-10-18 15:58:11.457,,,0,info received,info received,-1,0,0
347,Check for completeness,2023-10-18 15:58:21.457,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
347,Request info,2023-10-18 16:03:37.150,Manager-000001,,0,Request info,request info,-1,0,0
347,info received,2023-10-18 16:11:13.543,,,0,info received,info received,-1,0,0
347,Check for completeness,2023-10-18 16:11:23.543,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
347,Perform checks,2023-10-18 16:22:25.072,Clerk-000005,,0,Perform checks,perform checks,-1,0,0
347,Make decision,2023-10-18 16:25:01.804,Manager-000005,,0,Make decision,make decision,-1,0,0
347,notify reject,2023-10-18 16:26:52.700,Manager-000003,,0,notify reject,notify reject,-1,0,0
347,review request received,2023-10-18 16:28:21.279,,,0,review request received,review request received,-1,0,0
347,Check for completeness,2023-10-18 16:28:31.279,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
347,Request info,2023-10-18 16:47:08.007,Manager-000003,,0,Request info,request info,-1,0,0
347,info received,2023-10-18 16:56:50.220,,,0,info received,info received,-1,0,0
347,Check for completeness,2023-10-18 16:57:00.220,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
347,Request info,2023-10-18 17:03:46.331,Manager-000004,,0,Request info,request info,-1,0,0
347,info received,2023-10-18 17:32:10.410,,,0,info received,info received,-1,0,0
347,Check for completeness,2023-10-18 17:32:20.410,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
347,Perform checks,2023-10-18 17:44:58.646,Clerk-000004,,0,Perform checks,perform checks,-1,0,0
347,Make decision,2023-10-18 18:00:37.808,Manager-000003,,0,Make decision,make decision,-1,0,0
347,notify reject,2023-10-18 18:06:23.559,Manager-000004,,0,notify reject,notify reject,-1,0,0
347,review request received,2023-10-18 18:10:19.207,,,0,review request received,review request received,-1,0,0
347,Check for completeness,2023-10-18 18:10:29.207,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
347,Perform checks,2023-10-18 18:15:52.151,Clerk-000004,,0,Perform checks,perform checks,-1,0,0
347,Make decision,2023-10-18 18:20:16.163,Manager-000004,,0,Make decision,make decision,-1,0,0
347,notify reject,2023-10-18 18:31:19.652,Manager-000002,,0,notify reject,notify reject,-1,0,0
347,review request received,2023-10-18 18:39:16.517,,,0,review request received,review request received,-1,0,0
347,Check for completeness,2023-10-18 18:39:26.517,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
347,Perform checks,2023-10-18 19:03:44.071,Clerk-000004,,0,Perform checks,perform checks,-1,0,0
347,Make decision,2023-10-18 19:15:49.466,Manager-000004,,0,Make decision,make decision,-1,0,0
347,Notify accept,2023-10-18 19:26:10.103,Manager-000005,,0,Notify accept,notify accept,-1,0,0
347,Deliver card,2023-10-18 19:37:21.132,Manager-000006,,0,Deliver card,deliver card,-1,0,0
347,EVENT 13 END,2023-10-18 19:39:44.284,,,0,EVENT 13 END,event 13 end,-1,0,0
348,Check for completeness,2023-10-18 16:06:04.226,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
348,New online application received,2023-10-18 16:06:04.226,,,0,New online application received,new online application received,-1,0,0
348,Request info,2023-10-18 16:17:35.830,Manager-000002,,0,Request info,request info,-1,0,0
348,info received,2023-10-18 16:22:34.390,,,0,info received,info received,-1,0,0
348,Check for completeness,2023-10-18 16:22:44.390,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
348,Request info,2023-10-18 16:29:54.608,Manager-000006,,0,Request info,request info,-1,0,0
348,info received,2023-10-18 16:39:14.790,,,0,info received,info received,-1,0,0
348,Check for completeness,2023-10-18 16:39:24.790,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
348,Request info,2023-10-18 16:48:52.439,Manager-000004,,0,Request info,request info,-1,0,0
348,info received,2023-10-18 16:50:55.322,,,0,info received,info received,-1,0,0
348,Check for completeness,2023-10-18 16:51:05.322,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
348,Perform checks,2023-10-18 16:55:17.408,Clerk-000006,,0,Perform checks,perform checks,-1,0,0
348,Make decision,2023-10-18 17:03:18.946,Manager-000001,,0,Make decision,make decision,-1,0,0
348,notify reject,2023-10-18 17:15:37.564,Manager-000003,,0,notify reject,notify reject,-1,0,0
348,review request received,2023-10-18 17:28:55.790,,,0,review request received,review request received,-1,0,0
348,Check for completeness,2023-10-18 17:29:05.790,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
348,Perform checks,2023-10-18 17:29:21.584,Clerk-000006,,0,Perform checks,perform checks,-1,0,0
348,Make decision,2023-10-18 17:35:15.830,Manager-000001,,0,Make decision,make decision,-1,0,0
348,Notify accept,2023-10-18 17:46:00.053,Manager-000005,,0,Notify accept,notify accept,-1,0,0
348,Deliver card,2023-10-18 18:03:42.869,Manager-000001,,0,Deliver card,deliver card,-1,0,0
