Case,Timestamp,Resource,Activity,Activity_fixed,ishomonymous
1413,2024-07-05 19:16:35,Barman-000002,prepare drinks,prepare drinks,0
1413,2024-07-05 19:19:49,Barman-000003,Bring drinks,Bring drinks,0
1413,2024-07-05 19:22:47,Waiter-000003,Review drinks,Review drinks,0
1413,2024-07-10 00:06:22,Cook-000003,Prepare main course,Prepare main course,0
1413,2024-07-12 21:56:47,Cook-000001,Signal food complete,Signal food complete,0
1413,2024-07-12 22:14:53,Cook helper-000003,Bring food,Bring food,0
1413,2024-07-12 22:24:43,Waiter-000001,Deliver to customer,Deliver to customer,0
1413,2024-07-12 22:30:55,,EVENT 8 END,EVENT 8 END,0
1414,2024-07-05 19:30:00,Waiter-000005,Take order,Take order,0
1414,2024-07-05 19:30:00,,start,start,0
1414,2024-07-05 19:31:12,Waiter-000004,Review order,Review order,0
1414,2024-07-05 19:31:30,Barman-000001,prepare drinks,prepare drinks,0
1414,2024-07-05 19:33:45,Barman-000002,Bring drinks,Bring drinks,0
1414,2024-07-05 19:35:53,Waiter-000001,Review drinks,Review drinks,0
1414,2024-07-05 19:36:29,Barman-000003,prepare drinks,prepare drinks,0
1414,2024-07-05 19:38:07,Barman-000001,Bring drinks,Bring drinks,0
1414,2024-07-05 19:39:57,Waiter-000002,Review drinks,Review drinks,0
1414,2024-07-10 00:38:05,Cook-000002,Prepare main course,Prepare main course,0
1414,2024-07-12 22:28:27,Cook-000002,Signal food complete,Signal food complete,0
1414,2024-07-12 23:04:32,Cook helper-000001,Bring food,Bring food,0
1414,2024-07-12 23:15:07,Waiter-000003,Deliver to customer,Deliver to customer,0
1414,2024-07-12 23:17:39,,EVENT 8 END,EVENT 8 END,0
1415,2024-07-05 19:45:00,Waiter-000005,Take order,Take order,0
1415,2024-07-05 19:45:00,,start,start,0
1415,2024-07-05 19:45:42,Waiter-000004,Review order,Review order,0
1415,2024-07-05 19:45:42,Cook helper-000001,Prepare starter,Prepare starter,0
1415,2024-07-05 19:45:42,Barman-000002,prepare drinks,prepare drinks,0
1415,2024-07-05 19:48:22,Barman-000003,Bring drinks,Bring drinks,0
1415,2024-07-05 19:51:14,Waiter-000003,Review drinks,Review drinks,0
1415,2024-07-05 19:53:21,Barman-000001,prepare drinks,prepare drinks,0
1415,2024-07-05 20:02:42,Barman-000003,Bring drinks,Bring drinks,0
1415,2024-07-05 20:21:43,Waiter-000005,Review drinks,Review drinks,0
1415,2024-07-10 00:58:01,Cook-000003,Signal food complete,Signal food complete,0
1415,2024-07-10 01:04:38,Cook helper-000003,Bring food,Bring food,0
1415,2024-07-10 01:15:22,Waiter-000004,Deliver to customer,Deliver to customer,0
1415,2024-07-10 01:16:39,,EVENT 8 END,EVENT 8 END,0
1416,2024-07-05 20:00:00,Waiter-000005,Take order,Take order,0
1416,2024-07-05 20:00:00,,start,start,0
1416,2024-07-05 20:00:22,Waiter-000004,Review order,Review order,0
1416,2024-07-05 20:00:38,Cook helper-000001,Prepare starter,Prepare starter,0
1416,2024-07-05 20:00:38,Barman-000002,prepare drinks,prepare drinks,0
1416,2024-07-05 20:06:12,Barman-000001,Bring drinks,Bring drinks,0
1416,2024-07-05 20:09:31,Waiter-000001,Review drinks,Review drinks,0
1416,2024-07-10 01:11:12,Cook-000001,Prepare main course,Prepare main course,0
1416,2024-07-12 23:09:50,Cook-000002,Signal food complete,Signal food complete,0
1416,2024-07-12 23:46:05,Cook helper-000002,Bring food,Bring food,0
1416,2024-07-12 23:46:44,Waiter-000002,Deliver to customer,Deliver to customer,0
1416,2024-07-12 23:47:25,,EVENT 8 END,EVENT 8 END,0
1417,2024-07-05 20:15:00,Waiter-000003,Take order,Take order,0
1417,2024-07-05 20:15:00,,start,start,0
1417,2024-07-05 20:15:31,Waiter-000002,Review order,Review order,0
1417,2024-07-05 20:16:40,Barman-000002,prepare drinks,prepare drinks,0
1417,2024-07-05 20:37:55,Barman-000003,Bring drinks,Bring drinks,0
1417,2024-07-05 20:44:35,Waiter-000005,Review drinks,Review drinks,0
1417,2024-07-05 20:46:04,Barman-000001,prepare drinks,prepare drinks,0
1417,2024-07-05 20:50:44,Barman-000003,Bring drinks,Bring drinks,0
1417,2024-07-05 21:15:29,Waiter-000003,Review drinks,Review drinks,0
1417,2024-07-05 21:15:46,Barman-000002,prepare drinks,prepare drinks,0
1417,2024-07-05 21:20:27,Barman-000001,Bring drinks,Bring drinks,0
1417,2024-07-05 21:20:35,Waiter-000001,Review drinks,Review drinks,0
1417,2024-07-05 21:21:44,Barman-000002,prepare drinks,prepare drinks,0
1417,2024-07-05 21:40:32,Barman-000003,Bring drinks,Bring drinks,0
1417,2024-07-05 21:43:13,Waiter-000003,Review drinks,Review drinks,0
1417,2024-07-05 21:44:35,Barman-000001,prepare drinks,prepare drinks,0
1417,2024-07-05 21:47:31,Barman-000002,Bring drinks,Bring drinks,0
1417,2024-07-05 21:54:54,Waiter-000002,Review drinks,Review drinks,0
1417,2024-07-10 01:21:10,Cook-000002,Prepare main course,Prepare main course,0
1417,2024-07-12 22:44:44,Cook-000001,Signal food complete,Signal food complete,0
1417,2024-07-12 22:59:22,Cook helper-000002,Bring food,Bring food,0
1417,2024-07-12 23:16:31,Waiter-000002,Deliver to customer,Deliver to customer,0
1417,2024-07-12 23:16:38,,EVENT 8 END,EVENT 8 END,0
1418,2024-07-05 20:30:00,Waiter-000001,Take order,Take order,0
1418,2024-07-05 20:30:00,,start,start,0
1418,2024-07-05 20:31:57,Waiter-000003,Review order,Review order,0
1418,2024-07-05 20:32:23,Barman-000001,prepare drinks,prepare drinks,0
1418,2024-07-05 20:34:08,Barman-000003,Bring drinks,Bring drinks,0
1418,2024-07-05 20:35:10,Waiter-000002,Review drinks,Review drinks,0
1418,2024-07-05 20:35:19,Barman-000001,prepare drinks,prepare drinks,0
1418,2024-07-05 20:41:32,Barman-000002,Bring drinks,Bring drinks,0
1418,2024-07-05 20:48:57,Waiter-000002,Review drinks,Review drinks,0
1418,2024-07-10 01:28:33,Cook-000002,Prepare main course,Prepare main course,0
1418,2024-07-12 22:59:58,Cook-000003,Signal food complete,Signal food complete,0
1418,2024-07-13 00:06:21,Cook helper-000003,Bring food,Bring food,0
1418,2024-07-13 00:10:47,Waiter-000002,Deliver to customer,Deliver to customer,0
1418,2024-07-13 00:11:06,,EVENT 8 END,EVENT 8 END,0
1419,2024-07-05 20:45:00,Waiter-000001,Take order,Take order,0
1419,2024-07-05 20:45:00,,start,start,0
1419,2024-07-05 20:48:00,Waiter-000003,Review order,Review order,0
1419,2024-07-05 20:48:43,Cook helper-000001,Prepare starter,Prepare starter,0
1419,2024-07-05 20:48:43,Barman-000003,prepare drinks,prepare drinks,0
1419,2024-07-05 20:49:05,Barman-000002,Bring drinks,Bring drinks,0
1419,2024-07-05 20:49:20,Waiter-000004,Review drinks,Review drinks,0
1419,2024-07-05 20:52:07,Barman-000002,prepare drinks,prepare drinks,0
1419,2024-07-05 20:54:59,Barman-000001,Bring drinks,Bring drinks,0
1419,2024-07-05 20:58:15,Waiter-000001,Review drinks,Review drinks,0
1419,2024-07-10 01:33:39,Cook-000002,Prepare main course,Prepare main course,0
1419,2024-07-12 23:08:30,Cook-000001,Signal food complete,Signal food complete,0
1419,2024-07-12 23:37:09,Cook helper-000001,Bring food,Bring food,0
1419,2024-07-12 23:45:25,Waiter-000001,Deliver to customer,Deliver to customer,0
1419,2024-07-12 23:47:10,,EVENT 8 END,EVENT 8 END,0
1420,2024-07-05 21:00:00,Waiter-000004,Take order,Take order,0
1420,2024-07-05 21:00:00,,start,start,0
1420,2024-07-05 21:01:00,Waiter-000002,Review order,Review order,0
1420,2024-07-05 21:02:10,Cook helper-000001,Prepare starter,Prepare starter,0
1420,2024-07-05 21:02:10,Barman-000002,prepare drinks,prepare drinks,0
1420,2024-07-05 21:03:37,Barman-000001,Bring drinks,Bring drinks,0
1420,2024-07-05 21:06:27,Waiter-000001,Review drinks,Review drinks,0
1420,2024-07-05 21:07:11,Barman-000002,prepare drinks,prepare drinks,0
1420,2024-07-05 21:07:40,Barman-000001,Bring drinks,Bring drinks,0
1420,2024-07-05 21:09:20,Waiter-000004,Review drinks,Review drinks,0
1420,2024-07-10 18:02:28,Cook-000002,Prepare main course,Prepare main course,0
1420,2024-07-13 00:25:36,Cook-000003,Signal food complete,Signal food complete,0
1420,2024-07-13 00:52:54,Cook helper-000003,Bring food,Bring food,0
1420,2024-07-13 00:54:48,Waiter-000003,Deliver to customer,Deliver to customer,0
1420,2024-07-13 00:55:13,,EVENT 8 END,EVENT 8 END,0
1421,2024-07-05 21:15:00,Waiter-000002,Take order,Take order,0
1421,2024-07-05 21:15:00,,start,start,0
1421,2024-07-05 21:17:32,Waiter-000005,Review order,Review order,0
1421,2024-07-05 21:17:42,Barman-000001,prepare drinks,prepare drinks,0
1421,2024-07-05 21:19:08,Barman-000003,Bring drinks,Bring drinks,0
1421,2024-07-05 21:26:39,Waiter-000004,Review drinks,Review drinks,0
1421,2024-07-10 18:11:58,Cook-000001,Prepare main course,Prepare main course,0
1421,2024-07-12 23:37:09,Cook-000001,Signal food complete,Signal food complete,0
1421,2024-07-12 23:47:40,Cook helper-000001,Bring food,Bring food,0
1421,2024-07-12 23:48:30,Waiter-000003,Deliver to customer,Deliver to customer,0
1421,2024-07-12 23:52:02,,EVENT 8 END,EVENT 8 END,0
1422,2024-07-05 21:30:00,Waiter-000003,Take order,Take order,0
1422,2024-07-05 21:30:00,,start,start,0
1422,2024-07-05 21:31:40,Waiter-000002,Review order,Review order,0
1422,2024-07-05 21:32:05,Barman-000001,prepare drinks,prepare drinks,0
1422,2024-07-05 21:32:16,Barman-000003,Bring drinks,Bring drinks,0
1422,2024-07-05 21:38:00,Waiter-000004,Review drinks,Review drinks,0
1422,2024-07-05 21:39:07,Barman-000001,prepare drinks,prepare drinks,0
1422,2024-07-05 21:40:36,Barman-000002,Bring drinks,Bring drinks,0
1422,2024-07-05 21:43:18,Waiter-000002,Review drinks,Review drinks,0
1422,2024-07-10 18:16:50,Cook-000003,Prepare main course,Prepare main course,0
1422,2024-07-12 23:46:24,Cook-000002,Signal food complete,Signal food complete,0
1422,2024-07-13 00:00:13,Cook helper-000002,Bring food,Bring food,0
1422,2024-07-13 00:03:43,Waiter-000003,Deliver to customer,Deliver to customer,0
1422,2024-07-13 00:09:53,,EVENT 8 END,EVENT 8 END,0
1423,2024-07-05 21:45:00,Waiter-000001,Take order,Take order,0
1423,2024-07-05 21:45:00,,start,start,0
1423,2024-07-05 21:45:02,Waiter-000004,Review order,Review order,0
1423,2024-07-05 21:45:41,Barman-000003,prepare drinks,prepare drinks,0
1423,2024-07-05 21:50:14,Barman-000001,Bring drinks,Bring drinks,0
1423,2024-07-05 21:52:55,Waiter-000005,Review drinks,Review drinks,0
1423,2024-07-10 18:16:52,Cook-000001,Prepare main course,Prepare main course,0
1423,2024-07-13 00:00:13,Cook-000002,Signal food complete,Signal food complete,0
1423,2024-07-13 00:42:17,Cook helper-000002,Bring food,Bring food,0
1423,2024-07-13 00:46:41,Waiter-000005,Deliver to customer,Deliver to customer,0
1423,2024-07-13 00:49:03,,EVENT 8 END,EVENT 8 END,0
1424,2024-07-05 22:00:00,Waiter-000003,Take order,Take order,0
1424,2024-07-05 22:00:00,,start,start,0
1424,2024-07-05 22:01:22,Waiter-000001,Review order,Review order,0
1424,2024-07-05 22:01:53,Cook helper-000003,Prepare starter,Prepare starter,0
1424,2024-07-05 22:01:53,Barman-000003,prepare drinks,prepare drinks,0
1424,2024-07-05 22:06:14,Barman-000001,Bring drinks,Bring drinks,0
1424,2024-07-05 22:08:07,Waiter-000004,Review drinks,Review drinks,0
1424,2024-07-10 18:40:11,Cook-000001,Prepare main course,Prepare main course,0
1424,2024-07-13 00:06:21,Cook-000003,Signal food complete,Signal food complete,0
1424,2024-07-13 00:19:47,Cook helper-000001,Bring food,Bring food,0
1424,2024-07-13 00:21:55,Waiter-000001,Deliver to customer,Deliver to customer,0
1424,2024-07-13 00:25:00,,EVENT 8 END,EVENT 8 END,0
1425,2024-07-05 22:15:00,Waiter-000002,Take order,Take order,0
1425,2024-07-05 22:15:00,,start,start,0
1425,2024-07-05 22:19:23,Waiter-000005,Review order,Review order,0
1425,2024-07-05 22:20:05,Barman-000002,prepare drinks,prepare drinks,0
1425,2024-07-05 22:23:15,Barman-000003,Bring drinks,Bring drinks,0
1425,2024-07-05 22:29:37,Waiter-000001,Review drinks,Review drinks,0
1425,2024-07-10 18:54:47,Cook-000002,Prepare main course,Prepare main course,0
1425,2024-07-13 01:16:08,Cook-000001,Signal food complete,Signal food complete,0
1425,2024-07-13 01:45:05,Cook helper-000002,Bring food,Bring food,0
1425,2024-07-15 18:01:58,Waiter-000001,Deliver to customer,Deliver to customer,0
1425,2024-07-15 18:03:27,,EVENT 8 END,EVENT 8 END,0
1426,2024-07-05 22:30:00,Waiter-000004,Take order,Take order,0
1426,2024-07-05 22:30:00,,start,start,0
1426,2024-07-05 22:33:22,Waiter-000002,Review order,Review order,0
1426,2024-07-05 22:33:40,Cook helper-000001,Prepare starter,Prepare starter,0
1426,2024-07-05 22:33:40,Barman-000001,prepare drinks,prepare drinks,0
1426,2024-07-05 22:36:11,Barman-000002,Bring drinks,Bring drinks,0
1426,2024-07-05 22:43:57,Waiter-000005,Review drinks,Review drinks,0
1426,2024-07-05 22:44:29,Barman-000003,prepare drinks,prepare drinks,0
1426,2024-07-05 22:55:08,Barman-000001,Bring drinks,Bring drinks,0
1426,2024-07-05 22:56:52,Waiter-000002,Review drinks,Review drinks,0
1426,2024-07-10 19:32:24,Cook-000003,Prepare main course,Prepare main course,0
1426,2024-07-13 00:52:54,Cook-000003,Signal food complete,Signal food complete,0
1426,2024-07-13 01:13:16,Cook helper-000001,Bring food,Bring food,0
1426,2024-07-13 01:24:06,Waiter-000005,Deliver to customer,Deliver to customer,0
1426,2024-07-13 01:25:05,,EVENT 8 END,EVENT 8 END,0
1427,2024-07-05 22:45:00,Waiter-000003,Take order,Take order,0
1427,2024-07-05 22:45:00,,start,start,0
1427,2024-07-05 22:46:05,Waiter-000001,Review order,Review order,0
1427,2024-07-05 22:46:19,Barman-000001,prepare drinks,prepare drinks,0
1427,2024-07-05 22:48:48,Barman-000002,Bring drinks,Bring drinks,0
1427,2024-07-05 22:53:40,Waiter-000004,Review drinks,Review drinks,0
1427,2024-07-10 19:46:39,Cook-000001,Prepare main course,Prepare main course,0
1427,2024-07-15 18:08:39,Cook-000002,Signal food complete,Signal food complete,0
1427,2024-07-15 18:29:04,Cook helper-000002,Bring food,Bring food,0
1427,2024-07-15 18:40:21,Waiter-000001,Deliver to customer,Deliver to customer,0
1427,2024-07-15 18:42:26,,EVENT 8 END,EVENT 8 END,0
1428,2024-07-05 23:00:00,Waiter-000003,Take order,Take order,0
1428,2024-07-05 23:00:00,,start,start,0
1428,2024-07-05 23:00:12,Waiter-000001,Review order,Review order,0
1428,2024-07-05 23:00:22,Cook helper-000001,Prepare starter,Prepare starter,0
1428,2024-07-05 23:00:22,Barman-000002,prepare drinks,prepare drinks,0
1428,2024-07-05 23:00:56,Barman-000003,Bring drinks,Bring drinks,0
1428,2024-07-05 23:02:06,Waiter-000002,Review drinks,Review drinks,0
1428,2024-07-10 20:04:20,Cook-000003,Prepare main course,Prepare main course,0
1428,2024-07-13 01:45:05,Cook-000001,Signal food complete,Signal food complete,0
1428,2024-07-15 18:14:47,Cook helper-000003,Bring food,Bring food,0
1428,2024-07-15 18:16:35,Waiter-000003,Deliver to customer,Deliver to customer,0
1428,2024-07-15 18:16:58,,EVENT 8 END,EVENT 8 END,0
1429,2024-07-05 23:15:00,Waiter-000003,Take order,Take order,0
1429,2024-07-05 23:15:00,,start,start,0
1429,2024-07-05 23:16:06,Waiter-000001,Review order,Review order,0
1429,2024-07-05 23:16:28,Cook helper-000002,Prepare starter,Prepare starter,0
1429,2024-07-05 23:16:28,Barman-000001,prepare drinks,prepare drinks,0
1429,2024-07-05 23:28:52,Barman-000002,Bring drinks,Bring drinks,0
1429,2024-07-05 23:36:48,Waiter-000001,Review drinks,Review drinks,0
1429,2024-07-05 23:37:04,Barman-000002,prepare drinks,prepare drinks,0
1429,2024-07-05 23:38:38,Barman-000003,Bring drinks,Bring drinks,0
1429,2024-07-05 23:39:22,Waiter-000004,Review drinks,Review drinks,0
1429,2024-07-10 20:22:53,Cook-000003,Prepare main course,Prepare main course,0
1429,2024-07-15 18:50:13,Cook-000002,Signal food complete,Signal food complete,0
1429,2024-07-15 20:15:31,Cook helper-000001,Bring food,Bring food,0
1429,2024-07-15 20:18:05,Waiter-000003,Deliver to customer,Deliver to customer,0
1429,2024-07-15 20:21:24,,EVENT 8 END,EVENT 8 END,0
1430,2024-07-05 23:30:00,Waiter-000004,Take order,Take order,0
1430,2024-07-05 23:30:00,,start,start,0
1430,2024-07-05 23:30:27,Waiter-000002,Review order,Review order,0
1430,2024-07-05 23:31:54,Cook helper-000003,Prepare starter,Prepare starter,0
1430,2024-07-05 23:31:54,Barman-000003,prepare drinks,prepare drinks,0
1430,2024-07-05 23:34:30,Barman-000001,Bring drinks,Bring drinks,0
1430,2024-07-05 23:35:24,Waiter-000003,Review drinks,Review drinks,0
1430,2024-07-05 23:36:07,Barman-000003,prepare drinks,prepare drinks,0
1430,2024-07-05 23:36:58,Barman-000001,Bring drinks,Bring drinks,0
1430,2024-07-05 23:41:06,Waiter-000003,Review drinks,Review drinks,0
1430,2024-07-05 23:41:38,Barman-000002,prepare drinks,prepare drinks,0
1430,2024-07-05 23:42:10,Barman-000003,Bring drinks,Bring drinks,0
1430,2024-07-05 23:50:08,Waiter-000003,Review drinks,Review drinks,0
1430,2024-07-10 20:26:53,Cook-000001,Prepare main course,Prepare main course,0
1430,2024-07-15 18:31:32,Cook-000001,Signal food complete,Signal food complete,0
1430,2024-07-15 18:55:49,Cook helper-000001,Bring food,Bring food,0
1430,2024-07-15 18:56:00,Waiter-000002,Deliver to customer,Deliver to customer,0
1430,2024-07-15 18:56:21,,EVENT 8 END,EVENT 8 END,0
1431,2024-07-05 23:45:00,Waiter-000001,Take order,Take order,0
1431,2024-07-05 23:45:00,,start,start,0
1431,2024-07-05 23:45:58,Waiter-000004,Review order,Review order,0
1431,2024-07-05 23:47:09,Cook helper-000001,Prepare starter,Prepare starter,0
1431,2024-07-05 23:47:09,Barman-000001,prepare drinks,prepare drinks,0
1431,2024-07-05 23:47:45,Barman-000002,Bring drinks,Bring drinks,0
1431,2024-07-06 00:01:30,Waiter-000004,Review drinks,Review drinks,0
1431,2024-07-06 00:01:41,Barman-000001,prepare drinks,prepare drinks,0
1431,2024-07-06 00:05:11,Barman-000003,Bring drinks,Bring drinks,0
1431,2024-07-06 00:08:15,Waiter-000002,Review drinks,Review drinks,0
1431,2024-07-10 20:40:35,Cook-000002,Prepare main course,Prepare main course,0
1431,2024-07-15 18:16:59,Cook-000003,Signal food complete,Signal food complete,0
1431,2024-07-15 18:50:06,Cook helper-000003,Bring food,Bring food,0
1431,2024-07-15 18:53:08,Waiter-000001,Deliver to customer,Deliver to customer,0
1431,2024-07-15 18:53:14,,EVENT 8 END,EVENT 8 END,0
1432,2024-07-06 00:00:00,Waiter-000001,Take order,Take order,0
1432,2024-07-06 00:00:00,,start,start,0
1432,2024-07-06 00:01:32,Waiter-000003,Review order,Review order,0
1432,2024-07-06 00:02:20,Cook helper-000002,Prepare starter,Prepare starter,0
1432,2024-07-06 00:02:20,Barman-000003,prepare drinks,prepare drinks,0
1432,2024-07-06 00:02:37,Barman-000002,Bring drinks,Bring drinks,0
1432,2024-07-06 00:02:48,Waiter-000005,Review drinks,Review drinks,0
1432,2024-07-10 21:12:25,Cook-000002,Signal food complete,Signal food complete,0
1432,2024-07-10 21:40:55,Cook helper-000002,Bring food,Bring food,0
1432,2024-07-10 21:41:57,Waiter-000005,Deliver to customer,Deliver to customer,0
1432,2024-07-10 21:42:38,,EVENT 8 END,EVENT 8 END,0
1433,2024-07-06 00:15:00,Waiter-000001,Take order,Take order,0
1433,2024-07-06 00:15:00,,start,start,0
1433,2024-07-06 00:17:39,Waiter-000004,Review order,Review order,0
1433,2024-07-06 00:19:09,Barman-000002,prepare drinks,prepare drinks,0
1433,2024-07-06 00:22:58,Barman-000001,Bring drinks,Bring drinks,0
1433,2024-07-06 00:23:38,Waiter-000003,Review drinks,Review drinks,0
1433,2024-07-10 21:41:31,Cook-000001,Prepare main course,Prepare main course,0
1433,2024-07-15 19:30:52,Cook-000001,Signal food complete,Signal food complete,0
1433,2024-07-15 19:57:32,Cook helper-000003,Bring food,Bring food,0
1433,2024-07-15 20:01:28,Waiter-000002,Deliver to customer,Deliver to customer,0
1433,2024-07-15 20:02:56,,EVENT 8 END,EVENT 8 END,0
1434,2024-07-06 00:30:00,Waiter-000005,Take order,Take order,0
1434,2024-07-06 00:30:00,,start,start,0
1434,2024-07-06 00:33:15,Waiter-000002,Review order,Review order,0
1434,2024-07-06 00:37:19,Cook helper-000003,Prepare starter,Prepare starter,0
1434,2024-07-06 00:37:19,Barman-000003,prepare drinks,prepare drinks,0
1434,2024-07-06 00:42:59,Barman-000002,Bring drinks,Bring drinks,0
