Case,Activity,Timestamp,Resource,Event,label,iscollateral,BaseActivity,ProcessedActivity,CollateralGroup,is_collateral_event,Activity_fixed
3685684,send confirmation receipt_signed1,2011-11-11 17:17:31,560872,19064,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
3685684,send confirmation receipt_signed2,2011-11-11 17:17:32,560872,19064,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
3686476,register submission date request,2011-07-29 07:00:06,560881,19065,,0,register submission date request,register submission date request,-1,0,register submission date request
3686476,enter senddate acknowledgement,2011-08-08 07:00:06,560881,19067,,0,enter senddate acknowledgement,enter senddate acknowledgement,-1,0,enter senddate acknowledgement
3686476,enter senddate procedure confirmation,2011-08-08 07:00:07,560872,19066,,0,enter senddate procedure confirmation,enter senddate procedure confirmation,-1,0,enter senddate procedure confirmation
3686476,extend procedure term,2011-09-19 17:34:50,560872,19076,,0,extend procedure term,extend procedure term,-1,0,extend procedure term
3686476,forward to the competent authority,2011-09-19 17:34:51,560872,19068,,0,forward to the competent authority,forward to the competent authority,-1,0,forward to the competent authority
3686476,inform BAG administrator,2011-09-19 17:34:52,560872,19073,,0,inform BAG administrator,inform bag administrator,-1,0,inform BAG administrator
3686476,no permit needed or only notification needed,2011-09-19 17:34:53,560872,19070,,0,no permit needed or only notification needed,no permit needed or only notification needed,-1,0,no permit needed or only notification needed
3686476,phase application received,2011-09-19 17:34:54,560872,19078,,0,phase application received,phase application received,-1,0,phase application received
3686476,regular procedure without MER,2011-09-19 17:34:55,560872,19074,,0,regular procedure without MER,regular procedure without mer,-1,0,regular procedure without MER
3686476,send confirmation receipt,2011-09-19 17:34:56,560872,19069,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
3686476,send confirmation receipt,2011-09-19 17:34:57,560872,19077,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
3686476,send procedure confirmation,2011-09-19 17:34:58,560872,19079,,0,send procedure confirmation,send procedure confirmation,-1,0,send procedure confirmation
3686476,suspend term,2011-09-19 17:34:59,560872,19075,,0,suspend term,suspend term,-1,0,suspend term
3686476,terminate on request,2011-09-19 17:35:00,560872,19072,,0,terminate on request,terminate on request,-1,0,terminate on request
3686476,request complete,2011-09-19 18:01:11,560872,19084,,0,request complete,request complete,-1,0,request complete
3686476,phase advice known,2011-09-19 18:02:28,560872,19093,,0,phase advice known,phase advice known,-1,0,phase advice known
3686476,creating environmental permit decision,2011-09-19 18:02:41,560872,19098,,0,creating environmental permit decision,creating environmental permit decision,-1,0,creating environmental permit decision
3686476,register date environmental permit decision,2011-09-19 18:02:54,560872,19099,,0,register date environmental permit decision,register date environmental permit decision,-1,0,register date environmental permit decision
3686476,set phase: phase permitting irrevocable,2011-09-19 18:03:27,560872,19105,,0,set phase: phase permitting irrevocable,set phase: phase permitting irrevocable,-1,0,set phase: phase permitting irrevocable
3686476,enter senddate decision environmental permit,2011-09-26 07:00:01,560872,19106,,0,enter senddate decision environmental permit,enter senddate decision environmental permit,-1,0,enter senddate decision environmental permit
3690553,send confirmation receipt,2011-11-15 23:36:22,3273854,19114,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
3690553,send confirmation receipt,2011-11-15 23:36:23,3273854,19116,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
3690553,MER present in supplement,2011-11-15 23:36:24,3273854,19128,,0,MER present in supplement,mer present in supplement,-1,0,MER present in supplement
3690553,applicant is stakeholder,2011-11-15 23:36:25,3273854,19118,,0,applicant is stakeholder,applicant is stakeholder,-1,0,applicant is stakeholder
3690553,enter receipt of additional data,2011-11-15 23:36:26,3273854,19127,,0,enter receipt of additional data,enter receipt of additional data,-1,0,enter receipt of additional data
3690553,forward to the competent authority,2011-11-15 23:36:27,3273854,19120,,0,forward to the competent authority,forward to the competent authority,-1,0,forward to the competent authority
3690553,no permit needed or only notification needed,2011-11-15 23:36:28,3273854,19117,,0,no permit needed or only notification needed,no permit needed or only notification needed,-1,0,no permit needed or only notification needed
3690553,procedure change,2011-11-15 23:36:29,3273854,19123,,0,procedure change,procedure change,-1,0,procedure change
3690553,procedure change,2011-11-15 23:36:30,3273854,19129,,0,procedure change,procedure change,-1,0,procedure change
3690553,receive additional information,2011-11-15 23:36:31,3273854,19126,,0,receive additional information,receive additional information,-1,0,receive additional information
3690553,registration date publication,2011-11-15 23:36:32,3273854,19122,,0,registration date publication,registration date publication,-1,0,registration date publication
3690553,regular procedure without MER,2011-11-15 23:36:33,3273854,19121,,0,regular procedure without MER,regular procedure without mer,-1,0,regular procedure without MER
3690553,request complete,2011-11-15 23:36:34,3273854,19124,,0,request complete,request complete,-1,0,request complete
3690553,retrieve missing data,2011-11-15 23:36:35,3273854,19134,,0,retrieve missing data,retrieve missing data,-1,0,retrieve missing data
3690553,send procedure confirmation,2011-11-15 23:36:36,3273854,19135,,0,send procedure confirmation,send procedure confirmation,-1,0,send procedure confirmation
3690553,subcases completeness completed,2011-11-15 23:36:37,3273854,19130,,0,subcases completeness completed,subcases completeness completed,-1,0,subcases completeness completed
3690553,subcases completeness completed,2011-11-15 23:36:38,3273854,19131,,0,subcases completeness completed,subcases completeness completed,-1,0,subcases completeness completed
3690553,term for supplying missing data,2011-11-15 23:36:39,3273854,19125,,0,term for supplying missing data,term for supplying missing data,-1,0,term for supplying missing data
3690553,terminate on request,2011-11-15 23:36:40,3273854,19119,,0,terminate on request,terminate on request,-1,0,terminate on request
3690553,treat subcases completeness,2011-11-15 23:36:41,3273854,19132,,0,treat subcases completeness,treat subcases completeness,-1,0,treat subcases completeness
3690553,treat subcases completeness,2011-11-15 23:36:42,3273854,19133,,0,treat subcases completeness,treat subcases completeness,-1,0,treat subcases completeness
3690553,request complete,2011-11-15 23:36:43,3273854,19136,,0,request complete,request complete,-1,0,request complete
3690553,procedure change,2011-11-15 23:36:44,3273854,19137,,0,procedure change,procedure change,-1,0,procedure change
3690553,request complete,2011-11-15 23:36:45,3273854,19138,,0,request complete,request complete,-1,0,request complete
3690553,procedure change,2011-11-15 23:36:46,3273854,19139,,0,procedure change,procedure change,-1,0,procedure change
3690553,request complete,2011-11-15 23:36:47,3273854,19140,,0,request complete,request complete,-1,0,request complete
3690553,procedure change,2011-11-15 23:36:48,3273854,19141,,0,procedure change,procedure change,-1,0,procedure change
3690553,request complete,2011-11-15 23:36:49,3273854,19142,,0,request complete,request complete,-1,0,request complete
3690553,treat subcases completeness,2011-11-15 23:36:50,3273854,19143,,0,treat subcases completeness,treat subcases completeness,-1,0,treat subcases completeness
3690553,subcases completeness completed,2011-11-15 23:36:51,3273854,19144,,0,subcases completeness completed,subcases completeness completed,-1,0,subcases completeness completed
3690553,procedure change,2011-11-15 23:36:52,3273854,19145,,0,procedure change,procedure change,-1,0,procedure change
3690553,phase application receptive,2011-11-15 23:36:53,3273854,19147,,0,phase application receptive,phase application receptive,-1,0,phase application receptive
3690553,request complete,2011-11-15 23:36:54,3273854,19146,,0,request complete,request complete,-1,0,request complete
3690553,send letter in progress,2011-11-15 23:36:55,3273854,19148,,0,send letter in progress,send letter in progress,-1,0,send letter in progress
3690553,assessment of content completed,2014-02-13 08:00:01,2670601,19158,,0,assessment of content completed,assessment of content completed,-1,0,assessment of content completed
3690553,by law,2014-02-13 08:00:02,2670601,19157,,0,by law,by law,-1,0,by law
3690553,creating environmental permit decision,2014-02-13 08:00:03,2670601,19160,,0,creating environmental permit decision,creating environmental permit decision,-1,0,creating environmental permit decision
3690553,grounds for refusal,2014-02-13 08:00:04,2670601,19154,,0,grounds for refusal,grounds for refusal,-1,0,grounds for refusal
3690553,phase advice known,2014-02-13 08:00:05,2670601,19159,,0,phase advice known,phase advice known,-1,0,phase advice known
3690553,suspension ground applicable,2014-02-13 08:00:06,2670601,19156,,0,suspension ground applicable,suspension ground applicable,-1,0,suspension ground applicable
3690553,generate publication document decision environmental permit,2014-02-25 08:00:01,560912,19164,,0,generate publication document decision environmental permit,generate publication document decision environmental permit,-1,0,generate publication document decision environmental permit
3690553,generating decision environmental permit,2014-02-25 08:00:02,560912,19162,,0,generating decision environmental permit,generating decision environmental permit,-1,0,generating decision environmental permit
3690553,phase decision taken,2014-02-25 08:00:03,560912,19161,,0,phase decision taken,phase decision taken,-1,0,phase decision taken
3690553,transcript decision environmental permit to stakeholders,2014-02-25 08:00:04,560912,19163,,0,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,-1,0,transcript decision environmental permit to stakeholders
3690553,register deadline,2014-04-09 07:00:05,560912,19169,,0,register deadline,register deadline,-1,0,register deadline
3690553,set phase: phase permitting irrevocable,2014-04-09 07:00:06,560912,19168,,0,set phase: phase permitting irrevocable,set phase: phase permitting irrevocable,-1,0,set phase: phase permitting irrevocable
