Case,Timestamp,original_activity,Activity_fixed,label
5096732,2012-06-04 18:53:54,regular procedure without MER,regular procedure without MER,
5096732,2012-06-04 18:53:55,start WABOprocedure,start WABOprocedure,
5096732,2012-06-04 18:53:57,send procedure confirmation,enter senddate procedure confirmation,
5096732,2013-03-08 18:46:49,request complete,request complete,
5096732,2013-03-08 18:48:38,phase advice known,phase advice known,
5096732,2013-06-07 07:00:01,enter senddate decision environmental permit,enter senddate decision environmental permit,
5096732,2013-06-07 07:00:02,generating decision environmental permit,enter senddate decision environmental permit,
5096732,2013-06-07 07:00:03,phase decision sent,phase decision sent,
5096732,2013-06-07 07:00:04,phase decision taken,phase decision sent,
5096732,2013-06-07 07:00:05,register objection and appeal periods,register objection and appeal periods,
5096732,2013-06-07 07:00:06,submit decision,submit decision,
5096732,2013-06-07 07:00:07,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
5096732,2013-06-20 07:00:09,date decision for inspection,date decision for inspection,
5097876,2012-05-30 07:00:04,register submission date request,register submission date request,
5097876,2012-06-04 17:21:14,phase application received,phase application received,
5097876,2012-06-04 17:21:15,terminate on request,terminate on request,
5097876,2012-06-04 17:21:16,send confirmation receipt,send confirmation receipt,
5097876,2012-06-04 17:25:08,send confirmation receipt,send confirmation receipt,
5097876,2012-06-04 17:25:11,regular procedure without MER,regular procedure without MER,
5097876,2012-06-04 17:25:12,start WABOprocedure,start WABOprocedure,
5097876,2012-06-04 17:25:13,enter senddate procedure confirmation,enter senddate procedure confirmation,
5097876,2012-06-04 17:25:14,send procedure confirmation,enter senddate procedure confirmation,
5097876,2012-07-12 22:07:56,request complete,request complete,
5097876,2012-07-12 22:08:11,phase advice known,phase advice known,
5097876,2012-07-12 22:08:24,creating environmental permit decision,enter senddate decision environmental permit,
5097876,2012-07-23 18:10:15,submit decision,submit decision,
5097876,2012-07-23 18:12:25,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
5097876,2012-07-23 18:12:29,enter senddate decision,enter senddate decision,
5097876,2012-07-23 18:12:30,enter senddate decision environmental permit,enter senddate decision environmental permit,
5097876,2012-07-23 18:12:31,phase decision sent,phase decision sent,
5105222,2012-05-31 07:00:03,register submission date request,register submission date request,
5105222,2012-06-04 21:15:51,terminate on request,terminate on request,
5105222,2012-06-04 21:15:52,send confirmation receipt,send confirmation receipt,
5105222,2012-06-04 21:15:55,send confirmation receipt,send confirmation receipt,
5105222,2012-06-04 21:15:59,regular procedure without MER,regular procedure without MER,
5105222,2012-06-04 21:16:00,start WABOprocedure,start WABOprocedure,
5105222,2012-06-04 21:16:01,enter senddate procedure confirmation,enter senddate procedure confirmation,
5105222,2012-06-04 21:16:02,send procedure confirmation,enter senddate procedure confirmation,
5130775,2012-05-31 07:00:10,register submission date request,register submission date request,
5130775,2012-06-07 16:20:01,phase application received,phase application received,
5130775,2012-06-07 16:20:02,terminate on request,terminate on request,
5130775,2012-06-07 16:20:03,send confirmation receipt,send confirmation receipt,
5130775,2012-06-07 16:20:21,send confirmation receipt,send confirmation receipt,
5130775,2012-06-07 16:20:26,regular procedure without MER,regular procedure without MER,
5130775,2012-06-07 16:20:27,start WABOprocedure,start WABOprocedure,
5130775,2012-06-07 16:20:28,enter senddate procedure confirmation,enter senddate procedure confirmation,
5130775,2012-06-07 16:20:29,send procedure confirmation,enter senddate procedure confirmation,
5130775,2013-05-23 07:00:01,subcases completeness completed,treat subcases content,
5133110,2012-05-31 07:00:11,register submission date request,register submission date request,
5133110,2012-06-07 17:12:19,phase application received,phase application received,
5133110,2013-04-09 23:43:20,message terminate request,message terminate request,
5136629,2012-05-31 07:00:13,register submission date request,register submission date request,
5136629,2012-06-07 18:15:12,phase application received,phase application received,
5136629,2012-06-07 18:15:13,terminate on request,terminate on request,
5136629,2012-06-07 18:15:14,send confirmation receipt,send confirmation receipt,
5136629,2012-06-07 18:20:02,send confirmation receipt,send confirmation receipt,
5136629,2012-06-18 23:21:21,phase procedure aborted,phase procedure aborted,
5136629,2012-06-19 07:00:10,enter senddate letter to competent authority,enter senddate letter to competent authority,
5136629,2012-06-19 07:00:11,enter senddate letter to stakeholders,enter senddate letter to stakeholders,
5136629,2012-06-19 07:00:12,enter senddate letter to stakeholders,enter senddate letter to stakeholders,
5136629,2012-06-21 07:00:05,enter senddate letter to competent authority,enter senddate letter to competent authority,
5173437,2012-06-07 07:00:09,register submission date request,register submission date request,
5173437,2012-06-14 07:00:01,enter senddate procedure confirmation,enter senddate procedure confirmation,
5173437,2012-06-14 17:17:32,terminate on request,terminate on request,
5173437,2012-06-14 17:17:33,send confirmation receipt,send confirmation receipt,
5173437,2012-06-14 17:17:38,send confirmation receipt,send confirmation receipt,
5173437,2013-04-05 18:23:42,read field phased application,read field phased application,
5173437,2013-04-05 18:23:43,start WABOprocedure,start WABOprocedure,
5173437,2013-04-05 18:25:19,request complete,request complete,
5173437,2013-04-05 18:25:20,procedure change after completeness,procedure change after completeness,
5173437,2013-04-05 18:25:31,phase advice known,phase advice known,
5173437,2013-04-05 18:28:27,phase concept draft decision ready,phase decision sent,
5173437,2013-05-02 07:00:01,create publication document,create publication document,
5173437,2013-05-02 07:00:02,enter senddate draft decision,enter senddate decision,
5173437,2013-05-02 07:00:03,open draft decision for inspection,date decision for inspection,
5173437,2013-05-02 07:00:04,phase draft decision made,phase decision sent,
5173437,2013-05-02 07:00:05,publish official draft decision,publish official draft decision,
5173437,2013-05-02 07:00:06,send design decision to stakeholders,send design decision to stakeholders,
5173437,2013-05-13 07:00:01,entering senddate draft decision environmental permit,enter senddate decision environmental permit,
5173437,2013-05-16 07:00:01,date draft decision for inspection,date decision for inspection,
5173437,2013-11-01 08:00:04,perspective on draft decision environmental permit received,enter senddate decision environmental permit,
5173437,2014-02-25 08:00:05,register date environmental permit decision,enter senddate decision environmental permit,
5173437,2014-03-06 08:00:01,creating environmental permit decision,enter senddate decision environmental permit,
5173437,2014-03-06 08:00:02,decision date prior to decision,decision date prior to decision,
5173437,2014-03-06 08:00:03,enter senddate decision environmental permit,enter senddate decision environmental permit,
5173437,2014-03-06 08:00:04,generating decision environmental permit,enter senddate decision environmental permit,
5173437,2014-03-06 08:00:05,hearing about draft,hearing about draft,
5173437,2014-03-06 08:00:06,perspective from GS or VROM received,perspective from GS or VROM received,
5173437,2014-03-06 08:00:07,perspective regarding draft founded,perspective regarding draft founded,
5173437,2014-03-06 08:00:08,phase decision sent,phase decision sent,
5173437,2014-03-06 08:00:09,phase decision taken,phase decision sent,
5173437,2014-03-06 08:00:10,phase perspective submitted,phase perspective submitted,
5173437,2014-03-06 08:00:11,register objection and appeal periods,register objection and appeal periods,
5173437,2014-03-06 08:00:12,subcase perspective complete,subcase perspective complete,
5173437,2014-03-06 08:00:13,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
5173437,2014-03-06 08:00:14,treat subcase perspective,treat subcase perspective,
5173437,2014-03-06 08:00:15,updated plan after perspective,updated plan after perspective,
5173437,2014-03-10 08:00:01,enter senddate decision environmental permit,enter senddate decision environmental permit,
5173437,2014-04-25 07:00:01,set phase: phase permitting irrevocable,set phase: phase permitting irrevocable,
5173437,2014-09-29 07:00:01,phase archived case,phase archived case,
5173437,2014-09-29 07:00:02,phase case handled,phase case handled,
5173437,2014-09-29 07:00:03,phase decision irrevocable,phase decision irrevocable,
5209025,2012-06-05 07:00:02,register submission date request,register submission date request,
5209025,2012-06-21 19:43:57,phase application received,phase application received,
5209025,2012-06-21 19:43:58,send confirmation receipt,send confirmation receipt,
5209025,2012-06-21 19:44:01,send confirmation receipt,send confirmation receipt,
5209025,2012-06-21 19:49:21,regular procedure without MER,regular procedure without MER,
5209025,2012-06-21 19:49:22,start WABOprocedure,start WABOprocedure,
5209025,2012-06-21 19:49:24,send procedure confirmation,enter senddate procedure confirmation,
5220444,2012-06-25 22:39:23,phase application received,phase application received,
5220444,2012-06-25 22:39:24,send confirmation receipt,send confirmation receipt,
5220444,2012-06-25 22:52:50,regular procedure without MER,regular procedure without MER,
5220444,2012-06-25 22:52:51,start WABOprocedure,start WABOprocedure,
5220444,2012-06-26 07:00:06,enter senddate acknowledgement,enter senddate acknowledgement,
5220444,2012-07-23 22:34:53,request complete,request complete,
