Case,Activity,Activity_fixed,Timestamp,Resource,label
206,Deliver card,Deliver card,2023-10-10 20:23:59,Manager-000002,
206,EVENT 13 END,EVENT 13 END,2023-10-10 20:31:42,,
207,Check for completeness,Check for completeness,2023-10-10 20:05:48,Clerk-000006,
207,New online application received,New online application received,2023-10-10 20:05:48,,
207,Make decision_signed1,Make decision_signed1,2023-10-10 20:05:49,Clerk-000006,collateral events(Make decision)
207,Request info,Request info,2023-10-10 20:17:52,Manager-000003,
207,Make decision_signed1,Make decision_signed1,2023-10-10 20:17:53,Manager-000003,collateral events(Make decision)
207,Make decision_signed2,Make decision_signed2,2023-10-10 20:17:53,Manager-000003,collateral events(Make decision)
207,info received,info received,2023-10-10 20:25:31,,
207,Make decision_signed1,Make decision_signed1,2023-10-10 20:25:32,,collateral events(Make decision)
207,Make decision_signed2,Make decision_signed2,2023-10-10 20:25:33,,collateral events(Make decision)
207,Check for completeness,Check for completeness,2023-10-10 20:25:41,Clerk-000005,
207,Make decision_signed1,Make decision_signed1,2023-10-10 20:25:41,Clerk-000005,collateral events(Make decision)
207,Make decision_signed2,Make decision_signed2,2023-10-10 20:25:42,Clerk-000005,collateral events(Make decision)
207,Perform checks,Perform checks,2023-10-10 20:39:15,Clerk-000006,
207,Make decision_signed1,Make decision_signed1,2023-10-10 20:39:16,Clerk-000006,collateral events(Make decision)
207,Make decision_signed2,Make decision_signed2,2023-10-10 20:39:16,Clerk-000006,collateral events(Make decision)
207,Make decision,Make decision,2023-10-10 20:47:02,Manager-000002,
207,Notify accept,Notify accept,2023-10-10 20:50:03,Manager-000006,
207,Make decision_signed1,Make decision_signed1,2023-10-10 20:50:03,Manager-000006,collateral events(Make decision)
207,Make decision_signed2,Make decision_signed2,2023-10-10 20:50:03,Manager-000006,collateral events(Make decision)
207,Deliver card,Deliver card,2023-10-10 20:51:02,Manager-000004,
207,Make decision_signed1,Make decision_signed1,2023-10-10 20:51:02,Manager-000004,collateral events(Make decision)
207,Make decision_signed2,Make decision_signed2,2023-10-10 20:51:03,Manager-000004,collateral events(Make decision)
207,EVENT 13 END,EVENT 13 END,2023-10-10 21:25:47,,
207,Make decision_signed1,Make decision_signed1,2023-10-10 21:25:47,,collateral events(Make decision)
207,Make decision_signed2,Make decision_signed2,2023-10-10 21:25:48,,collateral events(Make decision)
208,Check for completeness,Check for completeness,2023-10-10 20:16:28,Clerk-000001,
208,New online application received,New online application received,2023-10-10 20:16:28,,
208,Make decision_signed1,Make decision_signed1,2023-10-10 20:16:29,Clerk-000001,collateral events(Make decision)
208,Request info,Request info,2023-10-10 20:17:30,Manager-000001,
208,Make decision_signed1,Make decision_signed1,2023-10-10 20:17:30,Manager-000001,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 20:17:31,Manager-000001,collateral events(Make decision)
208,info received,info received,2023-10-10 20:19:04,,
208,Make decision_signed1,Make decision_signed1,2023-10-10 20:19:05,,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 20:19:06,,collateral events(Make decision)
208,Check for completeness,Check for completeness,2023-10-10 20:19:14,Clerk-000002,
208,Make decision_signed1,Make decision_signed1,2023-10-10 20:19:15,Clerk-000002,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 20:19:15,Clerk-000002,collateral events(Make decision)
208,Perform checks,Perform checks,2023-10-10 20:29:31,Clerk-000003,
208,Make decision_signed1,Make decision_signed1,2023-10-10 20:29:32,Clerk-000003,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 20:29:32,Clerk-000003,collateral events(Make decision)
208,Make decision,Make decision,2023-10-10 20:54:43,Manager-000002,
208,notify reject,notify reject,2023-10-10 21:05:42,Manager-000005,
208,Make decision_signed1,Make decision_signed1,2023-10-10 21:05:43,Manager-000005,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 21:05:43,Manager-000005,collateral events(Make decision)
208,review request received,review request received,2023-10-10 21:31:12,,
208,Make decision_signed1,Make decision_signed1,2023-10-10 21:31:13,,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 21:31:14,,collateral events(Make decision)
208,Check for completeness,Check for completeness,2023-10-10 21:31:22,Clerk-000004,
208,Make decision_signed1,Make decision_signed1,2023-10-10 21:31:22,Clerk-000004,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 21:31:23,Clerk-000004,collateral events(Make decision)
208,Request info,Request info,2023-10-10 21:56:48,Manager-000002,
208,Make decision_signed1,Make decision_signed1,2023-10-10 21:56:48,Manager-000002,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 21:56:48,Manager-000002,collateral events(Make decision)
208,info received,info received,2023-10-10 21:57:43,,
208,Make decision_signed1,Make decision_signed1,2023-10-10 21:57:44,,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 21:57:45,,collateral events(Make decision)
208,Check for completeness,Check for completeness,2023-10-10 21:57:53,Clerk-000006,
208,Make decision_signed1,Make decision_signed1,2023-10-10 21:57:54,Clerk-000006,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 21:57:54,Clerk-000006,collateral events(Make decision)
208,Perform checks,Perform checks,2023-10-10 22:02:25,Clerk-000001,
208,Make decision_signed1,Make decision_signed1,2023-10-10 22:02:26,Clerk-000001,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 22:02:26,Clerk-000001,collateral events(Make decision)
208,Make decision,Make decision,2023-10-10 22:11:56,Manager-000004,
208,notify reject,notify reject,2023-10-10 22:18:14,Manager-000002,
208,Make decision_signed1,Make decision_signed1,2023-10-10 22:18:14,Manager-000002,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 22:18:15,Manager-000002,collateral events(Make decision)
208,review request received,review request received,2023-10-10 22:26:10,,
208,Make decision_signed1,Make decision_signed1,2023-10-10 22:26:10,,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 22:26:11,,collateral events(Make decision)
208,Check for completeness,Check for completeness,2023-10-10 22:26:20,Clerk-000005,
208,Make decision_signed1,Make decision_signed1,2023-10-10 22:26:21,Clerk-000005,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 22:26:21,Clerk-000005,collateral events(Make decision)
208,Perform checks,Perform checks,2023-10-10 22:29:15,Clerk-000002,
208,Make decision_signed1,Make decision_signed1,2023-10-10 22:29:15,Clerk-000002,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 22:29:16,Clerk-000002,collateral events(Make decision)
208,Make decision,Make decision,2023-10-10 22:36:45,Manager-000006,
208,notify reject,notify reject,2023-10-10 22:41:12,Manager-000001,
208,Make decision_signed1,Make decision_signed1,2023-10-10 22:41:12,Manager-000001,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 22:41:12,Manager-000001,collateral events(Make decision)
208,review request received,review request received,2023-10-10 22:42:12,,
208,Make decision_signed1,Make decision_signed1,2023-10-10 22:42:12,,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 22:42:12,,collateral events(Make decision)
208,Check for completeness,Check for completeness,2023-10-10 22:42:22,Clerk-000005,
208,Make decision_signed1,Make decision_signed1,2023-10-10 22:42:22,Clerk-000005,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 22:42:23,Clerk-000005,collateral events(Make decision)
208,Perform checks,Perform checks,2023-10-10 22:51:29,Clerk-000006,
208,Make decision_signed1,Make decision_signed1,2023-10-10 22:51:30,Clerk-000006,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 22:51:30,Clerk-000006,collateral events(Make decision)
208,Make decision,Make decision,2023-10-10 22:52:01,Manager-000002,
208,notify reject,notify reject,2023-10-10 23:04:49,Manager-000003,
208,Make decision_signed1,Make decision_signed1,2023-10-10 23:04:49,Manager-000003,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 23:04:50,Manager-000003,collateral events(Make decision)
208,time out,time out,2023-10-10 23:12:36,,
208,Make decision_signed1,Make decision_signed1,2023-10-10 23:12:37,,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 23:12:38,,collateral events(Make decision)
208,EVENT 13 END,EVENT 13 END,2023-10-10 23:12:46,,
208,Make decision_signed1,Make decision_signed1,2023-10-10 23:12:47,,collateral events(Make decision)
208,Make decision_signed2,Make decision_signed2,2023-10-10 23:12:47,,collateral events(Make decision)
209,Check for completeness,Check for completeness,2023-10-10 20:19:26,Clerk-000001,
209,New online application received,New online application received,2023-10-10 20:19:26,,
209,Perform checks,Perform checks,2023-10-10 20:22:44,Clerk-000006,
209,Make decision,Make decision,2023-10-10 20:31:18,Manager-000001,
209,notify reject,notify reject,2023-10-10 20:45:50,Manager-000003,
209,review request received,review request received,2023-10-10 21:07:21,,
209,Check for completeness,Check for completeness,2023-10-10 21:07:31,Clerk-000001,
209,Perform checks,Perform checks,2023-10-10 21:37:09,Clerk-000005,
209,Make decision,Make decision,2023-10-10 21:53:58,Manager-000006,
209,notify reject,notify reject,2023-10-10 22:17:15,Manager-000001,
209,review request received,review request received,2023-10-10 22:23:20,,
209,Check for completeness,Check for completeness,2023-10-10 22:23:30,Clerk-000003,
209,Request info,Request info,2023-10-10 22:34:14,Manager-000003,
209,info received,info received,2023-10-10 22:47:18,,
209,Check for completeness,Check for completeness,2023-10-10 22:47:28,Clerk-000004,
209,Request info,Request info,2023-10-10 23:03:08,Manager-000005,
209,info received,info received,2023-10-10 23:08:15,,
209,Check for completeness,Check for completeness,2023-10-10 23:08:25,Clerk-000006,
209,Perform checks,Perform checks,2023-10-10 23:11:43,Clerk-000003,
209,Make decision,Make decision,2023-10-10 23:22:25,Manager-000001,
209,Notify accept,Notify accept,2023-10-10 23:31:00,Manager-000006,
209,Deliver card,Deliver card,2023-10-10 23:33:44,Manager-000003,
209,EVENT 13 END,EVENT 13 END,2023-10-10 23:38:13,,
210,Check for completeness,Check for completeness,2023-10-10 20:38:03,Clerk-000001,
210,New online application received,New online application received,2023-10-10 20:38:03,,
210,Perform checks,Perform checks,2023-10-10 20:38:37,Clerk-000002,
210,Make decision,Make decision,2023-10-10 20:39:32,Manager-000004,
210,notify reject,notify reject,2023-10-10 20:43:56,Manager-000005,
210,review request received,review request received,2023-10-10 20:44:49,,
210,Check for completeness,Check for completeness,2023-10-10 20:44:59,Clerk-000001,
210,Perform checks,Perform checks,2023-10-10 20:47:03,Clerk-000005,
210,Make decision,Make decision,2023-10-10 20:53:29,Manager-000001,
210,Notify accept,Notify accept,2023-10-10 21:04:16,Manager-000006,
210,Deliver card,Deliver card,2023-10-10 21:18:39,Manager-000003,
210,EVENT 13 END,EVENT 13 END,2023-10-10 21:22:57,,
211,Check for completeness,Check for completeness,2023-10-10 21:37:45,Clerk-000003,
211,New online application received,New online application received,2023-10-10 21:37:45,,
211,Make decision_signed1,Make decision_signed1,2023-10-10 21:37:45,,collateral events(Make decision)
211,Perform checks,Perform checks,2023-10-10 21:40:22,Clerk-000002,
211,Make decision_signed1,Make decision_signed1,2023-10-10 21:40:22,Clerk-000002,collateral events(Make decision)
211,Make decision_signed2,Make decision_signed2,2023-10-10 21:40:22,Clerk-000002,collateral events(Make decision)
211,Make decision,Make decision,2023-10-10 21:57:58,Manager-000003,
211,notify reject,notify reject,2023-10-10 22:12:53,Manager-000005,
211,Make decision_signed1,Make decision_signed1,2023-10-10 22:12:54,Manager-000005,collateral events(Make decision)
211,Make decision_signed2,Make decision_signed2,2023-10-10 22:12:54,Manager-000005,collateral events(Make decision)
211,time out,time out,2023-10-10 22:14:02,,
211,Make decision_signed1,Make decision_signed1,2023-10-10 22:14:03,,collateral events(Make decision)
211,Make decision_signed2,Make decision_signed2,2023-10-10 22:14:03,,collateral events(Make decision)
211,EVENT 13 END,EVENT 13 END,2023-10-10 22:14:12,,
211,Make decision_signed1,Make decision_signed1,2023-10-10 22:14:12,,collateral events(Make decision)
211,Make decision_signed2,Make decision_signed2,2023-10-10 22:14:13,,collateral events(Make decision)
212,Check for completeness,Check for completeness,2023-10-10 22:27:24,Clerk-000004,
212,New online application received,New online application received,2023-10-10 22:27:24,,
212,Make decision_signed1,Make decision_signed1,2023-10-10 22:27:25,,collateral events(Make decision)
212,Request info,Request info,2023-10-10 22:36:21,Manager-000005,
212,Make decision_signed1,Make decision_signed1,2023-10-10 22:36:21,Manager-000005,collateral events(Make decision)
212,Make decision_signed2,Make decision_signed2,2023-10-10 22:36:21,Manager-000005,collateral events(Make decision)
212,info received,info received,2023-10-10 22:44:38,,
212,Make decision_signed1,Make decision_signed1,2023-10-10 22:44:39,,collateral events(Make decision)
212,Make decision_signed2,Make decision_signed2,2023-10-10 22:44:39,,collateral events(Make decision)
212,Check for completeness,Check for completeness,2023-10-10 22:44:48,Clerk-000003,
212,Make decision_signed1,Make decision_signed1,2023-10-10 22:44:48,Clerk-000003,collateral events(Make decision)
212,Make decision_signed2,Make decision_signed2,2023-10-10 22:44:49,Clerk-000003,collateral events(Make decision)
212,Request info,Request info,2023-10-10 23:00:54,Manager-000001,
212,Make decision_signed1,Make decision_signed1,2023-10-10 23:00:55,Manager-000001,collateral events(Make decision)
212,Make decision_signed2,Make decision_signed2,2023-10-10 23:00:55,Manager-000001,collateral events(Make decision)
212,info received,info received,2023-10-10 23:10:19,,
