Case,Timestamp,Activity,Activity_fixed,label,Resource
327,2023-10-17 18:19:58,notify reject,notify reject,,Manager-000006
327,2023-10-17 18:35:57,time out,time out,,
327,2023-10-17 18:36:07,EVENT 13 END,EVENT 13 END,,
328,2023-10-17 21:59:47,Check for completeness,Check for completeness,,Clerk-000004
328,2023-10-17 21:59:47,New online application received,New online application received,,
328,2023-10-17 22:16:28,Perform checks,Perform checks,,Clerk-000001
328,2023-10-17 22:23:56,Make decision,Make decision,,Manager-000002
328,2023-10-17 22:45:43,Notify accept,Notify accept,,Manager-000004
328,2023-10-17 22:49:39,Deliver card,Deliver card,,Manager-000001
328,2023-10-17 22:51:58,EVENT 13 END,EVENT 13 END,,
329,2023-10-17 22:40:47,Check for completeness,Check for completeness,,Clerk-000003
329,2023-10-17 22:40:47,New online application received,New online application received,,
329,2023-10-17 22:40:47,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
329,2023-10-17 23:17:55,Request info,Request info,,Manager-000006
329,2023-10-17 23:17:56,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000006
329,2023-10-17 23:17:57,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000006
329,2023-10-17 23:21:45,info received,info received,,
329,2023-10-17 23:21:46,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
329,2023-10-17 23:21:46,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
329,2023-10-17 23:21:55,Check for completeness,Check for completeness,,Clerk-000004
329,2023-10-17 23:21:56,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000004
329,2023-10-17 23:21:57,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000004
329,2023-10-17 23:33:12,Perform checks,Perform checks,,Clerk-000005
329,2023-10-17 23:33:13,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000005
329,2023-10-17 23:33:14,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000005
329,2023-10-17 23:52:52,Make decision,Make decision,,Manager-000003
329,2023-10-17 23:56:11,notify reject,notify reject,,Manager-000006
329,2023-10-17 23:56:12,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000006
329,2023-10-17 23:56:13,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000006
329,2023-10-17 23:56:39,review request received,review request received,,
329,2023-10-17 23:56:39,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
329,2023-10-17 23:56:40,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
329,2023-10-17 23:56:49,Check for completeness,Check for completeness,,Clerk-000002
329,2023-10-17 23:56:50,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000002
329,2023-10-17 23:56:50,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000002
329,2023-10-17 23:59:14,Perform checks,Perform checks,,Clerk-000006
329,2023-10-17 23:59:15,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000006
329,2023-10-17 23:59:16,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000006
329,2023-10-18 00:13:51,Make decision,Make decision,,Manager-000004
329,2023-10-18 00:26:52,Notify accept,Notify accept,,Manager-000001
329,2023-10-18 00:26:53,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000001
329,2023-10-18 00:26:53,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000001
329,2023-10-18 00:32:56,Deliver card,Deliver card,,Manager-000006
329,2023-10-18 00:32:57,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000006
329,2023-10-18 00:32:57,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000006
329,2023-10-18 00:36:35,EVENT 13 END,EVENT 13 END,,
329,2023-10-18 00:36:36,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
329,2023-10-18 00:36:36,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
330,2023-10-17 22:56:49,Check for completeness,Check for completeness,,Clerk-000002
330,2023-10-17 22:56:49,New online application received,New online application received,,
330,2023-10-17 22:58:59,Request info,Request info,,Manager-000003
330,2023-10-17 23:06:44,info received,info received,,
330,2023-10-17 23:06:54,Check for completeness,Check for completeness,,Clerk-000006
330,2023-10-17 23:18:50,Request info,Request info,,Manager-000002
330,2023-10-17 23:31:37,info received,info received,,
330,2023-10-17 23:31:47,Check for completeness,Check for completeness,,Clerk-000001
330,2023-10-17 23:33:36,Request info,Request info,,Manager-000004
330,2023-10-17 23:39:01,info received,info received,,
330,2023-10-17 23:39:11,Check for completeness,Check for completeness,,Clerk-000006
330,2023-10-17 23:49:51,Perform checks,Perform checks,,Clerk-000004
330,2023-10-18 00:04:45,Make decision,Make decision,,Manager-000002
330,2023-10-18 00:32:09,notify reject,notify reject,,Manager-000004
330,2023-10-18 00:34:56,review request received,review request received,,
330,2023-10-18 00:35:06,Check for completeness,Check for completeness,,Clerk-000001
330,2023-10-18 00:38:53,Perform checks,Perform checks,,Clerk-000004
330,2023-10-18 00:41:42,Make decision,Make decision,,Manager-000002
330,2023-10-18 00:43:21,Notify accept,Notify accept,,Manager-000001
330,2023-10-18 00:54:09,Deliver card,Deliver card,,Manager-000005
330,2023-10-18 00:59:28,EVENT 13 END,EVENT 13 END,,
331,2023-10-17 22:59:25,Check for completeness,Check for completeness,,Clerk-000005
331,2023-10-17 22:59:25,New online application received,New online application received,,
331,2023-10-17 23:04:30,Request info,Request info,,Manager-000005
331,2023-10-17 23:32:15,info received,info received,,
331,2023-10-17 23:32:25,Check for completeness,Check for completeness,,Clerk-000002
331,2023-10-17 23:45:10,Request info,Request info,,Manager-000001
331,2023-10-17 23:54:42,info received,info received,,
331,2023-10-17 23:54:52,Check for completeness,Check for completeness,,Clerk-000001
331,2023-10-18 00:02:31,Perform checks,Perform checks,,Clerk-000005
331,2023-10-18 00:08:55,Make decision,Make decision,,Manager-000005
331,2023-10-18 00:20:50,Notify accept,Notify accept,,Manager-000006
331,2023-10-18 00:28:45,Deliver card,Deliver card,,Manager-000005
331,2023-10-18 00:35:17,EVENT 13 END,EVENT 13 END,,
332,2023-10-17 23:35:58,Check for completeness,Check for completeness,,Clerk-000003
332,2023-10-17 23:35:58,New online application received,New online application received,,
332,2023-10-18 00:09:46,Perform checks,Perform checks,,Clerk-000002
332,2023-10-18 00:16:47,Make decision,Make decision,,Manager-000001
332,2023-10-18 00:20:28,notify reject,notify reject,,Manager-000003
332,2023-10-18 00:41:42,review request received,review request received,,
332,2023-10-18 00:41:52,Check for completeness,Check for completeness,,Clerk-000005
332,2023-10-18 00:45:55,Request info,Request info,,Manager-000004
332,2023-10-18 01:00:17,info received,info received,,
332,2023-10-18 01:00:27,Check for completeness,Check for completeness,,Clerk-000003
332,2023-10-18 01:23:37,Perform checks,Perform checks,,Clerk-000004
332,2023-10-18 01:36:17,Make decision,Make decision,,Manager-000003
332,2023-10-18 01:48:16,notify reject,notify reject,,Manager-000005
332,2023-10-18 02:21:11,time out,time out,,
332,2023-10-18 02:21:21,EVENT 13 END,EVENT 13 END,,
333,2023-10-18 01:06:03,Check for completeness,Check for completeness,,Clerk-000006
333,2023-10-18 01:06:03,New online application received,New online application received,,
333,2023-10-18 01:06:03,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
333,2023-10-18 01:07:11,Request info,Request info,,Manager-000006
333,2023-10-18 01:07:12,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000006
333,2023-10-18 01:07:12,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000006
333,2023-10-18 01:11:54,info received,info received,,
333,2023-10-18 01:11:55,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
333,2023-10-18 01:11:55,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
333,2023-10-18 01:12:04,Check for completeness,Check for completeness,,Clerk-000002
333,2023-10-18 01:12:05,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000002
333,2023-10-18 01:12:05,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000002
333,2023-10-18 01:35:42,Perform checks,Perform checks,,Clerk-000006
333,2023-10-18 01:35:42,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000006
333,2023-10-18 01:35:43,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000006
333,2023-10-18 01:36:40,Make decision,Make decision,,Manager-000002
333,2023-10-18 01:39:06,notify reject,notify reject,,Manager-000001
333,2023-10-18 01:39:06,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000001
333,2023-10-18 01:39:07,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000001
333,2023-10-18 01:42:12,time out,time out,,
333,2023-10-18 01:42:12,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
333,2023-10-18 01:42:12,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
333,2023-10-18 01:42:22,EVENT 13 END,EVENT 13 END,,
333,2023-10-18 01:42:22,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
333,2023-10-18 01:42:23,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
334,2023-10-18 01:21:28,Check for completeness,Check for completeness,,Clerk-000001
334,2023-10-18 01:21:28,New online application received,New online application received,,
334,2023-10-18 01:50:30,Perform checks,Perform checks,,Clerk-000003
334,2023-10-18 01:56:42,Make decision,Make decision,,Manager-000006
334,2023-10-18 02:02:39,notify reject,notify reject,,Manager-000002
334,2023-10-18 02:14:14,time out,time out,,
334,2023-10-18 02:14:24,EVENT 13 END,EVENT 13 END,,
335,2023-10-18 01:33:42,Check for completeness,Check for completeness,,Clerk-000005
335,2023-10-18 01:33:42,New online application received,New online application received,,
335,2023-10-18 01:55:51,Request info,Request info,,Manager-000004
335,2023-10-18 01:57:04,info received,info received,,
335,2023-10-18 01:57:14,Check for completeness,Check for completeness,,Clerk-000002
335,2023-10-18 02:08:38,Request info,Request info,,Manager-000001
335,2023-10-18 02:26:31,info received,info received,,
335,2023-10-18 02:26:41,Check for completeness,Check for completeness,,Clerk-000005
335,2023-10-18 02:33:13,Request info,Request info,,Manager-000004
335,2023-10-18 02:40:24,info received,info received,,
335,2023-10-18 02:40:34,Check for completeness,Check for completeness,,Clerk-000004
335,2023-10-18 02:42:53,Perform checks,Perform checks,,Clerk-000001
335,2023-10-18 02:50:51,Make decision,Make decision,,Manager-000005
335,2023-10-18 02:54:44,notify reject,notify reject,,Manager-000001
335,2023-10-18 03:05:21,review request received,review request received,,
335,2023-10-18 03:05:31,Check for completeness,Check for completeness,,Clerk-000003
335,2023-10-18 03:07:00,Request info,Request info,,Manager-000004
335,2023-10-18 03:08:54,info received,info received,,
335,2023-10-18 03:09:04,Check for completeness,Check for completeness,,Clerk-000005
335,2023-10-18 03:12:40,Perform checks,Perform checks,,Clerk-000006
335,2023-10-18 03:19:44,Make decision,Make decision,,Manager-000002
335,2023-10-18 03:24:30,notify reject,notify reject,,Manager-000004
335,2023-10-18 03:24:52,review request received,review request received,,
335,2023-10-18 03:25:02,Check for completeness,Check for completeness,,Clerk-000001
335,2023-10-18 03:36:23,Perform checks,Perform checks,,Clerk-000002
335,2023-10-18 03:40:42,Make decision,Make decision,,Manager-000006
335,2023-10-18 03:47:36,Notify accept,Notify accept,,Manager-000005
335,2023-10-18 03:49:11,Deliver card,Deliver card,,Manager-000001
335,2023-10-18 04:10:02,EVENT 13 END,EVENT 13 END,,
336,2023-10-18 02:09:18,Check for completeness,Check for completeness,,Clerk-000004
336,2023-10-18 02:09:18,New online application received,New online application received,,
336,2023-10-18 02:15:36,Perform checks,Perform checks,,Clerk-000006
336,2023-10-18 02:34:28,Make decision,Make decision,,Manager-000006
336,2023-10-18 02:46:56,Notify accept,Notify accept,,Manager-000002
336,2023-10-18 03:08:47,Deliver card,Deliver card,,Manager-000006
336,2023-10-18 03:13:55,EVENT 13 END,EVENT 13 END,,
337,2023-10-18 02:22:36,Check for completeness,Check for completeness,,Clerk-000001
337,2023-10-18 02:22:36,New online application received,New online application received,,
337,2023-10-18 02:27:20,Request info,Request info,,Manager-000003
337,2023-10-18 02:30:14,info received,info received,,
337,2023-10-18 02:30:24,Check for completeness,Check for completeness,,Clerk-000003
337,2023-10-18 02:30:57,Perform checks,Perform checks,,Clerk-000002
337,2023-10-18 02:56:13,Make decision,Make decision,,Manager-000003
337,2023-10-18 03:09:34,Notify accept,Notify accept,,Manager-000005
337,2023-10-18 03:16:45,Deliver card,Deliver card,,Manager-000001
337,2023-10-18 03:21:07,EVENT 13 END,EVENT 13 END,,
338,2023-10-18 03:24:58,Check for completeness,Check for completeness,,Clerk-000004
338,2023-10-18 03:24:58,New online application received,New online application received,,
338,2023-10-18 03:24:59,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000004
338,2023-10-18 03:29:19,Request info,Request info,,Manager-000003
338,2023-10-18 03:29:19,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000003
338,2023-10-18 03:29:20,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000003
338,2023-10-18 03:45:44,info received,info received,,
338,2023-10-18 03:45:44,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
338,2023-10-18 03:45:44,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
