Case,Timestamp,Activity,Resource,label,Activity_fixed
167,2023-10-09 16:08:42,Check for completeness,Clerk-000002,,Check for completeness
167,2023-10-09 16:24:27,Perform checks,Clerk-000005,,Perform checks
167,2023-10-09 16:24:31,Make decision,Manager-000006,,Make decision
167,2023-10-09 16:36:05,Notify accept,Manager-000003,,Notify accept
167,2023-10-09 16:39:56,Deliver card,Manager-000001,,Deliver card
167,2023-10-09 16:47:11,EVENT 13 END,,,EVENT 13 END
168,2023-10-09 15:49:18,Check for completeness,Clerk-000002,,Check for completeness
168,2023-10-09 15:49:18,New online application received,,,New online application received
168,2023-10-09 15:57:49,Perform checks,Clerk-000003,,Perform checks
168,2023-10-09 16:00:37,Make decision,Manager-000005,,Make decision
168,2023-10-09 16:04:16,notify reject,Manager-000003,,notify reject
168,2023-10-09 16:16:04,time out,,,time out
168,2023-10-09 16:16:14,EVENT 13 END,,,EVENT 13 END
169,2023-10-09 16:01:45,Check for completeness,Clerk-000005,,Check for completeness
169,2023-10-09 16:01:45,New online application received,,,New online application received
169,2023-10-09 16:05:19,Perform checks,Clerk-000006,,Perform checks
169,2023-10-09 16:09:57,Make decision,Manager-000002,,Make decision
169,2023-10-09 16:20:09,Notify accept,Manager-000001,,Notify accept
169,2023-10-09 16:20:11,Deliver card,Manager-000005,,Deliver card
169,2023-10-09 16:44:55,EVENT 13 END,,,EVENT 13 END
170,2023-10-09 16:18:43,Check for completeness,Clerk-000003,,Check for completeness
170,2023-10-09 16:18:43,New online application received,,,New online application received
170,2023-10-09 16:18:44,Make decision_signed1,Clerk-000003,collateral events(Make decision),Make decision_signed1
170,2023-10-09 16:38:02,Request info,Manager-000002,,Request info
170,2023-10-09 16:38:03,Make decision_signed1,Manager-000002,collateral events(Make decision),Make decision_signed1
170,2023-10-09 16:46:19,info received,,,info received
170,2023-10-09 16:46:19,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
170,2023-10-09 16:46:29,Check for completeness,Clerk-000004,,Check for completeness
170,2023-10-09 16:46:29,Make decision_signed1,Clerk-000004,collateral events(Make decision),Make decision_signed1
170,2023-10-09 16:51:39,Request info,Manager-000006,,Request info
170,2023-10-09 16:51:39,Make decision_signed1,Manager-000006,collateral events(Make decision),Make decision_signed1
170,2023-10-09 16:52:55,info received,,,info received
170,2023-10-09 16:52:55,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
170,2023-10-09 16:53:05,Check for completeness,Clerk-000006,,Check for completeness
170,2023-10-09 16:53:05,Make decision_signed1,Clerk-000006,collateral events(Make decision),Make decision_signed1
170,2023-10-09 16:58:04,Request info,Manager-000003,,Request info
170,2023-10-09 16:58:05,Make decision_signed1,Manager-000003,collateral events(Make decision),Make decision_signed1
170,2023-10-09 17:16:48,info received,,,info received
170,2023-10-09 17:16:48,Make decision_signed2,,collateral events(Make decision),Make decision_signed2
170,2023-10-09 17:16:58,Check for completeness,Clerk-000001,,Check for completeness
170,2023-10-09 17:16:58,Make decision_signed1,Clerk-000001,collateral events(Make decision),Make decision_signed1
170,2023-10-09 17:27:09,Request info,Manager-000005,,Request info
170,2023-10-09 17:27:09,Make decision_signed1,Manager-000005,collateral events(Make decision),Make decision_signed1
170,2023-10-09 17:34:30,info received,,,info received
170,2023-10-09 17:34:30,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
170,2023-10-09 17:34:40,Check for completeness,Clerk-000003,,Check for completeness
170,2023-10-09 17:34:40,Make decision_signed1,Clerk-000003,collateral events(Make decision),Make decision_signed1
170,2023-10-09 17:40:16,Perform checks,Clerk-000001,,Perform checks
170,2023-10-09 17:40:16,Make decision_signed1,Clerk-000001,collateral events(Make decision),Make decision_signed1
170,2023-10-09 17:41:11,Make decision,Manager-000002,,Make decision
170,2023-10-09 17:42:50,Notify accept,Manager-000003,,Notify accept
170,2023-10-09 17:42:50,Make decision_signed1,Manager-000003,collateral events(Make decision),Make decision_signed1
170,2023-10-09 17:45:01,Deliver card,Manager-000005,,Deliver card
170,2023-10-09 17:45:01,Make decision_signed1,Manager-000005,collateral events(Make decision),Make decision_signed1
170,2023-10-09 17:53:17,EVENT 13 END,,,EVENT 13 END
170,2023-10-09 17:53:17,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
171,2023-10-09 16:55:00,Check for completeness,Clerk-000005,,Check for completeness
171,2023-10-09 16:55:00,New online application received,,,New online application received
171,2023-10-09 16:55:01,Make decision_signed1,Clerk-000005,collateral events(Make decision),Make decision_signed1
171,2023-10-09 17:13:42,Request info,Manager-000002,,Request info
171,2023-10-09 17:13:43,Make decision_signed1,Manager-000002,collateral events(Make decision),Make decision_signed1
171,2023-10-09 17:15:15,info received,,,info received
171,2023-10-09 17:15:15,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
171,2023-10-09 17:15:25,Check for completeness,Clerk-000006,,Check for completeness
171,2023-10-09 17:15:26,Make decision_signed1,Clerk-000006,collateral events(Make decision),Make decision_signed1
171,2023-10-09 17:39:27,Perform checks,Clerk-000004,,Perform checks
171,2023-10-09 17:39:28,Make decision_signed1,Clerk-000004,collateral events(Make decision),Make decision_signed1
171,2023-10-09 17:45:06,Make decision,Manager-000002,,Make decision
171,2023-10-09 18:01:03,notify reject,Manager-000003,,notify reject
171,2023-10-09 18:01:04,Make decision_signed1,Manager-000003,collateral events(Make decision),Make decision_signed1
171,2023-10-09 18:04:36,time out,,,time out
171,2023-10-09 18:04:37,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
171,2023-10-09 18:04:46,EVENT 13 END,,,EVENT 13 END
171,2023-10-09 18:04:47,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
172,2023-10-09 17:09:40,Check for completeness,Clerk-000001,,Check for completeness
172,2023-10-09 17:09:40,New online application received,,,New online application received
172,2023-10-09 17:12:32,Request info,Manager-000005,,Request info
172,2023-10-09 17:14:32,info received,,,info received
172,2023-10-09 17:14:42,Check for completeness,Clerk-000003,,Check for completeness
172,2023-10-09 17:16:52,Request info,Manager-000001,,Request info
172,2023-10-09 17:23:42,info received,,,info received
172,2023-10-09 17:23:52,Check for completeness,Clerk-000005,,Check for completeness
172,2023-10-09 17:31:03,Perform checks,Clerk-000002,,Perform checks
172,2023-10-09 17:44:32,Make decision,Manager-000006,,Make decision
172,2023-10-09 17:55:54,Notify accept,Manager-000004,,Notify accept
172,2023-10-09 18:07:38,Deliver card,Manager-000005,,Deliver card
172,2023-10-09 18:22:45,EVENT 13 END,,,EVENT 13 END
173,2023-10-09 20:39:18,Check for completeness,Clerk-000005,,Check for completeness
173,2023-10-09 20:39:18,New online application received,,,New online application received
173,2023-10-09 20:39:19,Make decision_signed1,Clerk-000005,collateral events(Make decision),Make decision_signed1
173,2023-10-09 20:43:31,Request info,Manager-000006,,Request info
173,2023-10-09 20:43:31,Make decision_signed1,Manager-000006,collateral events(Make decision),Make decision_signed1
173,2023-10-09 20:43:46,info received,,,info received
173,2023-10-09 20:43:46,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
173,2023-10-09 20:43:56,Check for completeness,Clerk-000006,,Check for completeness
173,2023-10-09 20:43:56,Make decision_signed1,Clerk-000006,collateral events(Make decision),Make decision_signed1
173,2023-10-09 20:59:47,Request info,Manager-000002,,Request info
173,2023-10-09 20:59:47,Make decision_signed1,Manager-000002,collateral events(Make decision),Make decision_signed1
173,2023-10-09 21:08:07,info received,,,info received
173,2023-10-09 21:08:07,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
173,2023-10-09 21:08:17,Check for completeness,Clerk-000003,,Check for completeness
173,2023-10-09 21:08:17,Make decision_signed1,Clerk-000003,collateral events(Make decision),Make decision_signed1
173,2023-10-09 21:49:37,Perform checks,Clerk-000002,,Perform checks
173,2023-10-09 21:49:37,Make decision_signed1,Clerk-000002,collateral events(Make decision),Make decision_signed1
173,2023-10-09 21:52:00,Make decision,Manager-000003,,Make decision
173,2023-10-09 21:54:17,Notify accept,Manager-000004,,Notify accept
173,2023-10-09 21:54:17,Make decision_signed1,Manager-000004,collateral events(Make decision),Make decision_signed1
173,2023-10-09 22:10:35,Deliver card,Manager-000005,,Deliver card
173,2023-10-09 22:10:36,Make decision_signed1,Manager-000005,collateral events(Make decision),Make decision_signed1
173,2023-10-09 22:11:47,EVENT 13 END,,,EVENT 13 END
173,2023-10-09 22:11:48,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
174,2023-10-09 21:27:23,Check for completeness,Clerk-000001,,Check for completeness
174,2023-10-09 21:27:23,New online application received,,,New online application received
174,2023-10-09 21:27:23,Make decision_signed1,Clerk-000001,collateral events(Make decision),Make decision_signed1
174,2023-10-09 21:43:43,Request info,Manager-000001,,Request info
174,2023-10-09 21:43:43,Make decision_signed1,Manager-000001,collateral events(Make decision),Make decision_signed1
174,2023-10-09 21:57:09,info received,,,info received
174,2023-10-09 21:57:09,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
174,2023-10-09 21:57:19,Check for completeness,Clerk-000004,,Check for completeness
174,2023-10-09 21:57:19,Make decision_signed1,Clerk-000004,collateral events(Make decision),Make decision_signed1
174,2023-10-09 22:18:08,Request info,Manager-000006,,Request info
174,2023-10-09 22:18:08,Make decision_signed1,Manager-000006,collateral events(Make decision),Make decision_signed1
174,2023-10-09 22:19:47,info received,,,info received
174,2023-10-09 22:19:48,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
174,2023-10-09 22:19:57,Check for completeness,Clerk-000005,,Check for completeness
174,2023-10-09 22:19:58,Make decision_signed1,Clerk-000005,collateral events(Make decision),Make decision_signed1
174,2023-10-09 22:25:49,Request info,Manager-000002,,Request info
174,2023-10-09 22:25:49,Make decision_signed1,Manager-000002,collateral events(Make decision),Make decision_signed1
174,2023-10-09 22:25:53,info received,,,info received
174,2023-10-09 22:25:53,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
174,2023-10-09 22:26:03,Check for completeness,Clerk-000006,,Check for completeness
174,2023-10-09 22:26:04,Make decision_signed1,Clerk-000006,collateral events(Make decision),Make decision_signed1
174,2023-10-09 22:37:12,Perform checks,Clerk-000003,,Perform checks
174,2023-10-09 22:37:13,Make decision_signed1,Clerk-000003,collateral events(Make decision),Make decision_signed1
174,2023-10-09 22:49:19,Make decision,Manager-000001,,Make decision
174,2023-10-09 22:51:28,notify reject,Manager-000004,,notify reject
174,2023-10-09 22:51:29,Make decision_signed1,Manager-000004,collateral events(Make decision),Make decision_signed1
174,2023-10-09 22:55:53,time out,,,time out
174,2023-10-09 22:55:53,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
174,2023-10-09 22:56:03,EVENT 13 END,,,EVENT 13 END
174,2023-10-09 22:56:03,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
175,2023-10-09 22:35:39,Check for completeness,Clerk-000001,,Check for completeness
175,2023-10-09 22:35:39,New online application received,,,New online application received
175,2023-10-09 22:36:34,Request info,Manager-000003,,Request info
175,2023-10-09 23:26:01,info received,,,info received
175,2023-10-09 23:26:11,Check for completeness,Clerk-000004,,Check for completeness
175,2023-10-09 23:31:12,Request info,Manager-000006,,Request info
175,2023-10-09 23:36:50,info received,,,info received
175,2023-10-09 23:37:00,Check for completeness,Clerk-000001,,Check for completeness
175,2023-10-09 23:41:23,Request info,Manager-000002,,Request info
175,2023-10-09 23:48:20,info received,,,info received
175,2023-10-09 23:48:30,Check for completeness,Clerk-000006,,Check for completeness
175,2023-10-09 23:56:40,Request info,Manager-000001,,Request info
175,2023-10-10 00:06:21,info received,,,info received
175,2023-10-10 00:06:31,Check for completeness,Clerk-000003,,Check for completeness
175,2023-10-10 00:09:33,Request info,Manager-000004,,Request info
175,2023-10-10 00:20:58,info received,,,info received
175,2023-10-10 00:21:08,Check for completeness,Clerk-000002,,Check for completeness
175,2023-10-10 00:27:26,Perform checks,Clerk-000001,,Perform checks
175,2023-10-10 00:39:35,Make decision,Manager-000002,,Make decision
175,2023-10-10 00:43:55,Notify accept,Manager-000001,,Notify accept
175,2023-10-10 00:44:43,Deliver card,Manager-000004,,Deliver card
175,2023-10-10 00:45:31,EVENT 13 END,,,EVENT 13 END
176,2023-10-09 22:59:25,Check for completeness,Clerk-000002,,Check for completeness
176,2023-10-09 22:59:25,New online application received,,,New online application received
176,2023-10-09 23:19:03,Request info,Manager-000005,,Request info
176,2023-10-09 23:35:47,info received,,,info received
176,2023-10-09 23:35:57,Check for completeness,Clerk-000005,,Check for completeness
176,2023-10-10 00:24:32,Request info,Manager-000003,,Request info
176,2023-10-10 00:31:32,info received,,,info received
176,2023-10-10 00:31:42,Check for completeness,Clerk-000006,,Check for completeness
176,2023-10-10 00:31:58,Request info,Manager-000005,,Request info
176,2023-10-10 00:42:18,info received,,,info received
176,2023-10-10 00:42:28,Check for completeness,Clerk-000005,,Check for completeness
176,2023-10-10 00:45:04,Perform checks,Clerk-000006,,Perform checks
176,2023-10-10 01:00:20,Make decision,Manager-000005,,Make decision
176,2023-10-10 01:21:19,Notify accept,Manager-000004,,Notify accept
176,2023-10-10 01:31:34,Deliver card,Manager-000003,,Deliver card
176,2023-10-10 01:35:22,EVENT 13 END,,,EVENT 13 END
