Case,Activity,Timestamp,Activity_fixed,label,Resource
9935064,read publication date field,2014-09-09 07:00:07,read publication date field,,560950
9935064,register objection and appeal periods,2014-09-09 07:00:08,register objection and appeal periods,,560950
9935064,stop all running subcases 2b,2014-09-09 07:00:09,stop all running subcases 2b,,560950
9935064,close case,2014-09-18 07:00:47,close case,,560872
9935064,phase archived case,2014-09-18 07:00:48,phase archived case,,560872
9935064,phase case handled,2014-09-18 07:00:49,phase case handled,,560872
10053042,register submission date request,2014-04-14 07:00:41,register submission date request,,9264148
10053042,OLO messaging active,2014-04-17 07:00:43,OLO messaging active,,9264148
10053042,create procedure confirmation,2014-04-17 07:00:44,enter senddate procedure confirmation,,9264148
10053042,create publication document,2014-04-17 07:00:45,create publication document,,9264148
10053042,create subcases completeness,2014-04-17 07:00:46,treat subcases content,,9264148
10053042,forward to the competent authority,2014-04-17 07:00:47,forward to the competent authority,,9264148
10053042,phase application received,2014-04-17 07:00:48,phase application received,,9264148
10053042,registration date publication,2014-04-17 07:00:49,registration date publication,,9264148
10053042,regular procedure without MER,2014-04-17 07:00:50,regular procedure without MER,,9264148
10053042,send confirmation receipt,2014-04-17 07:00:51,send confirmation receipt,,9264148
10053042,send confirmation receipt,2014-04-17 07:00:52,send confirmation receipt,,9264148
10053042,start WABOprocedure,2014-04-17 07:00:53,start WABOprocedure,,9264148
10053042,create letter requesting missing data,2014-05-26 07:00:05,create letter requesting missing data,,2670601
10053042,phase asked additional information,2014-05-26 07:00:06,receive additional information,,2670601
10053042,procedure change,2014-05-26 07:00:07,procedure change,,2670601
10053042,request complete,2014-05-26 07:00:08,request complete,,2670601
10053042,retrieve missing data,2014-05-26 07:00:09,retrieve missing data,,2670601
10053042,term for supplying missing data,2014-05-26 07:00:10,term for supplying missing data,,2670601
10053042,phase additional information received,2014-06-23 07:00:01,receive additional information,,2670601
10053042,receive additional information,2014-06-23 07:00:02,receive additional information,,2670601
10053042,MER present in supplement,2014-06-24 07:00:28,MER present in supplement,,2670601
10053042,article 34  WABO applies,2014-06-24 07:00:29,article 34  WABO applies,,2670601
10053042,ask stakeholders views,2014-06-24 07:00:30,ask stakeholders views,,2670601
10053042,assessment of content completed,2014-06-24 07:00:31,assessment of content completed,,2670601
10053042,by law,2014-06-24 07:00:32,by law,,2670601
10053042,completed subcases content,2014-06-24 07:00:33,treat subcases content,,2670601
10053042,coordination of application,2014-06-24 07:00:34,coordination of application,,2670601
10053042,creating environmental permit decision,2014-06-24 07:00:35,enter senddate decision environmental permit,,2670601
10053042,decision date prior to decision,2014-06-24 07:00:36,decision date prior to decision,,2670601
10053042,generating decision environmental permit,2014-06-24 07:00:37,enter senddate decision environmental permit,,2670601
10053042,grounds for refusal,2014-06-24 07:00:38,grounds for refusal,,2670601
10053042,phase advice known,2014-06-24 07:00:39,phase advice known,,2670601
10053042,phase application receptive,2014-06-24 07:00:40,phase application received,,2670601
10053042,procedure change,2014-06-24 07:00:41,procedure change,,2670601
10053042,procedure change after completeness,2014-06-24 07:00:42,procedure change after completeness,,2670601
10053042,request complete,2014-06-24 07:00:43,request complete,,2670601
10053042,send confirmation receipt additional data,2014-06-24 07:00:44,send confirmation receipt,,2670601
10053042,send letter in progress,2014-06-24 07:00:45,send letter in progress,,2670601
10053042,set decision status,2014-06-24 07:00:46,set decision status,,2670601
10053042,suspension ground applicable,2014-06-24 07:00:47,suspension ground applicable,,2670601
10053042,treat subcases content,2014-06-24 07:00:48,treat subcases content,,2670601
10053042,phase decision ready,2014-06-30 07:00:37,phase decision sent,,2670601
10053042,submit decision,2014-06-30 07:00:38,submit decision,,2670601
10053042,enter senddate decision,2014-07-01 07:00:03,enter senddate decision,,560912
10053042,enter senddate decision environmental permit,2014-07-01 07:00:04,enter senddate decision environmental permit,,560912
10053042,phase decision sent,2014-07-01 07:00:05,phase decision sent,,560912
10053042,phase decision taken,2014-07-01 07:00:06,phase decision sent,,560912
10053042,register objection and appeal periods,2014-07-01 07:00:07,register objection and appeal periods,,560912
10053042,transcript decision environmental permit to stakeholders,2014-07-01 07:00:08,transcript decision environmental permit to stakeholders,,560912
10053042,enter senddate decision environmental permit,2014-07-03 07:00:29,enter senddate decision environmental permit,,560912
10053042,record date of decision environmental permit,2014-07-03 07:00:30,enter senddate decision environmental permit,,560912
10053042,set decision phase decision permitting decided,2014-07-03 07:00:31,phase decision sent,,560912
10053042,start decision phase decision permitting sent,2014-07-03 07:00:32,phase decision sent,,560912
10083315,register submission date request,2014-04-17 07:00:54,register submission date request,,560872
10083315,OLO messaging active,2014-04-25 07:00:20,OLO messaging active,,560872
10083315,create procedure confirmation,2014-04-25 07:00:21,enter senddate procedure confirmation,,560872
10083315,create publication document,2014-04-25 07:00:22,create publication document,,560872
10083315,create subcases completeness,2014-04-25 07:00:23,treat subcases content,,560872
10083315,forward to the competent authority,2014-04-25 07:00:24,forward to the competent authority,,560872
10083315,phase application received,2014-04-25 07:00:25,phase application received,,560872
10083315,registration date publication,2014-04-25 07:00:26,registration date publication,,560872
10083315,regular procedure without MER,2014-04-25 07:00:27,regular procedure without MER,,560872
10083315,send confirmation receipt,2014-04-25 07:00:28,send confirmation receipt,,560872
10083315,send confirmation receipt,2014-04-25 07:00:29,send confirmation receipt,,560872
10083315,start WABOprocedure,2014-04-25 07:00:30,start WABOprocedure,,560872
10083315,create letter requesting missing data,2014-05-26 07:00:11,create letter requesting missing data,,2670601
10083315,phase asked additional information,2014-05-26 07:00:12,receive additional information,,2670601
10083315,procedure change,2014-05-26 07:00:13,procedure change,,2670601
10083315,request complete,2014-05-26 07:00:14,request complete,,2670601
10083315,retrieve missing data,2014-05-26 07:00:15,retrieve missing data,,2670601
10083315,term for supplying missing data,2014-05-26 07:00:16,term for supplying missing data,,2670601
10083315,enter senddate retrieve missing data,2014-05-27 07:00:54,retrieve missing data,,2670601
10083315,MER present in supplement,2014-07-04 07:00:27,MER present in supplement,,2670601
10083315,enter receipt of additional data,2014-07-04 07:00:28,enter receipt of additional data,,2670601
10083315,phase additional information received,2014-07-04 07:00:29,receive additional information,,2670601
10083315,receive additional information,2014-07-04 07:00:30,receive additional information,,2670601
10083315,send confirmation receipt additional data,2014-07-04 07:00:31,send confirmation receipt,,2670601
10083315,article 34  WABO applies,2014-07-07 07:01:09,article 34  WABO applies,,2670601
10083315,ask stakeholders views,2014-07-07 07:01:10,ask stakeholders views,,2670601
10083315,assessment of content completed,2014-07-07 07:01:11,assessment of content completed,,2670601
10083315,by law,2014-07-07 07:01:12,by law,,2670601
10083315,completed subcases content,2014-07-07 07:01:13,treat subcases content,,2670601
10083315,coordination of application,2014-07-07 07:01:14,coordination of application,,2670601
10083315,creating environmental permit decision,2014-07-07 07:01:15,enter senddate decision environmental permit,,2670601
10083315,decision date prior to decision,2014-07-07 07:01:16,decision date prior to decision,,2670601
10083315,generating decision environmental permit,2014-07-07 07:01:17,enter senddate decision environmental permit,,2670601
10083315,grounds for refusal,2014-07-07 07:01:18,grounds for refusal,,2670601
10083315,phase advice known,2014-07-07 07:01:19,phase advice known,,2670601
10083315,phase application receptive,2014-07-07 07:01:20,phase application received,,2670601
10083315,phase decision ready,2014-07-07 07:01:21,phase decision sent,,2670601
10083315,procedure change,2014-07-07 07:01:22,procedure change,,2670601
10083315,procedure change after completeness,2014-07-07 07:01:23,procedure change after completeness,,2670601
10083315,request complete,2014-07-07 07:01:24,request complete,,2670601
10083315,send letter in progress,2014-07-07 07:01:25,send letter in progress,,2670601
10083315,set decision status,2014-07-07 07:01:26,set decision status,,2670601
10083315,submit decision,2014-07-07 07:01:27,submit decision,,2670601
10083315,suspension ground applicable,2014-07-07 07:01:28,suspension ground applicable,,2670601
10083315,create monitoring case,2014-07-11 07:00:17,create monitoring case,,560890
10083315,creating cover letter decision,2014-07-11 07:00:18,creating cover letter decision,,560890
10083315,enter senddate decision,2014-07-11 07:00:19,enter senddate decision,,560890
10083315,enter senddate decision environmental permit,2014-07-11 07:00:20,enter senddate decision environmental permit,,560890
10083315,phase decision sent,2014-07-11 07:00:21,phase decision sent,,560890
10083315,phase decision taken,2014-07-11 07:00:22,phase decision sent,,560890
10083315,register objection and appeal periods,2014-07-11 07:00:23,register objection and appeal periods,,560890
10083315,transcript decision environmental permit to stakeholders,2014-07-11 07:00:24,transcript decision environmental permit to stakeholders,,560890
10083315,enter senddate decision environmental permit,2014-07-17 07:00:08,enter senddate decision environmental permit,,560890
