Case,Activity,Timestamp,Resource,Event,label,original_activity,isdistorted,BaseActivity,ProcessedActivity,canonical_activity,is_distorted,Activity_fixed
10295206,phase decision sent,2014-05-15 07:01:06,560872,666,,phase decision sent,0,phase decision sen,phase decision sen,phase decision sen,0,phase decision sen
10295206,phase decision taken,2014-05-15 07:01:07,560872,667,,phase decision taken,0,phase decision taken,phase decision taken,phase decision sen,1,phase decision sen
10295206,procedure change,2014-05-15 07:01:08,560872,651,,procedure change,0,procedure chang,procedure chang,procedure chang,0,procedure chang
10295206,register objection and appeal periods,2014-05-15 07:01:09,560872,660,,register objection and appeal periods,0,register objection and appeal p,register objection and appeal p,register objection and appeal p,0,register objection and appeal p
10295206,request complete,2014-05-15 07:01:10,560872,662,,request complete,0,request compl,request compl,request compl,0,request compl
10295206,send letter in progress,2014-05-15 07:01:11,560872,649,,send letter in progress,0,send letter in prog,send letter in prog,send letter in prog,0,send letter in prog
10295206,set decision status,2014-05-15 07:01:12,560872,673,,set decision status,0,set decision statu,set decision statu,set decision statu,0,set decision statu
10295206,submit decision,2014-05-15 07:01:13,560872,659,,submit decision,0,submit decision,submit decision,submit decision,0,submit decision
10295206,suspension ground applicable,2014-05-15 07:01:14,560872,655,,suspension ground applicable,0,suspension ground applicabl,suspension ground applicabl,suspension ground applicabl,0,suspension ground applicabl
10295206,transcript decision environmental permit to stakeholders,2014-05-15 07:01:15,560872,672,,transcript decision environmental permit to stakeholders,0,transcript decision environmental permit to stakehol,transcript decision environmental permit to stakehol,transcript decision environmental permit to stakehol,0,transcript decision environmental permit to stakehol
10295206,record date of decision environmental permit,2014-05-20 07:00:57,560872,674,,record date of decision environmental permit,0,record date of decision environmental perm,record date of decision environmental perm,enter senddate decision environmental perm,1,enter senddate decision environmental perm
10295206,set decision phase decision permitting decided,2014-05-20 07:00:58,560872,675,,set decision phase decision permitting decided,0,set decision phase decision permitting dec,set decision phase decision permitting dec,phase decision sen,1,phase decision sen
10295206,enter senddate decision environmental permit,2014-05-26 07:00:24,560872,676,,enter senddate decision environmental permit,0,enter senddate decision environmental perm,enter senddate decision environmental perm,enter senddate decision environmental perm,0,enter senddate decision environmental perm
10295206,register deadline,2014-07-10 07:00:08,560872,678,,register deadline,0,register deadlin,register deadlin,register deadlin,0,register deadlin
10295206,set phase: phase permitting irrevocable,2014-07-10 07:00:09,560872,677,,set phase: phase permitting irrevocable,0,set phase: phase permitting irrevocabl,set phase phase permitting irrevocabl,set phase: phase permitting irrevocabl,0,set phase: phase permitting irrevocabl
10295206,start decision phase decision permitting sent,2014-07-11 07:00:25,560872,679,,start decision phase decision permitting sent,0,start decision phase decision permitting sen,start decision phase decision permitting sen,phase decision sen,1,phase decision sen
10295206,close case,2014-07-31 07:00:02,560872,686,,close case,0,close ca,close ca,close ca,0,close ca
10295206,objection lodged against decision,2014-07-31 07:00:03,560872,680,,objection lodged against decision,0,objection lodged against decision,objection lodged against decision,objection lodged against decision,0,objection lodged against decision
10295206,phase archived case,2014-07-31 07:00:04,560872,682,,phase archived case,0,phase archived ca,phase archived ca,phase archived ca,0,phase archived ca
10295206,phase case handled,2014-07-31 07:00:05,560872,683,,phase case handled,0,phase case handl,phase case handl,phase case handl,0,phase case handl
10295206,read publication date field,2014-07-31 07:00:07,560872,684,,read publication date field,0,read publication date fiel,read publication date fiel,read publication date fiel,0,read publication date fiel
10295206,read publication date field,2014-07-31 07:00:08,560872,687,,read publication date field,0,read publication date fiel,read publication date fiel,read publication date fiel,0,read publication date fiel
10295206,stop all running subcases 2b,2014-07-31 07:00:09,560872,685,,stop all running subcases 2b,0,stop all running subcases 2b,stop all running subcases 2b,stop all running subcases 2b,0,stop all running subcases 2b
10432793,register submission date request,2014-05-19 07:01:06,9264148,955,,register submission date request,0,register submission date requ,register submission date requ,register submission date requ,0,register submission date requ
10432793,OLO messaging active,2014-05-22 07:01:24,9264148,956,,OLO messaging active,0,OLO messaging activ,olo messaging activ,OLO messaging activ,0,OLO messaging activ
10432793,create procedure confirmation,2014-05-22 07:01:25,9264148,960,,create procedure confirmation,0,create procedure confirmation,create procedure confirmation,enter senddate procedure confirmation,1,enter senddate procedure confirmation
10432793,create publication document,2014-05-22 07:01:26,9264148,963,,create publication document,0,create publication documen,create publication documen,create publication documen,0,create publication documen
10432793,create subcases completeness,2014-05-22 07:01:27,9264148,962,,create subcases completeness,0,create subcases completen,create subcases completen,treat subcases conten,1,treat subcases conten
10432793,forward to the competent authority,2014-05-22 07:01:28,9264148,958,,forward to the competent authority,0,forward to the competent authority,forward to the competent authority,forward to the competent authority,0,forward to the competent authority
10432793,phase application received,2014-05-22 07:01:29,9264148,964,,phase application received,0,phase application receiv,phase application receiv,phase application receiv,0,phase application receiv
10432793,publish,2014-05-22 07:01:30,9264148,961,,publish,0,publish,publish,publish,0,publish
10432793,registration date publication,2014-05-22 07:01:31,9264148,966,,registration date publication,0,registration date publication,registration date publication,registration date publication,0,registration date publication
10432793,regular procedure without MER,2014-05-22 07:01:32,9264148,959,,regular procedure without MER,0,regular procedure without MER,regular procedure without mer,regular procedure without MER,0,regular procedure without MER
10432793,send confirmation receipt,2014-05-22 07:01:33,9264148,957,,send confirmation receipt,0,send confirmation receip,send confirmation receip,send confirmation receip,0,send confirmation receip
10432793,send confirmation receipt,2014-05-22 07:01:34,9264148,967,,send confirmation receipt,0,send confirmation receip,send confirmation receip,send confirmation receip,0,send confirmation receip
