Case,Activity,Timestamp,Resource,Event,label,Activity_fixed
5042955,request complete,2012-05-29 23:56:57,3273854,30258,,request complete
5042955,send confirmation receipt_signed1,2012-05-29 23:56:57,3273854,30258,collateral events(send confirmation receipt),send confirmation receipt_signed1
5042955,procedure change after completeness,2012-05-29 23:56:58,3273854,30260,,procedure change after completeness
5042955,send letter in progress,2012-05-29 23:56:59,3273854,30261,,send letter in progress
5042955,send confirmation receipt_signed1,2012-05-29 23:56:59,3273854,30261,collateral events(send confirmation receipt),send confirmation receipt_signed1
5042955,completed subcases content,2012-05-29 23:57:00,3273854,30263,,completed subcases content
5042955,treat subcases content,2012-05-29 23:57:01,3273854,30262,,treat subcases content
5042955,send confirmation receipt_signed2,2012-05-29 23:57:01,3273854,30263,collateral events(send confirmation receipt),send confirmation receipt_signed2
5042955,article 34  WABO applies,2012-05-29 23:57:02,3273854,30265,,article 34  WABO applies
5042955,procedure change,2012-05-29 23:57:03,3273854,30264,,procedure change
5042955,send confirmation receipt_signed1,2012-05-29 23:57:03,3273854,30264,collateral events(send confirmation receipt),send confirmation receipt_signed1
5042955,assessment of content completed,2012-05-29 23:57:04,3273854,30267,,assessment of content completed
5042955,phase advice known,2012-05-29 23:57:05,3273854,30266,,phase advice known
5042955,send confirmation receipt_signed1,2012-05-29 23:57:05,3273854,30266,collateral events(send confirmation receipt),send confirmation receipt_signed1
5042955,ask stakeholders views,2012-05-29 23:57:06,3273854,30269,,ask stakeholders views
5042955,grounds for refusal,2012-05-29 23:57:07,3273854,30268,,grounds for refusal
5042955,send confirmation receipt_signed1,2012-05-29 23:57:07,3273854,30268,collateral events(send confirmation receipt),send confirmation receipt_signed1
5042955,suspension ground applicable,2012-05-29 23:57:08,3273854,30270,,suspension ground applicable
5042955,by law,2012-05-29 23:57:09,3273854,30271,,by law
5042955,send confirmation receipt_signed2,2012-05-29 23:57:09,3273854,30270,collateral events(send confirmation receipt),send confirmation receipt_signed2
5042955,creating environmental permit decision,2012-05-29 23:57:10,3273854,30272,,creating environmental permit decision
5042955,enter senddate decision environmental permit,2012-06-04 17:08:50,560890,30279,,enter senddate decision environmental permit
5042955,send confirmation receipt_signed1,2012-06-04 17:08:50,560890,30279,collateral events(send confirmation receipt),send confirmation receipt_signed1
5042955,phase decision sent,2012-06-04 17:08:51,560890,30281,,phase decision sent
5042955,enter senddate decision environmental permit,2012-06-07 07:00:07,560890,30284,,enter senddate decision environmental permit
5042955,send confirmation receipt_signed1,2012-06-07 07:00:07,560890,30284,collateral events(send confirmation receipt),send confirmation receipt_signed1
5042955,record date of decision environmental permit,2012-06-07 07:00:08,560890,30283,,record date of decision environmental permit
5044673,register submission date request,2012-05-14 07:00:03,560912,30286,,register submission date request
5044673,phase application received,2012-05-21 21:31:34,560912,30289,,phase application received
5044673,terminate on request,2012-05-21 21:31:35,560912,30288,,terminate on request
5044673,send confirmation receipt,2012-05-21 21:31:36,560912,30290,,send confirmation receipt
5044673,send confirmation receipt,2012-05-21 21:32:56,560912,30292,,send confirmation receipt
5044673,start WABOprocedure,2012-05-21 21:33:00,560912,30295,,start WABOprocedure
5044673,enter senddate procedure confirmation,2012-05-21 21:33:01,560912,30296,,enter senddate procedure confirmation
5044673,send procedure confirmation,2012-05-21 21:33:02,560912,30297,,send procedure confirmation
5044673,request complete,2012-06-11 22:59:02,3273854,30305,,request complete
5044673,procedure change after completeness,2012-06-11 22:59:03,3273854,30307,,procedure change after completeness
5044673,send letter in progress,2012-06-11 22:59:04,3273854,30308,,send letter in progress
5044673,treat subcases content,2012-06-11 22:59:05,3273854,30309,,treat subcases content
5044673,completed subcases content,2012-06-11 22:59:06,3273854,30310,,completed subcases content
5044673,phase advice known,2012-06-11 22:59:12,3273854,30314,,phase advice known
5044673,grounds for refusal,2012-06-11 22:59:14,3273854,30315,,grounds for refusal
5044673,by law,2012-06-11 22:59:15,3273854,30318,,by law
5044673,suspension ground applicable,2012-06-11 22:59:16,3273854,30317,,suspension ground applicable
5044673,creating environmental permit decision,2012-06-11 22:59:17,3273854,30319,,creating environmental permit decision
5044673,submit decision,2012-06-12 18:04:36,560890,30322,,submit decision
5044673,transcript decision environmental permit to stakeholders,2012-06-12 18:05:36,560890,30327,,transcript decision environmental permit to stakeholders
5044673,enter senddate decision environmental permit,2012-06-12 18:05:39,560890,30330,,enter senddate decision environmental permit
5044673,phase decision sent,2012-06-12 18:05:40,560890,30328,,phase decision sent
5044673,date decision for inspection,2012-06-21 07:00:02,560890,30332,,date decision for inspection
5051625,terminate on request,2012-05-22 21:15:28,560925,30335,,terminate on request
5051625,send confirmation receipt_signed1,2012-05-22 21:15:29,560925,30335,collateral events(send confirmation receipt),send confirmation receipt_signed1
5051625,send confirmation receipt,2012-05-22 21:19:11,560925,30338,,send confirmation receipt
5051625,start WABOprocedure,2012-05-22 21:19:16,560925,30342,,start WABOprocedure
5051625,send confirmation receipt_signed1,2012-05-22 21:19:16,560925,30342,collateral events(send confirmation receipt),send confirmation receipt_signed1
5051625,enter senddate procedure confirmation,2012-05-22 21:19:17,560925,30344,,enter senddate procedure confirmation
5051625,send procedure confirmation,2012-05-22 21:19:18,560925,30343,,send procedure confirmation
5051625,send confirmation receipt_signed2,2012-05-22 21:19:18,560925,30344,collateral events(send confirmation receipt),send confirmation receipt_signed2
5051625,request complete,2012-06-01 19:11:34,3273854,30350,,request complete
5051625,send confirmation receipt_signed1,2012-06-01 19:11:34,3273854,30350,collateral events(send confirmation receipt),send confirmation receipt_signed1
5051625,procedure change after completeness,2012-06-01 19:11:35,3273854,30352,,procedure change after completeness
5051625,send letter in progress,2012-06-01 19:11:36,3273854,30353,,send letter in progress
5051625,send confirmation receipt_signed1,2012-06-01 19:11:36,3273854,30353,collateral events(send confirmation receipt),send confirmation receipt_signed1
5051625,treat subcases content,2012-06-01 19:11:37,3273854,30354,,treat subcases content
5051625,completed subcases content,2012-06-01 19:11:38,3273854,30355,,completed subcases content
5051625,send confirmation receipt_signed1,2012-06-01 19:11:38,3273854,30355,collateral events(send confirmation receipt),send confirmation receipt_signed1
5051625,grounds for refusal,2012-06-01 19:11:42,3273854,30358,,grounds for refusal
5051625,send confirmation receipt_signed1,2012-06-01 19:11:42,3273854,30358,collateral events(send confirmation receipt),send confirmation receipt_signed1
5051625,phase advice known,2012-06-01 19:11:43,3273854,30359,,phase advice known
5051625,ask stakeholders views,2012-06-01 19:11:44,3273854,30361,,ask stakeholders views
5051625,send confirmation receipt_signed1,2012-06-01 19:11:44,3273854,30361,collateral events(send confirmation receipt),send confirmation receipt_signed1
5051625,by law,2012-06-01 19:11:45,3273854,30363,,by law
5051625,suspension ground applicable,2012-06-01 19:11:46,3273854,30362,,suspension ground applicable
5051625,send confirmation receipt_signed1,2012-06-01 19:11:46,3273854,30362,collateral events(send confirmation receipt),send confirmation receipt_signed1
5051625,creating environmental permit decision,2012-06-01 19:11:47,3273854,30364,,creating environmental permit decision
5051625,register number of days extension period,2012-06-19 21:03:12,2670601,30367,,register number of days extension period
5051625,send confirmation receipt_signed1,2012-06-19 21:03:12,2670601,30367,collateral events(send confirmation receipt),send confirmation receipt_signed1
5051625,enter senddate decision procedure term extension,2012-06-20 07:00:01,2670601,30372,,enter senddate decision procedure term extension
5051625,send confirmation receipt_signed1,2012-06-20 07:00:01,2670601,30372,collateral events(send confirmation receipt),send confirmation receipt_signed1
5051625,phase procedure extended,2012-06-20 20:59:02,2670601,30374,,phase procedure extended
5051625,send confirmation receipt_signed1,2012-06-20 20:59:02,2670601,30374,collateral events(send confirmation receipt),send confirmation receipt_signed1
5051625,copy decision to extend procedure to stakeholders,2012-06-20 20:59:03,2670601,30376,,copy decision to extend procedure to stakeholders
5051625,enter senddate decision procedure term extension,2012-06-20 20:59:04,2670601,30377,,enter senddate decision procedure term extension
5051625,send confirmation receipt_signed2,2012-06-20 20:59:04,2670601,30376,collateral events(send confirmation receipt),send confirmation receipt_signed2
5051625,enter senddate procedure term extension,2012-06-20 20:59:05,2670601,30378,,enter senddate procedure term extension
5051625,send confirmation receipt_signed2,2012-06-20 20:59:06,2670601,30378,collateral events(send confirmation receipt),send confirmation receipt_signed2
5051625,record date of decision environmental permit,2012-07-06 07:00:01,560890,30383,,record date of decision environmental permit
5051625,send confirmation receipt_signed1,2012-07-06 07:00:01,560890,30383,collateral events(send confirmation receipt),send confirmation receipt_signed1
5051625,enter senddate decision environmental permit,2012-07-06 16:24:29,560890,30389,,enter senddate decision environmental permit
5051625,send confirmation receipt_signed1,2012-07-06 16:24:29,560890,30389,collateral events(send confirmation receipt),send confirmation receipt_signed1
5051625,phase decision sent,2012-07-06 16:24:30,560890,30388,,phase decision sent
5051625,date decision for inspection,2012-07-12 07:00:03,560890,30392,,date decision for inspection
5051625,send confirmation receipt_signed1,2012-07-12 07:00:03,560890,30392,collateral events(send confirmation receipt),send confirmation receipt_signed1
5061832,register submission date request,2012-05-18 07:00:02,560912,30393,,register submission date request
5061832,phase application received,2012-05-24 17:45:16,560912,30396,,phase application received
