Case,Timestamp,Resource,Activity,Activity_fixed,ishomonymous,label
1384,2023-12-19 07:49:22,,New online application received,New online application received,0,
1384,2023-12-19 07:52:20,Clerk-000002,Perform checks,Perform checks,0,
1384,2023-12-19 07:56:32,Manager-000002,Make decision,Make decision,0,
1384,2023-12-19 08:02:40,Manager-000004,notify reject,notify reject,0,
1384,2023-12-19 08:05:51,,time out,time out,0,
1384,2023-12-19 08:06:01,,EVENT 13 END,EVENT 13 END,0,
1385,2023-12-19 08:02:49,Clerk-000003,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1385,2023-12-19 08:02:49,,New online application received,New online application received,0,
1385,2023-12-19 08:03:11,Clerk-000006,Check:homonymous,Check,1,homonymous Label(Activity:'Perform checks')
1385,2023-12-19 08:05:23,Manager-000006,Make decision,Make decision,0,
1385,2023-12-19 08:23:43,Manager-000005,Notify accept,Notify accept,0,
1385,2023-12-19 09:07:14,Manager-000006,Deliver card,Deliver card,0,
1385,2023-12-19 09:07:18,,EVENT 13 END,EVENT 13 END,0,
1386,2023-12-19 08:30:03,Clerk-000001,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1386,2023-12-19 08:30:03,,New online application received,New online application received,0,
1386,2023-12-19 08:32:56,Manager-000001,Request info,Request info,0,
1386,2023-12-19 08:36:49,,info received,info received,0,
1386,2023-12-19 08:36:59,Clerk-000004,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1386,2023-12-19 08:37:31,Clerk-000005,Check:homonymous,Check,1,homonymous Label(Activity:'Perform checks')
1386,2023-12-19 08:41:07,Manager-000003,Make decision,Make decision,0,
1386,2023-12-19 08:48:52,Manager-000002,Notify accept,Notify accept,0,
1386,2023-12-19 08:49:54,Manager-000004,Deliver card,Deliver card,0,
1386,2023-12-19 08:54:56,,EVENT 13 END,EVENT 13 END,0,
1387,2023-12-19 09:27:06,Clerk-000002,Check for completeness,Check for completeness,0,
1387,2023-12-19 09:27:06,,New online application received,New online application received,0,
1387,2023-12-19 09:44:48,Manager-000001,Request info,Request info,0,
1387,2023-12-19 09:56:43,,info received,info received,0,
1387,2023-12-19 09:56:53,Clerk-000003,Check for completeness,Check for completeness,0,
1387,2023-12-19 10:01:24,Manager-000003,Request info,Request info,0,
1387,2023-12-19 10:13:06,,info received,info received,0,
1387,2023-12-19 10:13:16,Clerk-000006,Check for completeness,Check for completeness,0,
1387,2023-12-19 10:17:02,Clerk-000001,Perform checks,Perform checks,0,
1387,2023-12-19 10:29:00,Manager-000002,Make decision,Make decision,0,
1387,2023-12-19 10:32:02,Manager-000004,notify reject,notify reject,0,
1387,2023-12-19 11:06:45,,time out,time out,0,
1387,2023-12-19 11:06:55,,EVENT 13 END,EVENT 13 END,0,
1388,2023-12-19 10:27:49,Clerk-000004,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1388,2023-12-19 10:27:49,,New online application received,New online application received,0,
1388,2023-12-19 10:28:39,Clerk-000005,Check:homonymous,Check,1,homonymous Label(Activity:'Perform checks')
1388,2023-12-19 10:32:46,Manager-000005,Make decision,Make decision,0,
1388,2023-12-19 10:33:53,Manager-000006,notify reject,notify reject,0,
1388,2023-12-19 10:44:45,,review request received,review request received,0,
1388,2023-12-19 10:44:55,Clerk-000002,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1388,2023-12-19 10:52:24,Clerk-000003,Check:homonymous,Check,1,homonymous Label(Activity:'Perform checks')
1388,2023-12-19 10:53:06,Manager-000001,Make decision,Make decision,0,
1388,2023-12-19 11:09:19,Manager-000003,Notify accept,Notify accept,0,
1388,2023-12-19 11:20:25,Manager-000002,Deliver card,Deliver card,0,
1388,2023-12-19 11:42:30,,EVENT 13 END,EVENT 13 END,0,
1389,2023-12-19 11:46:19,Clerk-000006,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1389,2023-12-19 11:46:19,,New online application received,New online application received,0,
1389,2023-12-19 12:00:28,Manager-000005,Request info,Request info,0,
1389,2023-12-19 12:05:47,,info received,info received,0,
1389,2023-12-19 12:05:57,Clerk-000001,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1389,2023-12-19 12:19:56,Clerk-000005,Check:homonymous,Check,1,homonymous Label(Activity:'Perform checks')
1389,2023-12-19 12:20:20,Manager-000004,Make decision,Make decision,0,
1389,2023-12-19 12:23:41,Manager-000001,Notify accept,Notify accept,0,
1389,2023-12-19 13:00:39,Manager-000003,Deliver card,Deliver card,0,
1389,2023-12-19 13:12:07,,EVENT 13 END,EVENT 13 END,0,
1390,2023-12-19 12:05:24,Clerk-000004,Check for completeness,Check for completeness,0,
1390,2023-12-19 12:05:24,,New online application received,New online application received,0,
1390,2023-12-19 12:14:14,Manager-000006,Request info,Request info,0,
1390,2023-12-19 12:25:43,,info received,info received,0,
1390,2023-12-19 12:25:53,Clerk-000002,Check for completeness,Check for completeness,0,
1390,2023-12-19 12:46:40,Clerk-000003,Perform checks,Perform checks,0,
1390,2023-12-19 13:35:25,Manager-000004,Make decision,Make decision,0,
1390,2023-12-19 13:42:33,Manager-000006,notify reject,notify reject,0,
1390,2023-12-19 13:47:45,,review request received,review request received,0,
1390,2023-12-19 13:47:55,Clerk-000004,Check for completeness,Check for completeness,0,
1390,2023-12-19 14:01:46,Clerk-000001,Perform checks,Perform checks,0,
1390,2023-12-19 14:33:12,Manager-000006,Make decision,Make decision,0,
1390,2023-12-19 14:36:01,Manager-000004,Notify accept,Notify accept,0,
1390,2023-12-19 14:46:32,Manager-000002,Deliver card,Deliver card,0,
1390,2023-12-19 14:51:27,,EVENT 13 END,EVENT 13 END,0,
1391,2023-12-19 13:01:03,Clerk-000006,Check for completeness,Check for completeness,0,
1391,2023-12-19 13:01:03,,New online application received,New online application received,0,
1391,2023-12-19 13:29:06,Manager-000002,Request info,Request info,0,
1391,2023-12-19 13:40:29,,info received,info received,0,
1391,2023-12-19 13:40:39,Clerk-000005,Check for completeness,Check for completeness,0,
1391,2023-12-19 13:46:15,Manager-000001,Request info,Request info,0,
1391,2023-12-19 13:49:54,,info received,info received,0,
1391,2023-12-19 13:50:04,Clerk-000001,Check for completeness,Check for completeness,0,
1391,2023-12-19 13:52:21,Manager-000002,Request info,Request info,0,
1391,2023-12-19 13:53:01,,info received,info received,0,
1391,2023-12-19 13:53:11,Clerk-000005,Check for completeness,Check for completeness,0,
1391,2023-12-19 13:54:03,Clerk-000002,Perform checks,Perform checks,0,
1391,2023-12-19 13:56:19,Manager-000004,Make decision,Make decision,0,
1391,2023-12-19 14:16:54,Manager-000001,Notify accept,Notify accept,0,
1391,2023-12-19 14:28:09,Manager-000003,Deliver card,Deliver card,0,
1391,2023-12-19 14:33:51,,EVENT 13 END,EVENT 13 END,0,
1392,2023-12-19 13:07:14,Clerk-000004,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1392,2023-12-19 13:07:14,,New online application received,New online application received,0,
1392,2023-12-19 13:14:11,Clerk-000001,Check:homonymous,Check,1,homonymous Label(Activity:'Perform checks')
1392,2023-12-19 13:33:44,Manager-000005,Make decision,Make decision,0,
1392,2023-12-19 13:49:37,Manager-000003,notify reject,notify reject,0,
1392,2023-12-19 14:04:39,,time out,time out,0,
1392,2023-12-19 14:04:49,,EVENT 13 END,EVENT 13 END,0,
1393,2023-12-19 13:43:21,Clerk-000002,Check for completeness,Check for completeness,0,
1393,2023-12-19 13:43:21,,New online application received,New online application received,0,
1393,2023-12-19 13:48:02,Clerk-000006,Perform checks,Perform checks,0,
1393,2023-12-19 13:59:21,Manager-000006,Make decision,Make decision,0,
1393,2023-12-19 14:11:33,Manager-000005,Notify accept,Notify accept,0,
1393,2023-12-19 14:43:45,Manager-000006,Deliver card,Deliver card,0,
1393,2023-12-19 14:45:05,,EVENT 13 END,EVENT 13 END,0,
1394,2023-12-19 13:51:18,Clerk-000003,Check for completeness,Check for completeness,0,
1394,2023-12-19 13:51:18,,New online application received,New online application received,0,
1394,2023-12-19 14:01:49,Clerk-000005,Perform checks,Perform checks,0,
1394,2023-12-19 14:27:39,Manager-000002,Make decision,Make decision,0,
1394,2023-12-19 14:39:03,Manager-000001,Notify accept,Notify accept,0,
1394,2023-12-19 14:40:50,Manager-000003,Deliver card,Deliver card,0,
1394,2023-12-19 14:42:17,,EVENT 13 END,EVENT 13 END,0,
1395,2023-12-19 14:04:33,Clerk-000002,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1395,2023-12-19 14:04:33,,New online application received,New online application received,0,
1395,2023-12-19 14:11:11,Clerk-000006,Check:homonymous,Check,1,homonymous Label(Activity:'Perform checks')
1395,2023-12-19 14:46:39,Manager-000001,Make decision,Make decision,0,
1395,2023-12-19 14:52:25,Manager-000003,Notify accept,Notify accept,0,
1395,2023-12-19 14:52:47,Manager-000005,Deliver card,Deliver card,0,
1395,2023-12-19 15:09:20,,EVENT 13 END,EVENT 13 END,0,
1396,2023-12-19 15:00:08,Clerk-000004,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1396,2023-12-19 15:00:08,,New online application received,New online application received,0,
1396,2023-12-19 15:02:21,Clerk-000003,Check:homonymous,Check,1,homonymous Label(Activity:'Perform checks')
1396,2023-12-19 15:28:32,Manager-000006,Make decision,Make decision,0,
1396,2023-12-19 15:47:01,Manager-000004,notify reject,notify reject,0,
1396,2023-12-19 16:00:23,,time out,time out,0,
1396,2023-12-19 16:00:33,,EVENT 13 END,EVENT 13 END,0,
1397,2023-12-19 16:08:49,Clerk-000002,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1397,2023-12-19 16:08:49,,New online application received,New online application received,0,
1397,2023-12-19 16:15:06,Clerk-000005,Check:homonymous,Check,1,homonymous Label(Activity:'Perform checks')
1397,2023-12-19 16:17:35,Manager-000002,Make decision,Make decision,0,
1397,2023-12-19 16:18:55,Manager-000001,notify reject,notify reject,0,
1397,2023-12-19 16:42:32,,review request received,review request received,0,
1397,2023-12-19 16:42:42,Clerk-000001,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1397,2023-12-19 16:52:02,Clerk-000006,Check:homonymous,Check,1,homonymous Label(Activity:'Perform checks')
1397,2023-12-19 16:52:18,Manager-000003,Make decision,Make decision,0,
1397,2023-12-19 16:55:58,Manager-000005,Notify accept,Notify accept,0,
1397,2023-12-19 17:13:42,Manager-000006,Deliver card,Deliver card,0,
1397,2023-12-19 17:14:59,,EVENT 13 END,EVENT 13 END,0,
1398,2023-12-19 18:34:51,Clerk-000004,Check for completeness,Check for completeness,0,
1398,2023-12-19 18:34:51,,New online application received,New online application received,0,
1398,2023-12-19 18:36:32,Manager-000004,Request info,Request info,0,
1398,2023-12-19 18:37:22,,info received,info received,0,
1398,2023-12-19 18:37:32,Clerk-000003,Check for completeness,Check for completeness,0,
1398,2023-12-19 19:09:04,Manager-000002,Request info,Request info,0,
1398,2023-12-19 19:09:11,,info received,info received,0,
1398,2023-12-19 19:09:21,Clerk-000005,Check for completeness,Check for completeness,0,
1398,2023-12-19 19:11:34,Clerk-000001,Perform checks,Perform checks,0,
1398,2023-12-19 19:14:03,Manager-000001,Make decision,Make decision,0,
1398,2023-12-19 19:17:56,Manager-000003,Notify accept,Notify accept,0,
1398,2023-12-19 19:18:21,Manager-000005,Deliver card,Deliver card,0,
1398,2023-12-19 19:26:57,,EVENT 13 END,EVENT 13 END,0,
1399,2023-12-19 19:06:14,Clerk-000002,Check for completeness,Check for completeness,0,
1399,2023-12-19 19:06:14,,New online application received,New online application received,0,
1399,2023-12-19 19:15:04,Clerk-000006,Perform checks,Perform checks,0,
1399,2023-12-19 19:58:19,Manager-000006,Make decision,Make decision,0,
1399,2023-12-19 20:01:35,Manager-000004,Notify accept,Notify accept,0,
1399,2023-12-19 20:07:59,Manager-000002,Deliver card,Deliver card,0,
1399,2023-12-19 20:27:50,,EVENT 13 END,EVENT 13 END,0,
1400,2023-12-19 20:29:34,Clerk-000004,Check for completeness,Check for completeness,0,
1400,2023-12-19 20:29:34,,New online application received,New online application received,0,
1400,2023-12-19 20:31:05,Clerk-000003,Perform checks,Perform checks,0,
1400,2023-12-19 20:33:57,Manager-000001,Make decision,Make decision,0,
1400,2023-12-19 21:00:14,Manager-000004,Notify accept,Notify accept,0,
1400,2023-12-19 21:03:15,Manager-000002,Deliver card,Deliver card,0,
1400,2023-12-19 21:08:00,,EVENT 13 END,EVENT 13 END,0,
1401,2023-12-19 20:36:27,Clerk-000005,Check for completeness,Check for completeness,0,
1401,2023-12-19 20:36:27,,New online application received,New online application received,0,
1401,2023-12-19 20:39:34,Clerk-000001,Perform checks,Perform checks,0,
1401,2023-12-19 20:53:32,Manager-000003,Make decision,Make decision,0,
1401,2023-12-19 20:54:57,Manager-000005,notify reject,notify reject,0,
1401,2023-12-19 21:16:22,,time out,time out,0,
1401,2023-12-19 21:16:32,,EVENT 13 END,EVENT 13 END,0,
1402,2023-12-19 20:52:22,Clerk-000002,Check for completeness,Check for completeness,0,
1402,2023-12-19 20:52:22,,New online application received,New online application received,0,
1402,2023-12-19 21:05:18,Manager-000003,Request info,Request info,0,
1402,2023-12-19 21:19:10,,info received,info received,0,
1402,2023-12-19 21:19:20,Clerk-000004,Check for completeness,Check for completeness,0,
1402,2023-12-19 21:24:05,Clerk-000002,Perform checks,Perform checks,0,
1402,2023-12-19 21:27:00,Manager-000006,Make decision,Make decision,0,
1402,2023-12-19 21:28:10,Manager-000005,notify reject,notify reject,0,
1402,2023-12-19 21:28:28,,review request received,review request received,0,
1402,2023-12-19 21:28:38,Clerk-000006,Check for completeness,Check for completeness,0,
1402,2023-12-19 21:32:31,Clerk-000005,Perform checks,Perform checks,0,
1402,2023-12-19 21:34:48,Manager-000003,Make decision,Make decision,0,
1402,2023-12-19 22:05:44,Manager-000004,notify reject,notify reject,0,
1402,2023-12-19 22:14:19,,time out,time out,0,
1402,2023-12-19 22:14:29,,EVENT 13 END,EVENT 13 END,0,
1403,2023-12-19 20:53:50,Clerk-000006,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1403,2023-12-19 20:53:50,,New online application received,New online application received,0,
1403,2023-12-19 21:11:08,Manager-000001,Request info,Request info,0,
1403,2023-12-19 21:17:26,,info received,info received,0,
1403,2023-12-19 21:17:36,Clerk-000005,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1403,2023-12-19 21:20:10,Manager-000004,Request info,Request info,0,
1403,2023-12-19 21:29:00,,info received,info received,0,
1403,2023-12-19 21:29:10,Clerk-000003,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1403,2023-12-19 21:30:26,Manager-000001,Request info,Request info,0,
1403,2023-12-19 21:35:15,,info received,info received,0,
1403,2023-12-19 21:35:25,Clerk-000004,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1403,2023-12-19 21:46:40,Clerk-000002,Check:homonymous,Check,1,homonymous Label(Activity:'Perform checks')
1403,2023-12-19 21:47:03,Manager-000005,Make decision,Make decision,0,
1403,2023-12-19 21:55:02,Manager-000004,Notify accept,Notify accept,0,
1403,2023-12-19 22:02:30,Manager-000001,Deliver card,Deliver card,0,
1403,2023-12-19 22:07:29,,EVENT 13 END,EVENT 13 END,0,
1404,2023-12-19 20:56:01,Clerk-000004,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1404,2023-12-19 20:56:01,,New online application received,New online application received,0,
1404,2023-12-19 20:58:40,Manager-000006,Request info,Request info,0,
1404,2023-12-19 21:10:07,,info received,info received,0,
1404,2023-12-19 21:10:17,Clerk-000003,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1404,2023-12-19 21:18:33,Clerk-000001,Check:homonymous,Check,1,homonymous Label(Activity:'Perform checks')
1404,2023-12-19 21:24:17,Manager-000002,Make decision,Make decision,0,
1404,2023-12-19 21:35:25,Manager-000006,notify reject,notify reject,0,
1404,2023-12-19 22:03:06,,review request received,review request received,0,
1404,2023-12-19 22:03:16,Clerk-000003,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1404,2023-12-19 22:05:12,Manager-000005,Request info,Request info,0,
1404,2023-12-19 22:07:52,,info received,info received,0,
1404,2023-12-19 22:08:02,Clerk-000006,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
1404,2023-12-19 22:37:50,Manager-000004,Request info,Request info,0,
