Case,Timestamp,Resource,Activity,Activity_fixed,label
2435,2024-08-29 22:55:07,Cook-000002,Signal food complete,Signal food complete,nan
2435,2024-08-29 23:24:35,Waiter-000005,Deliver to customer,Deliver to customer,nan
2435,2024-08-29 23:25:41,,EVENT 8 END,EVENT 8 END,nan
2436,2024-08-20 19:00:00,Waiter-000005,Take order,Take order,nan
2436,2024-08-20 19:00:00,,start,start,nan
2436,2024-08-20 19:01:20,Waiter-000001,Review order,Review order,nan
2436,2024-08-20 19:01:40,Barman-000003,prepare drinks,prepare drinks,nan
2436,2024-08-20 19:04:26,Barman-000001,Bring drinks,Bring drinks,nan
2436,2024-08-20 19:08:13,Waiter-000002,Review drinks,Review drinks,nan
2436,2024-08-23 23:07:40,Cook-000003,Prepare main course,Prepare main course,nan
2436,2024-08-29 22:28:23,Cook-000003,Signal food complete,Signal food complete,nan
2436,2024-08-29 22:42:59,Cook helper-000001,Bring food,Bring food,nan
2436,2024-08-29 22:43:50,Waiter-000005,Deliver to customer,Deliver to customer,nan
2436,2024-08-29 22:44:17,,EVENT 8 END,EVENT 8 END,nan
2437,2024-08-20 19:15:00,Waiter-000005,Take order,Take order,nan
2437,2024-08-20 19:15:00,,start,start,nan
2437,2024-08-20 19:21:04,Waiter-000001,Review order,Review order,nan
2437,2024-08-20 19:22:25,Cook helper-000001,Prepare starter,Prepare starter,nan
2437,2024-08-20 19:22:25,Barman-000002,prepare drinks,prepare drinks,nan
2437,2024-08-20 19:27:39,Barman-000003,Bring drinks,Bring drinks,nan
2437,2024-08-20 19:28:43,Waiter-000003,Review drinks,Review drinks,nan
2437,2024-08-20 19:29:53,Barman-000001,prepare drinks,prepare drinks,nan
2437,2024-08-20 19:30:17,Barman-000002,Bring drinks,Bring drinks,nan
2437,2024-08-20 19:36:39,Waiter-000004,Review drinks,Review drinks,nan
2437,2024-08-23 23:20:41,Cook-000001,Prepare main course,Prepare main course,nan
2437,2024-08-29 23:05:25,Cook-000001,Signal food complete,Signal food complete,nan
2437,2024-08-30 00:07:37,Cook helper-000002,Bring food,Bring food,nan
2437,2024-08-30 00:08:16,Waiter-000003,Deliver to customer,Deliver to customer,nan
2439,2024-08-20 19:45:00,Waiter-000003,Take order,Take order,nan
2439,2024-08-20 19:45:00,,start,start,nan
2439,2024-08-20 19:45:32,Waiter-000002,Review order,Review order,nan
2439,2024-08-20 19:45:33,Cook helper-000003,Prepare starter,Prepare starter,nan
2439,2024-08-20 19:45:33,Barman-000001,prepare drinks,prepare drinks,nan
2439,2024-08-20 19:46:46,Barman-000002,Bring drinks,Bring drinks,nan
2439,2024-08-20 19:50:17,Waiter-000001,Review drinks,Review drinks,nan
2439,2024-08-24 00:23:28,Cook helper-000001,Bring food,Bring food,nan
2439,2024-08-24 00:23:54,Waiter-000004,Deliver to customer,Deliver to customer,nan
2439,2024-08-24 00:31:35,,EVENT 8 END,EVENT 8 END,nan
244,2024-05-15 23:00:00,Waiter-000005,Take order,Take order,nan
244,2024-05-15 23:00:00,,start,start,nan
244,2024-05-15 23:02:31,Waiter-000004,Review order,Review order,nan
244,2024-05-15 23:02:49,Barman-000001,prepare drinks,prepare drinks,nan
244,2024-05-15 23:06:26,Barman-000003,Bring drinks,Bring drinks,nan
244,2024-05-15 23:11:22,Waiter-000002,Review drinks,Review drinks,nan
244,2024-05-16 00:52:08,Cook-000001,Prepare main course,Prepare main course,nan
244,2024-05-16 18:27:33,Cook-000001,Signal food complete,Signal food complete,nan
244,2024-05-16 18:27:57,Cook helper-000002,Bring food,Bring food,nan
244,2024-05-16 18:28:11,Waiter-000003,Deliver to customer,Deliver to customer,nan
244,2024-05-16 18:30:07,,EVENT 8 END,EVENT 8 END,nan
2444,2024-08-20 21:00:00,Waiter-000002,Take order,Take order,nan
2444,2024-08-20 21:00:00,,start,start,nan
2444,2024-08-20 21:01:39,Waiter-000005,Review order,Review order,nan
2444,2024-08-20 21:02:29,Barman-000003,prepare drinks,prepare drinks,nan
2444,2024-08-20 21:09:04,Barman-000002,Bring drinks,Bring drinks,nan
2444,2024-08-20 21:12:14,Waiter-000004,Review drinks,Review drinks,nan
2444,2024-08-20 21:12:48,Barman-000003,prepare drinks,prepare drinks,nan
2444,2024-08-20 21:14:00,Barman-000001,Bring drinks,Bring drinks,nan
2444,2024-08-20 21:15:16,Waiter-000005,Review drinks,Review drinks,nan
2444,2024-08-24 01:28:20,Cook-000001,Prepare main course,Prepare main course,nan
2444,2024-08-30 18:24:01,Cook-000003,Signal food complete,Signal food complete,nan
2444,2024-08-30 18:25:28,Cook helper-000002,Bring food,Bring food,nan
2444,2024-08-30 18:38:34,Waiter-000003,Deliver to customer,Deliver to customer,nan
2444,2024-08-30 18:39:17,,EVENT 8 END,EVENT 8 END,nan
2445,2024-08-20 21:15:00,Waiter-000003,Take order,Take order,nan
2445,2024-08-20 21:15:00,,start,start,nan
2445,2024-08-20 21:15:06,Waiter-000002,Review order,Review order,nan
2445,2024-08-20 21:16:22,Cook helper-000002,Prepare starter,Prepare starter,nan
2445,2024-08-20 21:22:31,Barman-000003,Bring drinks,Bring drinks,nan
2445,2024-08-20 21:30:33,Waiter-000004,Review drinks,Review drinks,nan
2445,2024-08-24 01:43:44,Cook-000002,Prepare main course,Prepare main course,nan
2445,2024-08-30 18:42:25,Cook-000002,Signal food complete,Signal food complete,nan
2445,2024-08-30 19:46:41,Cook helper-000001,Bring food,Bring food,nan
2445,2024-08-30 20:00:26,Waiter-000003,Deliver to customer,Deliver to customer,nan
2445,2024-08-30 20:00:38,,EVENT 8 END,EVENT 8 END,nan
2447,2024-08-20 21:45:00,Waiter-000002,Take order,Take order,nan
2447,2024-08-20 21:45:00,,start,start,nan
2447,2024-08-20 21:48:58,Waiter-000001,Review order,Review order,nan
2447,2024-08-20 21:49:56,Cook helper-000003,Prepare starter,Prepare starter,nan
2447,2024-08-20 21:49:56,Barman-000002,prepare drinks,prepare drinks,nan
2447,2024-08-20 21:50:30,Barman-000003,Bring drinks,Bring drinks,nan
2447,2024-08-20 21:52:08,Waiter-000004,Review drinks,Review drinks,nan
2447,2024-08-26 18:13:57,Cook-000002,Prepare main course,Prepare main course,nan
2447,2024-08-30 20:03:55,Cook-000003,Signal food complete,Signal food complete,nan
2447,2024-08-30 20:27:39,Cook helper-000003,Bring food,Bring food,nan
2447,2024-08-30 20:30:18,Waiter-000002,Deliver to customer,Deliver to customer,nan
2447,2024-08-30 20:36:14,,EVENT 8 END,EVENT 8 END,nan
2448,2024-08-20 22:00:00,Waiter-000005,Take order,Take order,nan
2448,2024-08-20 22:00:00,,start,start,nan
2448,2024-08-20 22:00:07,Waiter-000002,Review order,Review order,nan
2448,2024-08-20 22:00:21,Barman-000001,prepare drinks,prepare drinks,nan
2448,2024-08-20 22:04:55,Barman-000003,Bring drinks,Bring drinks,nan
2448,2024-08-20 22:07:24,Waiter-000001,Review drinks,Review drinks,nan
2448,2024-08-20 22:07:57,Barman-000002,prepare drinks,prepare drinks,nan
2448,2024-08-20 22:22:10,Barman-000003,Bring drinks,Bring drinks,nan
2448,2024-08-20 22:23:29,Waiter-000002,Review drinks,Review drinks,nan
2448,2024-08-26 18:19:47,Cook-000001,Prepare main course,Prepare main course,nan
2448,2024-08-30 20:03:55,Cook helper-000002,Bring food,Bring food,nan
2448,2024-08-30 20:05:50,Waiter-000003,Deliver to customer,Deliver to customer,nan
2448,2024-08-30 20:09:58,,EVENT 8 END,EVENT 8 END,nan
2450,2024-08-20 22:30:00,Waiter-000004,Take order,Take order,nan
2450,2024-08-20 22:30:00,,start,start,nan
2450,2024-08-20 22:32:01,Waiter-000003,Review order,Review order,nan
2450,2024-08-20 22:32:58,Barman-000002,prepare drinks,prepare drinks,nan
2450,2024-08-20 22:34:02,Barman-000003,Bring drinks,Bring drinks,nan
2450,2024-08-20 22:34:13,Waiter-000005,Review drinks,Review drinks,nan
2450,2024-08-26 18:40:30,Cook-000003,Prepare main course,Prepare main course,nan
2450,2024-08-30 20:07:47,Cook-000001,Signal food complete,Signal food complete,nan
2450,2024-08-30 20:21:37,Cook helper-000001,Bring food,Bring food,nan
2450,2024-08-30 20:23:02,Waiter-000005,Deliver to customer,Deliver to customer,nan
2450,2024-08-30 20:24:26,,EVENT 8 END,EVENT 8 END,nan
2452,2024-08-20 23:00:00,Waiter-000004,Take order,Take order,nan
2452,2024-08-20 23:00:00,,start,start,nan
2452,2024-08-20 23:00:10,Waiter-000001,Review order,Review order,nan
2452,2024-08-20 23:00:38,Cook helper-000002,Prepare starter,Prepare starter,nan
2452,2024-08-20 23:00:38,Barman-000001,prepare drinks,prepare drinks,nan
2452,2024-08-20 23:05:42,Barman-000002,Bring drinks,Bring drinks,nan
2452,2024-08-20 23:06:56,Waiter-000005,Review drinks,Review drinks,nan
2452,2024-08-26 19:06:19,Cook-000001,Prepare main course,Prepare main course,nan
2452,2024-08-30 20:39:41,Cook helper-000002,Bring food,Bring food,nan
2452,2024-08-30 20:46:56,Waiter-000002,Deliver to customer,Deliver to customer,nan
2452,2024-08-30 20:48:34,,EVENT 8 END,EVENT 8 END,nan
2454,2024-08-20 23:30:00,Waiter-000002,Take order,Take order,nan
2454,2024-08-20 23:30:00,,start,start,nan
2454,2024-08-20 23:30:22,Waiter-000004,Review order,Review order,nan
2454,2024-08-20 23:30:27,Barman-000003,prepare drinks,prepare drinks,nan
2454,2024-08-20 23:32:38,Barman-000001,Bring drinks,Bring drinks,nan
2454,2024-08-20 23:44:49,Waiter-000005,Review drinks,Review drinks,nan
2454,2024-08-20 23:44:54,Barman-000002,prepare drinks,prepare drinks,nan
2454,2024-08-20 23:47:29,Barman-000003,Bring drinks,Bring drinks,nan
2454,2024-08-20 23:55:47,Waiter-000003,Review drinks,Review drinks,nan
2454,2024-08-20 23:56:04,Barman-000001,prepare drinks,prepare drinks,nan
2454,2024-08-20 23:58:27,Barman-000003,Bring drinks,Bring drinks,nan
2454,2024-08-21 00:00:13,Waiter-000002,Review drinks,Review drinks,nan
2454,2024-08-21 00:00:55,Barman-000001,prepare drinks,prepare drinks,nan
2454,2024-08-21 00:11:21,Barman-000001,Bring drinks,Bring drinks,nan
2454,2024-08-21 00:14:02,Waiter-000004,Review drinks,Review drinks,nan
2454,2024-08-26 20:48:49,Cook-000001,Prepare main course,Prepare main course,nan
2454,2024-08-30 21:35:26,Cook-000002,Signal food complete,Signal food complete,nan
2454,2024-08-30 21:51:35,Cook helper-000002,Bring food,Bring food,nan
2454,2024-08-30 21:52:12,Waiter-000004,Deliver to customer,Deliver to customer,nan
2454,2024-08-30 21:55:06,,EVENT 8 END,EVENT 8 END,nan
2463,2024-08-21 01:45:00,Waiter-000004,Take order,Take order,nan
2463,2024-08-21 01:45:00,,start,start,nan
2463,2024-08-21 01:45:16,Waiter-000005,Review order,Review order,nan
2463,2024-08-21 01:46:40,Barman-000001,Bring drinks,Bring drinks,nan
2463,2024-08-21 01:48:26,Waiter-000003,Review drinks,Review drinks,nan
2463,2024-08-21 01:49:15,Barman-000002,prepare drinks,prepare drinks,nan
2463,2024-08-21 01:56:03,Barman-000003,Bring drinks,Bring drinks,nan
2463,2024-08-21 01:59:13,Waiter-000002,Review drinks,Review drinks,nan
2463,2024-08-27 00:46:04,Cook-000003,Prepare main course,Prepare main course,nan
2463,2024-08-31 00:03:03,Cook-000001,Signal food complete,Signal food complete,nan
2463,2024-08-31 00:48:11,Cook helper-000002,Bring food,Bring food,nan
2463,2024-08-31 00:50:53,Waiter-000005,Deliver to customer,Deliver to customer,nan
2463,2024-08-31 00:52:23,,EVENT 8 END,EVENT 8 END,nan
2469,2024-08-21 19:15:00,Waiter-000002,Take order,Take order,nan
2469,2024-08-21 19:15:00,,start,start,nan
2469,2024-08-21 19:18:02,Waiter-000001,Review order,Review order,nan
2469,2024-08-21 19:18:22,Barman-000002,prepare drinks,prepare drinks,nan
2469,2024-08-21 19:31:46,Barman-000003,Bring drinks,Bring drinks,nan
2469,2024-08-21 19:43:23,Barman-000001,prepare drinks,prepare drinks,nan
2469,2024-08-21 19:49:15,Waiter-000005,Review drinks,Review drinks,nan
2469,2024-08-27 01:55:51,Cook-000003,Prepare main course,Prepare main course,nan
2469,2024-09-02 18:47:40,Cook-000003,Signal food complete,Signal food complete,nan
2469,2024-09-02 18:57:31,Cook helper-000001,Bring food,Bring food,nan
2469,2024-09-02 18:59:09,Waiter-000005,Deliver to customer,Deliver to customer,nan
2469,2024-09-02 19:02:10,,EVENT 8 END,EVENT 8 END,nan
247,2024-05-15 23:45:00,,start,start,nan
247,2024-05-15 23:45:03,Waiter-000003,Review order,Review order,nan
247,2024-05-15 23:47:37,Barman-000001,Bring drinks,Bring drinks,nan
247,2024-05-15 23:50:51,Waiter-000004,Review drinks,Review drinks,nan
247,2024-05-16 01:20:47,Cook-000003,Prepare main course,Prepare main course,nan
247,2024-05-16 18:51:20,Cook-000001,Signal food complete,Signal food complete,nan
247,2024-05-16 19:17:46,Waiter-000003,Deliver to customer,Deliver to customer,nan
247,2024-05-16 19:18:12,,EVENT 8 END,EVENT 8 END,nan
2470,2024-08-21 19:30:00,Waiter-000004,Take order,Take order,nan
2470,2024-08-21 19:30:00,,start,start,nan
2470,2024-08-21 19:30:25,Waiter-000005,Review order,Review order,nan
2470,2024-08-21 19:30:43,Barman-000001,prepare drinks,prepare drinks,nan
2470,2024-08-21 19:39:14,Barman-000002,Bring drinks,Bring drinks,nan
2470,2024-08-21 19:41:34,Waiter-000003,Review drinks,Review drinks,nan
2470,2024-08-27 18:15:11,Cook-000002,Prepare main course,Prepare main course,nan
2470,2024-09-02 18:56:20,Cook-000002,Signal food complete,Signal food complete,nan
2470,2024-09-02 18:57:57,Cook helper-000002,Bring food,Bring food,nan
2470,2024-09-02 19:09:50,Waiter-000004,Deliver to customer,Deliver to customer,nan
2471,2024-08-21 19:45:00,Waiter-000001,Take order,Take order,nan
2471,2024-08-21 19:45:00,,start,start,nan
2471,2024-08-21 19:45:05,Waiter-000004,Review order,Review order,nan
2471,2024-08-21 19:45:24,Barman-000003,prepare drinks,prepare drinks,nan
2471,2024-08-21 19:45:35,Barman-000001,Bring drinks,Bring drinks,nan
2471,2024-08-21 19:52:45,Waiter-000002,Review drinks,Review drinks,nan
2471,2024-09-02 19:18:37,Cook-000003,Signal food complete,Signal food complete,nan
2471,2024-09-02 20:05:06,Cook helper-000003,Bring food,Bring food,nan
2471,2024-09-02 20:05:21,Waiter-000002,Deliver to customer,Deliver to customer,nan
2471,2024-09-02 20:05:31,,EVENT 8 END,EVENT 8 END,nan
2474,2024-08-21 20:30:00,Waiter-000002,Take order,Take order,nan
2474,2024-08-21 20:30:00,,start,start,nan
2474,2024-08-21 20:30:33,Waiter-000005,Review order,Review order,nan
2474,2024-08-21 20:32:17,Barman-000001,Bring drinks,Bring drinks,nan
2474,2024-08-21 20:48:39,Waiter-000002,Review drinks,Review drinks,nan
2474,2024-08-21 20:49:03,Barman-000002,prepare drinks,prepare drinks,nan
2474,2024-08-21 20:57:47,Barman-000003,Bring drinks,Bring drinks,nan
2474,2024-08-21 21:00:26,Waiter-000001,Review drinks,Review drinks,nan
2474,2024-08-27 18:51:36,Cook-000001,Prepare main course,Prepare main course,nan
2474,2024-09-02 20:05:06,Cook-000003,Signal food complete,Signal food complete,nan
2474,2024-09-02 20:26:07,Cook helper-000003,Bring food,Bring food,nan
2474,2024-09-02 20:35:45,Waiter-000004,Deliver to customer,Deliver to customer,nan
2474,2024-09-02 20:36:23,,EVENT 8 END,EVENT 8 END,nan
2478,2024-08-21 21:30:00,Waiter-000005,Take order,Take order,nan
2478,2024-08-21 21:30:00,,start,start,nan
2478,2024-08-21 21:31:46,Waiter-000001,Review order,Review order,nan
2478,2024-08-21 21:32:58,Barman-000002,prepare drinks,prepare drinks,nan
2478,2024-08-21 21:39:16,Barman-000003,Bring drinks,Bring drinks,nan
2478,2024-08-21 21:43:33,Waiter-000004,Review drinks,Review drinks,nan
2478,2024-08-27 19:18:32,Cook-000003,Prepare main course,Prepare main course,nan
2478,2024-09-02 21:02:04,Cook-000002,Signal food complete,Signal food complete,nan
2478,2024-09-02 21:23:25,Cook helper-000002,Bring food,Bring food,nan
2478,2024-09-02 21:28:50,Waiter-000005,Deliver to customer,Deliver to customer,nan
2483,2024-08-21 22:45:00,Waiter-000001,Take order,Take order,nan
2483,2024-08-21 22:45:00,,start,start,nan
2483,2024-08-21 22:45:14,Waiter-000004,Review order,Review order,nan
2483,2024-08-21 22:45:34,Barman-000001,prepare drinks,prepare drinks,nan
2483,2024-08-21 22:50:48,Barman-000003,Bring drinks,Bring drinks,nan
2483,2024-08-21 22:59:17,Waiter-000005,Review drinks,Review drinks,nan
2483,2024-08-21 23:00:26,Barman-000001,prepare drinks,prepare drinks,nan
2483,2024-08-21 23:02:49,Barman-000002,Bring drinks,Bring drinks,nan
2483,2024-08-21 23:04:37,Barman-000001,prepare drinks,prepare drinks,nan
2483,2024-08-21 23:05:37,Barman-000002,Bring drinks,Bring drinks,nan
2483,2024-08-21 23:07:28,Waiter-000005,Review drinks,Review drinks,nan
2483,2024-08-21 23:12:12,Barman-000001,prepare drinks,prepare drinks,nan
2483,2024-08-21 23:12:18,Barman-000003,Bring drinks,Bring drinks,nan
2483,2024-08-21 23:12:49,Waiter-000001,Review drinks,Review drinks,nan
2483,2024-08-27 20:39:02,Cook-000001,Prepare main course,Prepare main course,nan
2483,2024-09-02 22:18:25,Cook-000002,Signal food complete,Signal food complete,nan
2483,2024-09-02 22:23:04,Waiter-000003,Deliver to customer,Deliver to customer,nan
2483,2024-09-02 22:23:38,,EVENT 8 END,EVENT 8 END,nan
2487,2024-08-21 23:45:00,Waiter-000004,Take order,Take order,nan
2487,2024-08-21 23:45:00,,start,start,nan
2487,2024-08-21 23:45:24,Cook helper-000003,Prepare starter,Prepare starter,nan
2487,2024-08-21 23:45:24,Barman-000002,prepare drinks,prepare drinks,nan
2487,2024-08-21 23:50:50,Barman-000001,Bring drinks,Bring drinks,nan
2487,2024-08-21 23:54:06,Waiter-000005,Review drinks,Review drinks,nan
2487,2024-08-27 21:34:40,Cook-000003,Prepare main course,Prepare main course,nan
2487,2024-09-03 01:03:24,Cook helper-000001,Bring food,Bring food,nan
2487,2024-09-03 01:04:49,Waiter-000002,Deliver to customer,Deliver to customer,nan
2487,2024-09-03 01:05:01,,EVENT 8 END,EVENT 8 END,nan
249,2024-05-16 00:15:00,,start,start,nan
249,2024-05-16 00:18:51,Waiter-000004,Review order,Review order,nan
249,2024-05-16 00:19:36,Cook helper-000002,Prepare starter,Prepare starter,nan
249,2024-05-16 00:19:36,Barman-000001,prepare drinks,prepare drinks,nan
249,2024-05-16 00:22:57,Barman-000003,Bring drinks,Bring drinks,nan
249,2024-05-16 00:26:14,Waiter-000001,Review drinks,Review drinks,nan
249,2024-05-16 01:35:41,Cook-000003,Signal food complete,Signal food complete,nan
249,2024-05-16 01:36:26,Cook helper-000002,Bring food,Bring food,nan
249,2024-05-16 01:39:29,Waiter-000004,Deliver to customer,Deliver to customer,nan
249,2024-05-16 01:39:46,,EVENT 8 END,EVENT 8 END,nan
2492,2024-08-22 01:00:00,Waiter-000002,Take order,Take order,nan
2492,2024-08-22 01:00:00,,start,start,nan
2492,2024-08-22 01:01:49,Waiter-000003,Review order,Review order,nan
2492,2024-08-22 01:05:30,Cook helper-000001,Prepare starter,Prepare starter,nan
2492,2024-08-22 01:05:30,Barman-000002,prepare drinks,prepare drinks,nan
2492,2024-08-22 01:10:33,Barman-000001,Bring drinks,Bring drinks,nan
2492,2024-08-22 01:27:23,Waiter-000001,Review drinks,Review drinks,nan
2492,2024-09-03 01:30:29,Cook-000003,Signal food complete,Signal food complete,nan
2492,2024-09-03 19:10:18,Cook helper-000001,Bring food,Bring food,nan
2492,2024-09-03 19:16:35,Waiter-000003,Deliver to customer,Deliver to customer,nan
2492,2024-09-03 19:18:00,,EVENT 8 END,EVENT 8 END,nan
2498,2024-08-22 18:30:00,Waiter-000005,Take order,Take order,nan
2498,2024-08-22 18:30:00,,start,start,nan
2498,2024-08-22 18:30:13,Waiter-000002,Review order,Review order,nan
2498,2024-08-22 18:30:19,Barman-000003,prepare drinks,prepare drinks,nan
2498,2024-08-22 18:39:46,Barman-000001,Bring drinks,Bring drinks,nan
2498,2024-08-22 18:40:41,Waiter-000002,Review drinks,Review drinks,nan
2498,2024-08-28 00:58:52,Cook-000003,Prepare main course,Prepare main course,nan
2498,2024-09-03 20:39:07,Cook-000003,Signal food complete,Signal food complete,nan
2498,2024-09-03 21:59:55,Cook helper-000001,Bring food,Bring food,nan
2498,2024-09-03 22:05:59,Waiter-000004,Deliver to customer,Deliver to customer,nan
2498,2024-09-03 22:09:35,,EVENT 8 END,EVENT 8 END,nan
25,2024-05-07 00:15:00,Waiter-000003,Take order,Take order,nan
25,2024-05-07 00:15:00,,start,start,nan
25,2024-05-07 00:15:43,Waiter-000001,Review order,Review order,nan
