Case,Activity,Timestamp,Resource,label,Activity_fixed
5318961,date decision for inspection,2012-09-20 07:00:02,560890,,date decision for inspection
5318961,send confirmation receipt_signed1,2012-09-20 07:00:02,560890,collateral events(send confirmation receipt),send confirmation receipt_signed1
5320594,register submission date request,2012-07-16 07:00:01,560872,,register submission date request
5320594,send confirmation receipt_signed1,2012-07-16 07:00:01,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5320594,phase application received,2012-07-20 19:28:54,560872,,phase application received
5320594,send confirmation receipt,2012-07-20 19:28:55,560872,,send confirmation receipt
5320594,send confirmation receipt,2012-07-20 19:32:25,560872,,send confirmation receipt
5320594,regular procedure without MER,2012-07-20 19:32:29,560872,,regular procedure without MER
5320594,send confirmation receipt_signed1,2012-07-20 19:32:29,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5320594,send procedure confirmation,2012-07-20 19:32:30,560872,,send procedure confirmation
5320594,start WABOprocedure,2012-07-20 19:32:31,560872,,start WABOprocedure
5320594,send confirmation receipt_signed1,2012-07-20 19:32:31,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5320594,request complete,2012-08-17 19:52:57,560872,,request complete
5320594,send confirmation receipt_signed1,2012-08-17 19:52:57,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5320594,phase advice known,2012-08-17 19:53:22,560872,,phase advice known
5320594,send confirmation receipt_signed1,2012-08-17 19:53:22,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5320594,creating environmental permit decision,2012-08-17 19:53:36,560872,,creating environmental permit decision
5320594,send confirmation receipt_signed1,2012-08-17 19:53:36,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5320594,phase decision taken,2012-08-17 19:56:26,560872,,phase decision taken
5320594,send confirmation receipt_signed1,2012-08-17 19:56:26,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5320594,enter senddate decision environmental permit,2012-08-17 20:00:16,560872,,enter senddate decision environmental permit
5320594,send confirmation receipt_signed1,2012-08-17 20:00:16,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5320594,phase decision sent,2012-08-17 20:00:17,560872,,phase decision sent
5320594,register date environmental permit decision,2012-08-21 07:00:01,560872,,register date environmental permit decision
5320594,send confirmation receipt_signed1,2012-08-21 07:00:01,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5320594,enter senddate decision environmental permit,2012-08-27 07:00:01,560872,,enter senddate decision environmental permit
5320594,send confirmation receipt_signed1,2012-08-27 07:00:01,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5320594,date decision for inspection,2012-08-29 07:00:02,560872,,date decision for inspection
5320594,send confirmation receipt_signed1,2012-08-29 07:00:02,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5320594,set phase: phase permitting irrevocable,2012-10-11 23:15:42,560872,,set phase: phase permitting irrevocable
5320594,send confirmation receipt_signed1,2012-10-11 23:15:42,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5320594,register deadline,2012-10-11 23:15:55,560872,,register deadline
5320594,send confirmation receipt_signed1,2012-10-11 23:15:55,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5325670,register submission date request,2012-07-23 07:00:01,560912,,register submission date request
5325670,phase application received,2012-07-24 20:27:00,560912,,phase application received
5325670,send confirmation receipt,2012-07-24 20:27:04,560912,,send confirmation receipt
5325670,regular procedure without MER,2012-07-24 20:27:08,560912,,regular procedure without MER
5325670,start WABOprocedure,2012-07-24 20:27:09,560912,,start WABOprocedure
5325670,enter senddate procedure confirmation,2012-07-24 20:27:10,560912,,enter senddate procedure confirmation
5325670,send procedure confirmation,2012-07-24 20:27:11,560912,,send procedure confirmation
5325670,start WABOprocedure,2012-09-17 16:24:03,2670601,,start WABOprocedure
5325670,phase advice known,2012-11-05 17:02:35,2670601,,phase advice known
5325670,grounds for refusal,2012-11-05 17:02:39,2670601,,grounds for refusal
5325670,enter date draft decisionenvironmental permit,2012-11-06 08:00:01,560890,,enter date draft decisionenvironmental permit
5325670,send design decision to stakeholders,2012-11-06 23:04:16,560890,,send design decision to stakeholders
5325670,date draft decision for inspection,2012-11-15 08:00:01,560890,,date draft decision for inspection
5325670,suspension ground applicable,2013-01-07 19:36:22,560890,,suspension ground applicable
5325670,phase decision taken,2013-01-07 19:37:10,560890,,phase decision taken
5325670,enter senddate decision environmental permit,2013-01-07 19:38:20,560890,,enter senddate decision environmental permit
5325670,phase decision sent,2013-01-07 19:38:21,560890,,phase decision sent
5325670,enter senddate decision environmental permit,2013-01-08 08:00:01,560890,,enter senddate decision environmental permit
5325670,register date environmental permit decision,2013-01-08 08:00:02,560890,,register date environmental permit decision
5327966,phase application received,2012-07-24 21:20:10,560912,,phase application received
5327966,send confirmation receipt,2012-07-24 21:22:58,560912,,send confirmation receipt
5327966,regular procedure without MER,2012-07-24 21:23:01,560912,,regular procedure without MER
5327966,start WABOprocedure,2012-07-24 21:23:02,560912,,start WABOprocedure
5327966,enter senddate procedure confirmation,2012-07-24 21:23:03,560912,,enter senddate procedure confirmation
5327966,send procedure confirmation,2012-07-24 21:23:04,560912,,send procedure confirmation
5327966,phase additional information received,2012-09-04 23:26:05,560912,,phase additional information received
5327966,request complete,2012-09-17 18:15:41,3273854,,request complete
5327966,procedure change after completeness,2012-09-17 18:15:42,3273854,,procedure change after completeness
5327966,send letter in progress,2012-09-17 18:15:43,3273854,,send letter in progress
5327966,treat subcases content,2012-09-17 18:15:44,3273854,,treat subcases content
5327966,completed subcases content,2012-09-17 18:15:45,3273854,,completed subcases content
5327966,phase advice known,2012-09-17 18:15:51,3273854,,phase advice known
5327966,creating environmental permit decision,2012-09-17 18:15:56,3273854,,creating environmental permit decision
5327966,transcript decision environmental permit to stakeholders,2012-09-17 20:06:22,560890,,transcript decision environmental permit to stakeholders
5327966,enter senddate decision environmental permit,2012-09-17 20:06:25,560890,,enter senddate decision environmental permit
5327966,phase decision sent,2012-09-17 20:06:26,560890,,phase decision sent
5327966,date decision for inspection,2012-09-27 07:00:02,560890,,date decision for inspection
5342369,phase application received,2012-08-01 00:55:48,560912,,phase application received
5342369,send confirmation receipt_signed1,2012-08-01 00:55:48,560912,collateral events(send confirmation receipt),send confirmation receipt_signed1
5342369,send confirmation receipt,2012-08-01 00:55:52,560912,,send confirmation receipt
5342369,regular procedure without MER,2012-08-01 00:55:59,560912,,regular procedure without MER
5342369,send confirmation receipt_signed1,2012-08-01 00:55:59,560912,collateral events(send confirmation receipt),send confirmation receipt_signed1
5342369,start WABOprocedure,2012-08-01 00:56:00,560912,,start WABOprocedure
5342369,send procedure confirmation,2012-08-01 00:56:01,560912,,send procedure confirmation
5342369,send confirmation receipt_signed1,2012-08-01 00:56:01,560912,collateral events(send confirmation receipt),send confirmation receipt_signed1
5342369,enter senddate procedure confirmation,2012-08-01 00:56:02,560912,,enter senddate procedure confirmation
5342369,request complete,2012-12-10 17:34:11,560872,,request complete
5342369,send confirmation receipt_signed1,2012-12-10 17:34:11,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5342369,phase decision taken,2013-02-18 19:32:09,560462,,phase decision taken
5342369,send confirmation receipt_signed1,2013-02-18 19:32:09,560462,collateral events(send confirmation receipt),send confirmation receipt_signed1
5342369,register date environmental permit decision,2013-02-19 08:00:01,560462,,register date environmental permit decision
5342369,send confirmation receipt_signed1,2013-02-19 08:00:01,560462,collateral events(send confirmation receipt),send confirmation receipt_signed1
5342369,enter senddate decision environmental permit,2013-02-21 19:30:08,560872,,enter senddate decision environmental permit
5342369,send confirmation receipt_signed1,2013-02-21 19:30:08,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5342369,phase decision sent,2013-02-21 19:30:09,560872,,phase decision sent
5342369,send confirmation receipt_signed2,2013-02-21 19:30:10,560872,collateral events(send confirmation receipt),send confirmation receipt_signed2
5342369,enter senddate decision environmental permit,2013-02-25 08:00:02,560872,,enter senddate decision environmental permit
5342369,send confirmation receipt_signed1,2013-02-25 08:00:02,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5342369,date decision for inspection,2013-02-28 08:00:01,560872,,date decision for inspection
5342369,send confirmation receipt_signed1,2013-02-28 08:00:01,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5342369,register deadline,2013-04-12 07:00:02,560872,,register deadline
5342369,send confirmation receipt_signed1,2013-04-12 07:00:02,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
5342369,set phase: phase permitting irrevocable,2013-04-12 07:00:03,560872,,set phase: phase permitting irrevocable
5342369,objection lodged against decision,2013-05-30 07:00:01,560872,,objection lodged against decision
