send confirmation receipt_signed1 -> send confirmation receipt_signed2 (frequency = 1490, performance = 0.37)
enter senddate acknowledgement -> enter senddate retrieve missing data (frequency = 3, performance = 2015997.00)
enter senddate acknowledgement -> request complete (frequency = 3, performance = 2292408.67)
enter senddate decision -> send confirmation receipt_signed2 (frequency = 3, performance = 0.20)
enter senddate decision permanent suspension -> send confirmation receipt_signed1 (frequency = 3, performance = 0.40)
enter senddate decision procedure term extension -> phase advice known (frequency = 3, performance = 1977045.33)
enter senddate decision procedure term extension -> register date environmental permit decision (frequency = 3, performance = 2407300.33)
enter senddate draft decision -> entering senddate draft decision environmental permit (frequency = 3, performance = 1.00)
enter senddate procedure confirmation -> enter date termination request received (frequency = 3, performance = 4605601.67)
enter senddate procedure confirmation -> register submission date request (frequency = 3, performance = 28797.67)
enter senddate procedure term extension -> phase procedure extended (frequency = 3, performance = 1.00)
enter senddate request termination -> register deadline (frequency = 3, performance = 104099.33)
enter senddate retrieve missing data -> MER present in supplement (frequency = 3, performance = 2821180.33)
enter senddate retrieve missing data -> send confirmation receipt_signed1 (frequency = 3, performance = 0.47)
extend procedure term -> phase additional information received (frequency = 3, performance = 1.00)
extend procedure term -> register number of days extension period (frequency = 3, performance = 1.00)
first or second phase -> first phase affected (frequency = 3, performance = 1.00)
first phase affected -> forward to the competent authority (frequency = 3, performance = 1.00)
generate draft decision environmental permit -> generating decision environmental permit (frequency = 3, performance = 1.00)
generate draft decision environmental permit -> phase concept draft decision ready (frequency = 3, performance = 1.00)
generate draft decision environmental permit -> send confirmation receipt_signed1 (frequency = 3, performance = 0.27)
generating decision environmental permit -> hearing about draft (frequency = 3, performance = 1.00)
grounds for refusal -> enter date draft decisionenvironmental permit (frequency = 3, performance = 245674.67)
grounds for refusal -> inform BAG administrator (frequency = 3, performance = 1.00)
grounds for refusal -> objection lodged against decision (frequency = 3, performance = 1.00)
grounds for refusal -> set decision status (frequency = 3, performance = 1.00)
initiative competent authority -> phase procedure prematurely terminated (frequency = 3, performance = 1.00)
investigate BAG objects -> phase asked additional information (frequency = 3, performance = 1.00)
message terminate request -> read publication date field (frequency = 3, performance = 7.67)
no permit needed or only notification needed -> phase advice known (frequency = 3, performance = 1.00)
objection lodged against decision -> phase advice known (frequency = 3, performance = 1.00)
open draft decision for inspection -> phase advice known (frequency = 3, performance = 1.00)
perspective regarding draft founded -> phase decision sent (frequency = 3, performance = 1.00)
phase additional information received -> phase procedure extended (frequency = 3, performance = 1.00)
phase additional information received -> send confirmation receipt_signed2 (frequency = 3, performance = 0.03)
phase advice known -> enter date publication decision environmental permit (frequency = 3, performance = 681378.67)
phase advice known -> phase decision taken (frequency = 3, performance = 9462.33)
phase advice known -> set decision phase decision permitting decided (frequency = 3, performance = 1332028.00)
phase advice known -> transcript decision environmental permit to stakeholders (frequency = 3, performance = 197647.00)
phase application received -> read field phased application (frequency = 3, performance = 1.00)
phase concept draft decision ready -> phase decision ready (frequency = 3, performance = 1.00)
phase concept draft decision ready -> send confirmation receipt_signed2 (frequency = 3, performance = 0.40)
phase decision sent -> start decision phase decision permitting sent (frequency = 3, performance = 1.00)
phase decision sent -> transcript decision environmental permit to stakeholders (frequency = 3, performance = 1.00)
phase decision suspended -> send confirmation receipt_signed1 (frequency = 3, performance = 0.53)
phase decision taken -> phase draft decision made (frequency = 3, performance = 1.00)
phase decision taken -> phase perspective submitted (frequency = 3, performance = 1.00)
phase decision taken -> register date environmental permit decision (frequency = 3, performance = 30967.33)
phase draft decision made -> publish official draft decision (frequency = 3, performance = 1.00)
phase draft decision made -> send confirmation receipt_signed1 (frequency = 3, performance = 0.47)
phase draft decision ready -> phased application (frequency = 3, performance = 1.00)
phase draft decision ready -> send confirmation receipt_signed2 (frequency = 3, performance = 0.47)
phase draft decision ready -> start decisionphase draft decision - permitting decided (frequency = 3, performance = 1.00)
