send confirmation receipt -> send confirmation receipt (frequency = 466, performance = 126.65)
date draft decision for inspection -> create publication document (frequency = 2, performance = 11790000.50)
decision date prior to decision -> enrich draft decision (frequency = 2, performance = 1.00)
decision date prior to decision -> phase advice known (frequency = 2, performance = 3.00)
enter date advice on treatment of environmental permit -> open draft decision for inspection (frequency = 2, performance = 1.00)
enter date advice on treatment of environmental permit -> phase concept draft decision ready (frequency = 2, performance = 41720.00)
enter date decision permanent suspension -> start decision phase permanent suspension sent (frequency = 2, performance = 13297.00)
enter date decision permanent suspension -> start decision phase permanently suspended decided (frequency = 2, performance = 1.00)
enter date draft decisionenvironmental permit -> date draft decision for inspection (frequency = 2, performance = 993601.00)
enter date publication decision environmental permit -> phase decision irrevocable (frequency = 2, performance = 1.00)
enter date termination request received -> register date decision terminate on request (frequency = 2, performance = 302393.50)
enter date termination request received -> register deadline (frequency = 2, performance = 431.50)
enter enddate of suspension -> enter receipt of additional data (frequency = 2, performance = 1.00)
enter publication date draft decision -> enter senddate draft decision (frequency = 2, performance = 1.00)
enter receipt of additional data -> MER present in supplement (frequency = 2, performance = 1555197.50)
enter receipt of additional data -> enter senddate decision environmental permit (frequency = 2, performance = 1.00)
enter receipt of additional data -> enter senddate decision suspension (frequency = 2, performance = 1.00)
enter receipt of additional data -> enter senddate procedure term extension (frequency = 2, performance = 1.00)
enter receipt of additional data -> phase asked additional information (frequency = 2, performance = 518400.00)
enter receipt of additional data -> receive additional information (frequency = 2, performance = 302375.50)
enter senddate acknowledgement -> MER present (frequency = 2, performance = 820800.00)
enter senddate acknowledgement -> enter senddate decision environmental permit (frequency = 2, performance = 1166403.00)
enter senddate acknowledgement -> enter senddate letter to competent authority (frequency = 2, performance = 1295993.50)
enter senddate acknowledgement -> registration date publication (frequency = 2, performance = 1036805.50)
enter senddate decision -> submit decision (frequency = 2, performance = 37409.00)
enter senddate decision environmental permit -> enter senddate decision suspension (frequency = 2, performance = 1.00)
enter senddate decision environmental permit -> phase archived case (frequency = 2, performance = 1.00)
enter senddate decision environmental permit -> request complete (frequency = 2, performance = 39709.00)
enter senddate decision procedure term extension -> enter senddate retrieve missing data (frequency = 2, performance = 1.00)
enter senddate decision procedure term extension -> forward to the competent authority (frequency = 2, performance = 482127.00)
enter senddate decision procedure term extension -> message terminate request (frequency = 2, performance = 2334886.00)
enter senddate decision suspension -> generating decision environmental permit (frequency = 2, performance = 1.00)
enter senddate decision suspension -> set decision phase suspension decided (frequency = 2, performance = 1.00)
enter senddate draft decision -> send design decision to stakeholders (frequency = 2, performance = 1.00)
enter senddate procedure confirmation -> enter senddate suspension by competent authority (frequency = 2, performance = 2375993.00)
enter senddate procedure confirmation -> forward to the competent authority (frequency = 2, performance = 380362.50)
enter senddate procedure confirmation -> message terminate request (frequency = 2, performance = 9510088.00)
enter senddate procedure confirmation -> retrieve missing data (frequency = 2, performance = 951868.50)
enter senddate procedure confirmation -> send confirmation receipt (frequency = 2, performance = 38544.00)
enter senddate procedure term extension -> enter senddate decision environmental permit (frequency = 2, performance = 1859225.50)
enter senddate procedure term extension -> enter senddate retrieve missing data (frequency = 2, performance = 1.00)
enter senddate procedure term extension -> request complete (frequency = 2, performance = 2849248.00)
enter senddate procedure term extension -> start decision phase extension granted (frequency = 2, performance = 108242.00)
