send confirmation receipt -> send confirmation receipt (frequency = 474, performance = 124.12)
submit draft decision -> term for supplying missing data (frequency = 3, performance = 1.00)
suspension ground applicable -> decision date prior to decision (frequency = 3, performance = 287998.67)
suspension ground applicable -> record date of decision environmental permit (frequency = 3, performance = 118076.00)
suspension ground applicable -> send decision suspension (frequency = 3, performance = 121937.33)
term for supplying missing data -> retrieve missing data (frequency = 3, performance = 57580.00)
terminate on request -> enter senddate acknowledgement (frequency = 3, performance = 29673.00)
terminate on request -> register date environmental permit decision (frequency = 3, performance = 270836.67)
terminate on request -> request complete (frequency = 3, performance = 456716.67)
terminate on request -> transcript decision environmental permit to stakeholders (frequency = 3, performance = 1.00)
transcript decision environmental permit to stakeholders -> set decision phase decision permitting decided (frequency = 3, performance = 86391.33)
transcript decision environmental permit to stakeholders -> set phase: phase permitting irrevocable (frequency = 3, performance = 4436378.67)
transcript decision environmental permit to stakeholders -> treat subcase perspective (frequency = 3, performance = 1.00)
treat subcases completeness -> creating cover letter decision (frequency = 3, performance = 460781.67)
treat subcases completeness -> phase asked additional information (frequency = 3, performance = 143949.33)
treat subcases completeness -> retrieve missing data (frequency = 3, performance = 228769.67)
treat subcases content -> creating environmental permit decision (frequency = 3, performance = 1700461.33)
treat subcases content -> submit decision (frequency = 3, performance = 806072.00)
updated plan after perspective -> enter senddate decision environmental permit (frequency = 3, performance = 345586.67)
MER present -> MER required (frequency = 2, performance = 1.00)
MER present in supplement -> create cover letter permanent suspension (frequency = 2, performance = 1.00)
WAW permit aspect -> applicant is stakeholder (frequency = 2, performance = 1.00)
activities regular procedure -> applicant is stakeholder (frequency = 2, performance = 1.00)
activities regular procedure -> create letter requesting missing data (frequency = 2, performance = 1.00)
activities regular procedure -> first or second phase (frequency = 2, performance = 1.00)
applicant is stakeholder -> procedure change (frequency = 2, performance = 1.00)
article 34  WABO applies -> phase advice known (frequency = 2, performance = 2.50)
ask stakeholders views -> submit decision (frequency = 2, performance = 333064.50)
by law -> creating decision suspension art. 33 WABO (frequency = 2, performance = 1.00)
close case -> create monitoring case (frequency = 2, performance = 1.00)
close case -> enter senddate decision (frequency = 2, performance = 1.00)
completed subcases content -> create letter requesting updated plan (frequency = 2, performance = 1.00)
completed subcases content -> enter receipt of additional data (frequency = 2, performance = 1.00)
continuation term to decision -> create continuation letter (frequency = 2, performance = 1.00)
coordination of application -> create cover letter draft decision (frequency = 2, performance = 1.00)
create cover letter permanent suspension -> decision keep permanently suspended (frequency = 2, performance = 1.00)
create decision procedure term extension -> enter senddate procedure term extension (frequency = 2, performance = 1.00)
create draft environtmental permit -> create letter requesting missing data (frequency = 2, performance = 1.00)
create draft environtmental permit -> phase concept draft decision ready (frequency = 2, performance = 11.00)
create letter requesting missing data -> enter receipt of additional data (frequency = 2, performance = 1.00)
create monitoring case -> create publication document (frequency = 2, performance = 1.00)
create procedure confirmation -> create procedure confirmation (frequency = 2, performance = 1.00)
create procedure confirmation -> enter senddate retrieve missing data (frequency = 2, performance = 1333122.00)
create procedure confirmation -> phase advice known (frequency = 2, performance = 3952248.50)
create publication document -> create subcases content (frequency = 2, performance = 1.00)
create publication document -> enter senddate draft decision (frequency = 2, performance = 1.00)
