Case,Timestamp,Activity,Activity_fixed,Resource,label
4144,2024-11-20 21:15:04.303,Deliver to customer,Deliver to customer,Waiter-000001,
4144,2024-11-20 21:15:05.963,EVENT 8 END,EVENT 8 END,,
415,2024-05-23 01:45:00.000,Take order,Take order,Waiter-000005,
415,2024-05-23 01:45:59.049,Review order,Review order,Waiter-000001,
415,2024-05-23 01:46:13.071,prepare drinks,prepare drinks,Barman-000003,
415,2024-05-23 01:47:26.263,Bring drinks,Bring drinks,Barman-000001,
415,2024-05-23 01:59:21.536,Review drinks,Review drinks,Waiter-000003,
415,2024-05-23 18:03:43.433,prepare drinks,prepare drinks,Barman-000003,
415,2024-05-23 18:10:06.064,Bring drinks,Bring drinks,Barman-000002,
415,2024-05-23 18:15:29.995,Review drinks,Review drinks,Waiter-000002,
415,2024-05-24 01:01:12.307,Prepare main course,Prepare main course,Cook-000003,
415,2024-05-24 22:38:38.189,Signal food complete,Signal food complete,Cook-000002,
415,2024-05-24 22:56:07.170,Bring food,Bring food,Cook helper-000001,
415,2024-05-24 22:57:12.567,Deliver to customer,Deliver to customer,Waiter-000005,
415,2024-05-24 22:57:15.206,EVENT 8 END,EVENT 8 END,,
4150,2024-11-01 23:30:00.000,Take order,Take order,Waiter-000001,
4150,2024-11-01 23:30:00.000,start,start,,
4150,2024-11-01 23:31:25.644,Review order,Review order,Waiter-000002,
4150,2024-11-01 23:31:55.031,prepare drinks,prepare drinks,Barman-000003,
4150,2024-11-01 23:39:26.392,Bring drinks,Bring drinks,Barman-000002,
4150,2024-11-01 23:41:26.948,Review drinks,Review drinks,Waiter-000004,
4150,2024-11-12 00:07:43.717,Prepare main course,Prepare main course,Cook-000001,
4150,2024-11-20 22:15:07.769,Signal food complete,Signal food complete,Cook-000003,
4150,2024-11-20 23:06:26.249,Bring food,Bring food,Cook helper-000001,
4150,2024-11-20 23:21:08.857,Deliver to customer,Deliver to customer,Waiter-000004,
4150,2024-11-20 23:27:47.370,EVENT 8 END,EVENT 8 END,,
4151,2024-11-01 23:45:00.000,Take order,Take order,Waiter-000001,
4151,2024-11-01 23:45:00.000,start,start,,
4151,2024-11-01 23:46:34.583,Review order,Review order,Waiter-000002,
4151,2024-11-01 23:47:25.980,Prepare starter,Prepare starter,Cook helper-000001,
4151,2024-11-01 23:47:25.980,prepare drinks,prepare drinks,Barman-000001,
4151,2024-11-01 23:51:09.799,Bring drinks,Bring drinks,Barman-000003,
4151,2024-11-01 23:56:31.293,Review drinks,Review drinks,Waiter-000005,
4151,2024-11-01 23:56:44.579,prepare drinks,prepare drinks,Barman-000002,
4151,2024-11-02 00:10:15.742,Bring drinks,Bring drinks,Barman-000003,
4151,2024-11-02 00:14:36.462,Review drinks,Review drinks,Waiter-000005,
4151,2024-11-02 00:16:10.396,prepare drinks,prepare drinks,Barman-000003,
4151,2024-11-02 00:18:07.974,Bring drinks,Bring drinks,Barman-000003,
4151,2024-11-02 00:22:19.888,Review drinks,Review drinks,Waiter-000002,
4151,2024-11-02 00:24:02.151,prepare drinks,prepare drinks,Barman-000003,
4151,2024-11-02 00:35:04.313,Bring drinks,Bring drinks,Barman-000003,
4151,2024-11-02 00:40:50.058,Review drinks,Review drinks,Waiter-000003,
4151,2024-11-12 00:25:20.150,Signal food complete,Signal food complete,Cook-000002,
4151,2024-11-12 01:07:00.796,Bring food,Bring food,Cook helper-000001,
4151,2024-11-12 01:08:03.023,Deliver to customer,Deliver to customer,Waiter-000001,
4151,2024-11-12 01:08:13.108,EVENT 8 END,EVENT 8 END,,
4152,2024-11-02 00:00:00.000,start,start,,
4152,2024-11-02 00:03:19.386,Review order,Review order,Waiter-000003,
4152,2024-11-02 00:03:21.554,prepare drinks,prepare drinks,Barman-000001,
4152,2024-11-02 00:17:43.568,Bring drinks,Bring drinks,Barman-000001,
4152,2024-11-02 00:23:35.736,Review drinks,Review drinks,Waiter-000004,
4152,2024-11-12 00:44:17.386,Prepare main course,Prepare main course,Cook-000001,
4152,2024-11-20 22:59:27.990,Signal food complete,Signal food complete,Cook-000001,
4152,2024-11-20 23:05:13.389,Bring food,Bring food,Cook helper-000003,
4152,2024-11-20 23:12:33.510,Deliver to customer,Deliver to customer,Waiter-000002,
4152,2024-11-20 23:14:33.731,EVENT 8 END,EVENT 8 END,,
4158,2024-11-02 01:30:00.000,Take order,Take order,Waiter-000003,
4158,2024-11-02 01:30:00.000,start,start,,
4158,2024-11-02 01:31:02.611,Review order,Review order,Waiter-000004,
4158,2024-11-02 01:31:17.035,Prepare starter,Prepare starter,Cook helper-000003,
4158,2024-11-02 01:31:17.035,prepare drinks,prepare drinks,Barman-000001,
4158,2024-11-02 01:33:38.030,Bring drinks,Bring drinks,Barman-000002,
4158,2024-11-02 01:33:49.689,Review drinks,Review drinks,Waiter-000001,
4158,2024-11-12 01:57:43.413,Signal food complete,Signal food complete,Cook-000003,
4158,2024-11-12 18:58:24.476,Bring food,Bring food,Cook helper-000001,
4158,2024-11-12 19:05:56.500,Deliver to customer,Deliver to customer,Waiter-000005,
4160,2024-11-02 02:00:00.000,start,start,,
4160,2024-11-04 18:00:00.000,Take order,Take order,Waiter-000002,
4160,2024-11-04 18:00:27.694,Review order,Review order,Waiter-000005,
4160,2024-11-04 18:02:58.344,Prepare starter,Prepare starter,Cook helper-000003,
4160,2024-11-04 18:02:58.344,prepare drinks,prepare drinks,Barman-000002,
4160,2024-11-04 18:03:47.672,Bring drinks,Bring drinks,Barman-000003,
4160,2024-11-04 18:13:29.313,Review drinks,Review drinks,Waiter-000003,
4160,2024-11-04 18:13:34.230,prepare drinks,prepare drinks,Barman-000001,
4160,2024-11-04 18:13:48.613,Bring drinks,Bring drinks,Barman-000002,
4160,2024-11-04 18:16:06.503,Review drinks,Review drinks,Waiter-000004,
4160,2024-11-12 19:08:39.788,Signal food complete,Signal food complete,Cook-000001,
4160,2024-11-12 19:21:31.519,Deliver to customer,Deliver to customer,Waiter-000003,
4161,2024-11-04 18:15:00.000,Take order,Take order,Waiter-000001,
4161,2024-11-04 18:15:00.000,start,start,,
4161,2024-11-04 18:24:01.133,Review order,Review order,Waiter-000005,
4161,2024-11-04 18:27:47.037,prepare drinks,prepare drinks,Barman-000003,
4161,2024-11-04 18:29:57.980,Bring drinks,Bring drinks,Barman-000001,
4161,2024-11-04 18:35:21.754,Review drinks,Review drinks,Waiter-000004,
4161,2024-11-12 19:18:15.374,Prepare main course,Prepare main course,Cook-000001,
4161,2024-11-21 00:05:22.070,Signal food complete,Signal food complete,Cook-000002,
4161,2024-11-21 00:47:24.662,Bring food,Bring food,Cook helper-000002,
4161,2024-11-21 00:50:57.423,Deliver to customer,Deliver to customer,Waiter-000003,
4165,2024-11-04 19:15:00.000,Take order,Take order,Waiter-000002,
4165,2024-11-04 19:15:00.000,start,start,,
4165,2024-11-04 19:20:28.108,Review order,Review order,Waiter-000004,
4165,2024-11-04 19:20:58.523,Prepare starter,Prepare starter,Cook helper-000001,
4165,2024-11-04 19:20:58.523,prepare drinks,prepare drinks,Barman-000002,
4165,2024-11-04 19:26:51.949,Bring drinks,Bring drinks,Barman-000003,
4165,2024-11-04 19:29:37.955,Review drinks,Review drinks,Waiter-000005,
4165,2024-11-12 19:55:13.039,Prepare main course,Prepare main course,Cook-000003,
4165,2024-11-21 00:22:48.252,Signal food complete,Signal food complete,Cook-000003,
4165,2024-11-21 00:41:32.940,Bring food,Bring food,Cook helper-000001,
4165,2024-11-21 00:52:49.680,Deliver to customer,Deliver to customer,Waiter-000004,
4166,2024-11-04 19:30:00.000,Take order,Take order,Waiter-000003,
4166,2024-11-04 19:30:00.000,start,start,,
4166,2024-11-04 19:31:34.197,Review order,Review order,Waiter-000001,
4166,2024-11-04 19:31:59.437,Prepare starter,Prepare starter,Cook helper-000003,
4166,2024-11-04 19:31:59.437,prepare drinks,prepare drinks,Barman-000001,
4166,2024-11-04 19:33:47.250,Bring drinks,Bring drinks,Barman-000002,
4166,2024-11-04 19:42:09.117,Review drinks,Review drinks,Waiter-000005,
4166,2024-11-12 20:00:43.767,Prepare main course,Prepare main course,Cook-000003,
4166,2024-11-21 00:37:41.040,Signal food complete,Signal food complete,Cook-000001,
4166,2024-11-21 00:58:37.267,Bring food,Bring food,Cook helper-000002,
4169,2024-11-04 20:15:00.000,Take order,Take order,Waiter-000005,
4169,2024-11-04 20:15:56.893,Review order,Review order,Waiter-000003,
4169,2024-11-04 20:17:24.441,prepare drinks,prepare drinks,Barman-000002,
4169,2024-11-04 20:28:39.338,Bring drinks,Bring drinks,Barman-000003,
4169,2024-11-04 20:33:24.639,Review drinks,Review drinks,Waiter-000003,
4169,2024-11-12 22:01:45.630,Prepare main course,Prepare main course,Cook-000001,
4169,2024-11-21 01:23:44.205,Signal food complete,Signal food complete,Cook-000001,
4169,2024-11-21 01:39:35.679,Bring food,Bring food,Cook helper-000001,
4169,2024-11-21 01:39:37.617,Deliver to customer,Deliver to customer,Waiter-000001,
4169,2024-11-21 01:42:08.945,EVENT 8 END,EVENT 8 END,,
4171,2024-11-04 20:45:00.000,Take order,Take order,Waiter-000004,
4171,2024-11-04 20:45:00.000,start,start,,
4171,2024-11-04 20:46:50.238,Review order,Review order,Waiter-000002,
4171,2024-11-04 20:47:48.121,prepare drinks,prepare drinks,Barman-000003,
4171,2024-11-04 21:00:44.185,Review drinks,Review drinks,Waiter-000003,
4171,2024-11-12 22:13:58.480,Prepare main course,Prepare main course,Cook-000001,
4171,2024-11-21 18:19:42.416,Signal food complete,Signal food complete,Cook-000002,
4171,2024-11-21 18:37:37.200,Bring food,Bring food,Cook helper-000002,
4171,2024-11-21 18:56:46.107,Deliver to customer,Deliver to customer,Waiter-000002,
4171,2024-11-21 18:57:52.373,EVENT 8 END,EVENT 8 END,,
4174,2024-11-04 21:30:00.000,Take order,Take order,Waiter-000005,
4174,2024-11-04 21:30:00.000,start,start,,
4174,2024-11-04 21:31:05.488,Review order,Review order,Waiter-000003,
4174,2024-11-04 21:31:17.240,prepare drinks,prepare drinks,Barman-000003,
4174,2024-11-04 21:56:41.907,Bring drinks,Bring drinks,Barman-000002,
4174,2024-11-04 22:04:32.268,Review drinks,Review drinks,Waiter-000003,
4174,2024-11-04 22:04:35.926,prepare drinks,prepare drinks,Barman-000002,
4174,2024-11-04 22:11:43.959,Bring drinks,Bring drinks,Barman-000001,
4174,2024-11-04 22:16:17.682,Review drinks,Review drinks,Waiter-000005,
4174,2024-11-12 23:20:57.730,Prepare main course,Prepare main course,Cook-000002,
4174,2024-11-21 18:39:51.513,Signal food complete,Signal food complete,Cook-000001,
4174,2024-11-21 18:40:03.356,Bring food,Bring food,Cook helper-000001,
4174,2024-11-21 18:59:04.675,Deliver to customer,Deliver to customer,Waiter-000003,
4174,2024-11-21 19:01:28.252,EVENT 8 END,EVENT 8 END,,
4175,2024-11-04 21:45:00.000,Take order,Take order,Waiter-000004,
4175,2024-11-04 21:45:00.000,start,start,,
4175,2024-11-04 21:45:43.113,Review order,Review order,Waiter-000005,
4175,2024-11-04 21:45:44.046,prepare drinks,prepare drinks,Barman-000001,
4175,2024-11-04 21:46:01.075,Bring drinks,Bring drinks,Barman-000002,
4175,2024-11-04 21:51:13.723,Review drinks,Review drinks,Waiter-000001,
4175,2024-11-04 21:51:22.279,prepare drinks,prepare drinks,Barman-000001,
4175,2024-11-04 22:10:25.798,Bring drinks,Bring drinks,Barman-000003,
4175,2024-11-04 22:11:05.558,Review drinks,Review drinks,Waiter-000005,
4175,2024-11-12 23:30:25.708,Prepare main course,Prepare main course,Cook-000002,
4175,2024-11-21 19:01:42.211,Signal food complete,Signal food complete,Cook-000002,
4175,2024-11-21 19:28:54.972,Bring food,Bring food,Cook helper-000003,
4175,2024-11-21 19:37:59.994,Deliver to customer,Deliver to customer,Waiter-000002,
4175,2024-11-21 19:38:36.577,EVENT 8 END,EVENT 8 END,,
4184,2024-11-05 00:00:00.000,Take order,Take order,Waiter-000001,
4184,2024-11-05 00:00:00.000,start,start,,
4184,2024-11-05 00:03:31.892,Review order,Review order,Waiter-000002,
4184,2024-11-05 00:04:41.779,prepare drinks,prepare drinks,Barman-000001,
4184,2024-11-05 00:18:08.596,Bring drinks,Bring drinks,Barman-000003,
4184,2024-11-05 00:21:54.486,Review drinks,Review drinks,Waiter-000002,
4184,2024-11-13 01:39:59.114,Prepare main course,Prepare main course,Cook-000001,
4184,2024-11-21 20:31:15.023,Signal food complete,Signal food complete,Cook-000003,
4184,2024-11-21 21:09:15.080,Bring food,Bring food,Cook helper-000002,
4184,2024-11-21 21:27:42.328,Deliver to customer,Deliver to customer,Waiter-000002,
4184,2024-11-21 21:29:50.680,EVENT 8 END,EVENT 8 END,,
4189,2024-11-05 01:15:00.000,Take order,Take order,Waiter-000003,
4189,2024-11-05 01:15:00.000,start,start,,
4189,2024-11-05 01:17:02.469,Review order,Review order,Waiter-000001,
4189,2024-11-05 01:17:29.012,prepare drinks,prepare drinks,Barman-000001,
4189,2024-11-05 01:19:44.235,Bring drinks,Bring drinks,Barman-000002,
4189,2024-11-05 01:21:49.545,Review drinks,Review drinks,Waiter-000003,
4189,2024-11-13 19:27:38.630,Prepare main course,Prepare main course,Cook-000002,
4189,2024-11-21 21:44:40.798,Signal food complete,Signal food complete,Cook-000003,
4189,2024-11-21 22:10:16.758,Bring food,Bring food,Cook helper-000001,
4189,2024-11-21 22:13:56.968,Deliver to customer,Deliver to customer,Waiter-000001,
4189,2024-11-21 22:14:53.491,EVENT 8 END,EVENT 8 END,,
419,2024-05-23 18:45:00.000,Take order,Take order,Waiter-000005,
419,2024-05-23 18:45:00.000,start,start,,
419,2024-05-23 18:47:14.286,Review order,Review order,Waiter-000002,
419,2024-05-23 18:48:46.603,prepare drinks,prepare drinks,Barman-000001,
419,2024-05-23 18:56:41.270,Bring drinks,Bring drinks,Barman-000003,
419,2024-05-23 18:57:32.663,Review drinks,Review drinks,Waiter-000001,
419,2024-05-23 18:57:59.059,prepare drinks,prepare drinks,Barman-000001,
419,2024-05-23 18:58:30.657,Bring drinks,Bring drinks,Barman-000003,
419,2024-05-23 19:00:00.921,Review drinks,Review drinks,Waiter-000002,
419,2024-05-23 19:00:21.078,prepare drinks,prepare drinks,Barman-000001,
419,2024-05-23 19:07:25.168,Bring drinks,Bring drinks,Barman-000001,
419,2024-05-23 19:13:41.676,Review drinks,Review drinks,Waiter-000002,
419,2024-05-24 01:58:37.219,Signal food complete,Signal food complete,Cook-000001,
419,2024-05-24 18:21:31.768,Bring food,Bring food,Cook helper-000002,
419,2024-05-24 18:21:52.155,Deliver to customer,Deliver to customer,Waiter-000003,
419,2024-05-24 18:22:14.841,EVENT 8 END,EVENT 8 END,,
4190,2024-11-05 01:30:00.000,Take order,Take order,Waiter-000004,
4190,2024-11-05 01:30:00.000,start,start,,
4190,2024-11-05 01:31:59.479,Review order,Review order,Waiter-000001,
4190,2024-11-05 01:33:11.951,Prepare starter,Prepare starter,Cook helper-000002,
4190,2024-11-05 01:33:11.951,prepare drinks,prepare drinks,Barman-000003,
4190,2024-11-05 18:03:19.068,Bring drinks,Bring drinks,Barman-000001,
4190,2024-11-05 18:06:58.229,Review drinks,Review drinks,Waiter-000003,
4190,2024-11-13 20:16:04.325,Prepare main course,Prepare main course,Cook-000002,
4190,2024-11-21 22:06:48.675,Signal food complete,Signal food complete,Cook-000002,
4190,2024-11-21 22:20:23.107,Bring food,Bring food,Cook helper-000002,
4190,2024-11-21 22:20:55.310,Deliver to customer,Deliver to customer,Waiter-000002,
4190,2024-11-21 22:21:12.824,EVENT 8 END,EVENT 8 END,,
4191,2024-11-05 01:45:00.000,start,start,,
4191,2024-11-05 01:45:11.965,Review order,Review order,Waiter-000005,
4191,2024-11-05 01:45:31.659,Prepare starter,Prepare starter,Cook helper-000001,
4191,2024-11-05 01:46:02.435,Bring drinks,Bring drinks,Barman-000002,
4191,2024-11-05 01:47:28.195,Review drinks,Review drinks,Waiter-000002,
4191,2024-11-13 20:19:32.010,Prepare main course,Prepare main course,Cook-000002,
4191,2024-11-21 22:20:23.107,Signal food complete,Signal food complete,Cook-000002,
4191,2024-11-21 22:40:21.976,Bring food,Bring food,Cook helper-000002,
4191,2024-11-21 23:03:38.907,Deliver to customer,Deliver to customer,Waiter-000004,
4192,2024-11-05 02:00:00.000,start,start,,
4192,2024-11-05 18:00:00.000,Take order,Take order,Waiter-000004,
4192,2024-11-05 18:02:25.951,Review order,Review order,Waiter-000001,
4192,2024-11-05 18:03:20.994,prepare drinks,prepare drinks,Barman-000002,
4192,2024-11-05 18:04:29.159,Bring drinks,Bring drinks,Barman-000003,
4192,2024-11-05 18:07:22.570,Review drinks,Review drinks,Waiter-000005,
4192,2024-11-05 18:07:28.487,prepare drinks,prepare drinks,Barman-000002,
4192,2024-11-05 18:10:39.738,Bring drinks,Bring drinks,Barman-000001,
4192,2024-11-05 18:12:12.194,Review drinks,Review drinks,Waiter-000002,
4192,2024-11-13 20:21:25.064,Prepare main course,Prepare main course,Cook-000001,
4192,2024-11-21 22:10:16.758,Signal food complete,Signal food complete,Cook-000003,
4192,2024-11-21 22:43:45.764,Bring food,Bring food,Cook helper-000003,
4192,2024-11-21 22:48:09.266,Deliver to customer,Deliver to customer,Waiter-000004,
4192,2024-11-21 22:52:31.535,EVENT 8 END,EVENT 8 END,,
4198,2024-11-05 19:30:00.000,Take order,Take order,Waiter-000005,
4198,2024-11-05 19:30:00.000,start,start,,
4198,2024-11-05 19:30:55.348,Review order,Review order,Waiter-000002,
4198,2024-11-05 19:31:36.213,prepare drinks,prepare drinks,Barman-000003,
4198,2024-11-05 19:33:09.964,Bring drinks,Bring drinks,Barman-000002,
4198,2024-11-05 19:34:04.455,Review drinks,Review drinks,Waiter-000004,
4198,2024-11-13 21:59:49.317,Prepare main course,Prepare main course,Cook-000002,
4198,2024-11-21 23:01:20.145,Signal food complete,Signal food complete,Cook-000001,
4198,2024-11-21 23:41:50.340,Bring food,Bring food,Cook helper-000002,
4198,2024-11-21 23:46:19.479,Deliver to customer,Deliver to customer,Waiter-000001,
4198,2024-11-21 23:47:36.050,EVENT 8 END,EVENT 8 END,,
4200,2024-11-05 20:00:00.000,Take order,Take order,Waiter-000002,
4200,2024-11-05 20:00:00.000,start,start,,
4200,2024-11-05 20:02:20.698,Review order,Review order,Waiter-000004,
4200,2024-11-05 20:02:25.878,prepare drinks,prepare drinks,Barman-000002,
4200,2024-11-05 20:08:20.091,Bring drinks,Bring drinks,Barman-000001,
4200,2024-11-05 20:18:27.618,Review drinks,Review drinks,Waiter-000003,
4200,2024-11-13 22:30:07.052,Prepare main course,Prepare main course,Cook-000002,
4200,2024-11-22 00:42:28.978,Bring food,Bring food,Cook helper-000001,
4200,2024-11-22 00:49:24.142,Deliver to customer,Deliver to customer,Waiter-000001,
4200,2024-11-22 00:53:32.127,EVENT 8 END,EVENT 8 END,,
4201,2024-11-05 20:15:00.000,Take order,Take order,Waiter-000005,
4201,2024-11-05 20:16:11.323,Review order,Review order,Waiter-000002,
4201,2024-11-05 20:16:24.686,Prepare starter,Prepare starter,Cook helper-000002,
4201,2024-11-05 20:16:24.686,prepare drinks,prepare drinks,Barman-000003,
4201,2024-11-05 20:16:25.049,Bring drinks,Bring drinks,Barman-000002,
4201,2024-11-05 20:21:57.739,Review drinks,Review drinks,Waiter-000005,
4201,2024-11-05 20:22:00.178,prepare drinks,prepare drinks,Barman-000003,
4201,2024-11-05 20:24:18.190,Bring drinks,Bring drinks,Barman-000001,
4201,2024-11-05 20:32:03.234,Review drinks,Review drinks,Waiter-000003,
4201,2024-11-05 20:32:38.000,prepare drinks,prepare drinks,Barman-000003,
4201,2024-11-05 20:46:14.581,Bring drinks,Bring drinks,Barman-000003,
4201,2024-11-05 20:46:34.600,Review drinks,Review drinks,Waiter-000001,
4201,2024-11-05 20:46:43.525,prepare drinks,prepare drinks,Barman-000002,
4201,2024-11-05 20:48:20.477,Bring drinks,Bring drinks,Barman-000002,
4201,2024-11-05 20:52:33.079,Review drinks,Review drinks,Waiter-000002,
4201,2024-11-05 20:52:36.273,prepare drinks,prepare drinks,Barman-000001,
4201,2024-11-05 20:54:20.151,Bring drinks,Bring drinks,Barman-000003,
