Case,Timestamp,Activity,Resource,label
817,2024-06-13 18:55:50,Bring food,Cook helper-000001,
817,2024-06-13 18:56:57,Deliver to customer,Waiter-000003,
817,2024-06-13 19:01:53,EVENT 8 END,,
818,2024-06-10 22:30:00,Take order,Waiter-000005,
818,2024-06-10 22:30:00,start,,
818,2024-06-10 22:32:04,Review order,Waiter-000003,
818,2024-06-10 22:32:28,prepare drinks,Barman-000001,
818,2024-06-10 22:35:30,Bring drinks,Barman-000003,
818,2024-06-10 22:35:49,Review drinks,Waiter-000004,
818,2024-06-10 22:37:06,prepare drinks,Barman-000002,
818,2024-06-10 22:42:18,Bring drinks,Barman-000001,
818,2024-06-10 22:56:12,Review drinks,Waiter-000001,
818,2024-06-12 00:01:42,Prepare main course,Cook-000002,
818,2024-06-13 18:54:57,Signal food complete,Cook-000003,
818,2024-06-13 19:12:05,Bring food,Cook helper-000002,
818,2024-06-13 19:25:56,Deliver to customer,Waiter-000002,
818,2024-06-13 19:29:29,EVENT 8 END,,
819,2024-06-10 22:45:00,Take order,Waiter-000002,
819,2024-06-10 22:45:00,start,,
819,2024-06-10 22:45:00,Bring drinks_signed1,,collateral events(Bring drinks)
819,2024-06-10 22:45:16,Review order,Waiter-000004,
819,2024-06-10 22:45:17,Bring drinks_signed1,Waiter-000004,collateral events(Bring drinks)
819,2024-06-10 22:45:25,prepare drinks,Barman-000003,
819,2024-06-10 22:45:26,Bring drinks_signed1,Barman-000003,collateral events(Bring drinks)
819,2024-06-10 22:56:47,Bring drinks,Barman-000002,
819,2024-06-10 22:58:57,Review drinks,Waiter-000002,
819,2024-06-10 22:58:57,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
819,2024-06-12 00:03:10,Prepare main course,Cook-000002,
819,2024-06-12 00:03:11,Bring drinks_signed1,Cook-000002,collateral events(Bring drinks)
819,2024-06-13 19:25:33,Signal food complete,Cook-000002,
819,2024-06-13 19:25:33,Bring drinks_signed1,Cook-000002,collateral events(Bring drinks)
819,2024-06-13 20:07:18,Bring food,Cook helper-000001,
819,2024-06-13 20:07:19,Bring drinks_signed1,Cook helper-000001,collateral events(Bring drinks)
819,2024-06-13 20:15:15,Deliver to customer,Waiter-000001,
819,2024-06-13 20:15:15,Bring drinks_signed1,Waiter-000001,collateral events(Bring drinks)
819,2024-06-13 20:16:23,EVENT 8 END,,
819,2024-06-13 20:16:24,Bring drinks_signed1,,collateral events(Bring drinks)
820,2024-06-10 23:00:00,Take order,Waiter-000004,
820,2024-06-10 23:00:00,start,,
820,2024-06-10 23:00:00,Bring drinks_signed1,,collateral events(Bring drinks)
820,2024-06-10 23:08:26,Review order,Waiter-000005,
820,2024-06-10 23:08:27,Bring drinks_signed1,Waiter-000005,collateral events(Bring drinks)
820,2024-06-10 23:08:36,prepare drinks,Barman-000001,
820,2024-06-10 23:08:36,Bring drinks_signed1,Barman-000001,collateral events(Bring drinks)
820,2024-06-10 23:14:44,Bring drinks,Barman-000003,
820,2024-06-10 23:19:30,Review drinks,Waiter-000002,
820,2024-06-10 23:19:30,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
820,2024-06-12 00:13:03,Prepare main course,Cook-000003,
820,2024-06-12 00:13:03,Bring drinks_signed1,Cook-000003,collateral events(Bring drinks)
820,2024-06-13 19:12:05,Signal food complete,Cook-000003,
820,2024-06-13 19:12:06,Bring drinks_signed1,Cook-000003,collateral events(Bring drinks)
820,2024-06-13 20:50:01,Bring food,Cook helper-000002,
820,2024-06-13 20:50:02,Bring drinks_signed1,Cook helper-000002,collateral events(Bring drinks)
820,2024-06-13 20:54:40,Deliver to customer,Waiter-000002,
820,2024-06-13 20:54:40,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
820,2024-06-13 21:00:52,EVENT 8 END,,
820,2024-06-13 21:00:52,Bring drinks_signed1,,collateral events(Bring drinks)
821,2024-06-10 23:15:00,Take order,Waiter-000003,
821,2024-06-10 23:15:00,start,,
821,2024-06-10 23:16:14,Review order,Waiter-000001,
821,2024-06-10 23:16:18,prepare drinks,Barman-000002,
821,2024-06-10 23:21:42,Bring drinks,Barman-000001,
821,2024-06-10 23:23:25,Review drinks,Waiter-000004,
821,2024-06-12 00:14:22,Prepare main course,Cook-000003,
821,2024-06-13 20:05:29,Signal food complete,Cook-000001,
821,2024-06-13 20:38:54,Bring food,Cook helper-000002,
821,2024-06-13 20:41:19,Deliver to customer,Waiter-000004,
821,2024-06-13 20:50:48,EVENT 8 END,,
822,2024-06-10 23:30:00,Take order,Waiter-000005,
822,2024-06-10 23:30:00,start,,
822,2024-06-10 23:30:04,Review order,Waiter-000003,
822,2024-06-10 23:30:15,prepare drinks,Barman-000003,
822,2024-06-10 23:31:25,Bring drinks,Barman-000002,
822,2024-06-10 23:38:18,Review drinks,Waiter-000001,
822,2024-06-10 23:39:43,prepare drinks,Barman-000001,
822,2024-06-10 23:47:03,Bring drinks,Barman-000003,
822,2024-06-10 23:50:09,Review drinks,Waiter-000003,
822,2024-06-12 00:27:37,Prepare main course,Cook-000002,
822,2024-06-13 21:13:50,Signal food complete,Cook-000003,
822,2024-06-13 22:54:02,Bring food,Cook helper-000003,
822,2024-06-13 22:55:53,Deliver to customer,Waiter-000003,
822,2024-06-13 22:56:48,EVENT 8 END,,
823,2024-06-10 23:45:00,Take order,Waiter-000002,
823,2024-06-10 23:45:00,start,,
823,2024-06-10 23:51:34,Review order,Waiter-000005,
823,2024-06-10 23:51:55,prepare drinks,Barman-000002,
823,2024-06-11 00:01:00,Bring drinks,Barman-000003,
823,2024-06-11 00:06:09,Review drinks,Waiter-000005,
823,2024-06-12 00:51:20,Prepare main course,Cook-000001,
823,2024-06-13 20:07:18,Signal food complete,Cook-000002,
823,2024-06-13 20:41:50,Bring food,Cook helper-000003,
823,2024-06-13 20:43:05,Deliver to customer,Waiter-000001,
823,2024-06-13 20:49:25,EVENT 8 END,,
824,2024-06-11 00:00:00,Take order,Waiter-000004,
824,2024-06-11 00:00:00,start,,
824,2024-06-11 00:00:00,Bring drinks_signed1,Waiter-000004,collateral events(Bring drinks)
824,2024-06-11 00:00:21,Review order,Waiter-000002,
824,2024-06-11 00:00:21,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
824,2024-06-11 00:00:32,Prepare starter,Cook helper-000001,
824,2024-06-11 00:00:32,prepare drinks,Barman-000001,
824,2024-06-11 00:00:32,Bring drinks_signed1,Cook helper-000001,collateral events(Bring drinks)
824,2024-06-11 00:01:31,Bring drinks,Barman-000002,
824,2024-06-11 00:03:41,Review drinks,Waiter-000003,
824,2024-06-11 00:03:41,Bring drinks_signed1,Waiter-000003,collateral events(Bring drinks)
824,2024-06-12 01:01:31,Prepare main course,Cook-000001,
824,2024-06-12 01:01:32,Bring drinks_signed1,Cook-000001,collateral events(Bring drinks)
824,2024-06-13 20:41:50,Signal food complete,Cook-000002,
824,2024-06-13 20:41:51,Bring drinks_signed1,Cook-000002,collateral events(Bring drinks)
824,2024-06-13 20:46:24,Bring food,Cook helper-000001,
824,2024-06-13 20:46:24,Bring drinks_signed1,Cook helper-000001,collateral events(Bring drinks)
824,2024-06-13 20:47:28,Deliver to customer,Waiter-000002,
824,2024-06-13 20:47:29,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
824,2024-06-13 20:49:10,EVENT 8 END,,
824,2024-06-13 20:49:10,Bring drinks_signed1,,collateral events(Bring drinks)
825,2024-06-11 00:15:00,Take order,Waiter-000001,
825,2024-06-11 00:15:00,start,,
825,2024-06-11 00:21:50,Review order,Waiter-000004,
825,2024-06-11 00:22:27,prepare drinks,Barman-000001,
825,2024-06-11 00:26:02,Bring drinks,Barman-000002,
825,2024-06-11 00:29:48,Review drinks,Waiter-000002,
825,2024-06-12 01:32:33,Prepare main course,Cook-000003,
825,2024-06-13 21:20:51,Signal food complete,Cook-000002,
825,2024-06-13 21:31:48,Bring food,Cook helper-000002,
825,2024-06-13 21:34:57,Deliver to customer,Waiter-000004,
825,2024-06-13 21:35:22,EVENT 8 END,,
826,2024-06-11 00:30:00,Take order,Waiter-000003,
826,2024-06-11 00:30:00,start,,
826,2024-06-11 00:32:44,Review order,Waiter-000005,
826,2024-06-11 00:35:01,Prepare starter,Cook helper-000002,
826,2024-06-11 00:35:01,prepare drinks,Barman-000003,
826,2024-06-11 00:35:57,Bring drinks,Barman-000001,
826,2024-06-11 00:39:39,Review drinks,Waiter-000001,
826,2024-06-12 01:52:56,Signal food complete,Cook-000003,
826,2024-06-12 19:18:08,Bring food,Cook helper-000001,
826,2024-06-12 19:25:17,Deliver to customer,Waiter-000004,
826,2024-06-12 19:26:03,EVENT 8 END,,
827,2024-06-11 00:45:00,Take order,Waiter-000002,
827,2024-06-11 00:45:00,start,,
827,2024-06-11 00:47:12,Review order,Waiter-000005,
827,2024-06-11 00:48:02,prepare drinks,Barman-000002,
827,2024-06-11 00:50:08,Bring drinks,Barman-000003,
827,2024-06-11 00:52:34,Review drinks,Waiter-000004,
827,2024-06-12 18:09:11,Prepare main course,Cook-000002,
827,2024-06-13 21:54:19,Signal food complete,Cook-000002,
827,2024-06-13 22:09:37,Bring food,Cook helper-000001,
827,2024-06-13 22:14:36,Deliver to customer,Waiter-000005,
827,2024-06-13 22:14:39,EVENT 8 END,,
828,2024-06-11 01:00:00,Take order,Waiter-000002,
828,2024-06-11 01:00:00,start,,
828,2024-06-11 01:00:56,Review order,Waiter-000003,
828,2024-06-11 01:02:16,Prepare starter,Cook helper-000002,
828,2024-06-11 01:02:16,prepare drinks,Barman-000001,
828,2024-06-11 01:07:05,Bring drinks,Barman-000002,
828,2024-06-11 01:07:36,Review drinks,Waiter-000004,
828,2024-06-12 18:57:52,Prepare main course,Cook-000001,
828,2024-06-13 23:34:03,Signal food complete,Cook-000002,
828,2024-06-13 23:37:25,Bring food,Cook helper-000003,
828,2024-06-13 23:37:34,Deliver to customer,Waiter-000004,
828,2024-06-13 23:42:13,EVENT 8 END,,
829,2024-06-11 01:15:00,Take order,Waiter-000002,
829,2024-06-11 01:15:00,start,,
829,2024-06-11 01:15:21,Review order,Waiter-000003,
829,2024-06-11 01:19:31,prepare drinks,Barman-000003,
829,2024-06-11 01:25:57,Bring drinks,Barman-000001,
829,2024-06-11 01:26:58,Review drinks,Waiter-000005,
829,2024-06-12 19:18:08,Prepare main course,Cook-000003,
829,2024-06-14 00:23:59,Signal food complete,Cook-000001,
829,2024-06-14 00:37:52,Bring food,Cook helper-000003,
829,2024-06-14 00:43:27,Deliver to customer,Waiter-000004,
829,2024-06-14 00:43:47,EVENT 8 END,,
830,2024-06-11 01:30:00,Take order,Waiter-000001,
830,2024-06-11 01:30:00,start,,
830,2024-06-11 01:31:18,Review order,Waiter-000004,
830,2024-06-11 01:36:01,Prepare starter,Cook helper-000001,
830,2024-06-11 01:36:01,prepare drinks,Barman-000002,
830,2024-06-11 01:37:06,Bring drinks,Barman-000003,
830,2024-06-11 01:40:54,Review drinks,Waiter-000002,
830,2024-06-12 19:22:58,Prepare main course,Cook-000001,
830,2024-06-13 23:38:05,Signal food complete,Cook-000002,
830,2024-06-14 00:38:00,Bring food,Cook helper-000001,
830,2024-06-14 00:48:24,Deliver to customer,Waiter-000004,
830,2024-06-14 00:48:47,EVENT 8 END,,
831,2024-06-11 01:45:00,Take order,Waiter-000003,
831,2024-06-11 01:45:00,start,,
831,2024-06-11 01:45:00,Bring drinks_signed1,Waiter-000003,collateral events(Bring drinks)
831,2024-06-11 01:51:11,Review order,Waiter-000002,
831,2024-06-11 01:51:11,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
831,2024-06-11 01:54:23,prepare drinks,Barman-000001,
831,2024-06-11 01:54:23,Bring drinks_signed1,Barman-000001,collateral events(Bring drinks)
831,2024-06-11 01:56:50,Bring drinks,Barman-000002,
831,2024-06-11 18:03:16,Review drinks,Waiter-000003,
831,2024-06-11 18:03:17,Bring drinks_signed1,Waiter-000003,collateral events(Bring drinks)
831,2024-06-12 19:26:53,Prepare main course,Cook-000001,
831,2024-06-12 19:26:54,Bring drinks_signed1,Cook-000001,collateral events(Bring drinks)
831,2024-06-14 00:37:52,Signal food complete,Cook-000001,
831,2024-06-14 00:37:52,Bring drinks_signed1,Cook-000001,collateral events(Bring drinks)
831,2024-06-14 00:42:06,Bring food,Cook helper-000002,
831,2024-06-14 00:42:07,Bring drinks_signed1,Cook helper-000002,collateral events(Bring drinks)
831,2024-06-14 00:46:10,Deliver to customer,Waiter-000003,
831,2024-06-14 00:46:10,Bring drinks_signed1,Waiter-000003,collateral events(Bring drinks)
831,2024-06-14 00:46:17,EVENT 8 END,,
831,2024-06-14 00:46:18,Bring drinks_signed1,,collateral events(Bring drinks)
832,2024-06-11 02:00:00,start,,
832,2024-06-11 18:00:00,Take order,Waiter-000005,
832,2024-06-11 18:00:56,Review order,Waiter-000001,
832,2024-06-11 18:01:04,Prepare starter,Cook helper-000002,
832,2024-06-11 18:01:04,prepare drinks,Barman-000003,
832,2024-06-11 18:14:20,Bring drinks,Barman-000001,
832,2024-06-11 18:14:26,Review drinks,Waiter-000004,
832,2024-06-11 18:17:10,prepare drinks,Barman-000003,
832,2024-06-11 18:26:15,Bring drinks,Barman-000001,
832,2024-06-11 18:32:41,Review drinks,Waiter-000004,
832,2024-06-12 19:38:51,Prepare main course,Cook-000001,
832,2024-06-14 00:38:00,Signal food complete,Cook-000002,
832,2024-06-14 00:43:27,Bring food,Cook helper-000003,
832,2024-06-14 00:47:13,Deliver to customer,Waiter-000001,
832,2024-06-14 00:47:20,EVENT 8 END,,
833,2024-06-11 18:15:00,Take order,Waiter-000002,
833,2024-06-11 18:15:00,start,,
833,2024-06-11 18:15:59,Review order,Waiter-000005,
833,2024-06-11 18:16:21,prepare drinks,Barman-000002,
833,2024-06-11 18:24:07,Bring drinks,Barman-000001,
833,2024-06-11 18:24:12,Review drinks,Waiter-000001,
833,2024-06-11 18:24:31,prepare drinks,Barman-000002,
833,2024-06-11 18:29:03,Bring drinks,Barman-000003,
833,2024-06-11 18:31:41,Review drinks,Waiter-000002,
833,2024-06-11 18:34:11,prepare drinks,Barman-000003,
833,2024-06-11 18:37:08,Bring drinks,Barman-000002,
833,2024-06-11 18:44:26,Review drinks,Waiter-000003,
833,2024-06-12 19:44:00,Prepare main course,Cook-000002,
833,2024-06-14 00:46:51,Signal food complete,Cook-000002,
833,2024-06-14 01:23:54,Bring food,Cook helper-000002,
833,2024-06-14 01:24:07,Deliver to customer,Waiter-000005,
833,2024-06-14 01:26:45,EVENT 8 END,,
834,2024-06-11 18:30:00,Take order,Waiter-000003,
834,2024-06-11 18:30:00,start,,
834,2024-06-11 18:30:00,Bring drinks_signed1,Waiter-000003,collateral events(Bring drinks)
834,2024-06-11 18:32:10,Review order,Waiter-000005,
834,2024-06-11 18:32:10,Bring drinks_signed1,Waiter-000005,collateral events(Bring drinks)
834,2024-06-11 18:32:39,Prepare starter,Cook helper-000001,
834,2024-06-11 18:32:39,prepare drinks,Barman-000002,
834,2024-06-11 18:32:39,Bring drinks_signed1,Barman-000002,collateral events(Bring drinks)
834,2024-06-11 18:34:17,Bring drinks,Barman-000001,
834,2024-06-11 18:38:32,Review drinks,Waiter-000001,
834,2024-06-11 18:38:32,Bring drinks_signed1,Waiter-000001,collateral events(Bring drinks)
834,2024-06-12 20:06:05,Prepare main course,Cook-000001,
834,2024-06-12 20:06:06,Bring drinks_signed1,Cook-000001,collateral events(Bring drinks)
834,2024-06-14 01:23:54,Signal food complete,Cook-000002,
834,2024-06-14 01:23:55,Bring drinks_signed1,Cook-000002,collateral events(Bring drinks)
834,2024-06-14 01:29:50,Bring food,Cook helper-000003,
834,2024-06-14 01:29:51,Bring drinks_signed1,Cook helper-000003,collateral events(Bring drinks)
834,2024-06-14 01:43:10,Deliver to customer,Waiter-000003,
834,2024-06-14 01:43:11,Bring drinks_signed1,Waiter-000003,collateral events(Bring drinks)
834,2024-06-14 01:43:47,EVENT 8 END,,
834,2024-06-14 01:43:48,Bring drinks_signed1,,collateral events(Bring drinks)
835,2024-06-11 18:45:00,Take order,Waiter-000005,
835,2024-06-11 18:45:00,start,,
835,2024-06-11 18:45:00,Bring drinks_signed1,,collateral events(Bring drinks)
835,2024-06-11 18:47:49,Review order,Waiter-000004,
835,2024-06-11 18:47:50,Bring drinks_signed1,Waiter-000004,collateral events(Bring drinks)
835,2024-06-11 18:49:04,prepare drinks,Barman-000003,
835,2024-06-11 18:49:05,Bring drinks_signed1,Barman-000003,collateral events(Bring drinks)
835,2024-06-11 18:56:44,Bring drinks,Barman-000001,
835,2024-06-11 19:08:49,Review drinks,Waiter-000002,
835,2024-06-11 19:08:50,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
835,2024-06-11 19:10:17,prepare drinks,Barman-000003,
835,2024-06-11 19:10:18,Bring drinks_signed1,Barman-000003,collateral events(Bring drinks)
835,2024-06-11 19:18:41,Bring drinks,Barman-000002,
835,2024-06-11 19:24:34,Review drinks,Waiter-000005,
835,2024-06-11 19:24:35,Bring drinks_signed1,Waiter-000005,collateral events(Bring drinks)
835,2024-06-11 19:24:54,prepare drinks,Barman-000003,
835,2024-06-11 19:24:55,Bring drinks_signed1,Barman-000003,collateral events(Bring drinks)
835,2024-06-11 19:32:07,Bring drinks,Barman-000003,
835,2024-06-11 19:37:26,Review drinks,Waiter-000004,
835,2024-06-11 19:37:27,Bring drinks_signed1,Waiter-000004,collateral events(Bring drinks)
835,2024-06-12 20:16:37,Prepare main course,Cook-000002,
835,2024-06-12 20:16:37,Bring drinks_signed1,Cook-000002,collateral events(Bring drinks)
835,2024-06-14 01:28:19,Signal food complete,Cook-000001,
835,2024-06-14 01:28:19,Bring drinks_signed1,Cook-000001,collateral events(Bring drinks)
835,2024-06-14 01:50:15,Bring food,Cook helper-000003,
835,2024-06-14 01:50:15,Bring drinks_signed1,Cook helper-000003,collateral events(Bring drinks)
835,2024-06-14 01:55:26,Deliver to customer,Waiter-000004,
835,2024-06-14 01:55:26,Bring drinks_signed1,Waiter-000004,collateral events(Bring drinks)
835,2024-06-14 01:57:05,EVENT 8 END,,
835,2024-06-14 01:57:06,Bring drinks_signed1,,collateral events(Bring drinks)
836,2024-06-11 19:00:00,Take order,Waiter-000002,
836,2024-06-11 19:00:00,start,,
836,2024-06-11 19:00:00,Bring drinks_signed1,,collateral events(Bring drinks)
836,2024-06-11 19:00:18,Review order,Waiter-000001,
836,2024-06-11 19:00:18,Bring drinks_signed1,Waiter-000001,collateral events(Bring drinks)
836,2024-06-11 19:01:25,prepare drinks,Barman-000002,
836,2024-06-11 19:01:26,Bring drinks_signed1,Barman-000002,collateral events(Bring drinks)
836,2024-06-11 19:01:51,Bring drinks,Barman-000003,
836,2024-06-11 19:04:20,Review drinks,Waiter-000004,
836,2024-06-11 19:04:21,Bring drinks_signed1,Waiter-000004,collateral events(Bring drinks)
836,2024-06-11 19:04:33,prepare drinks,Barman-000002,
836,2024-06-11 19:04:33,Bring drinks_signed1,Barman-000002,collateral events(Bring drinks)
836,2024-06-11 19:17:44,Bring drinks,Barman-000001,
836,2024-06-11 19:20:45,Review drinks,Waiter-000004,
836,2024-06-11 19:20:45,Bring drinks_signed1,Waiter-000004,collateral events(Bring drinks)
836,2024-06-11 19:22:25,prepare drinks,Barman-000001,
836,2024-06-11 19:22:26,Bring drinks_signed1,Barman-000001,collateral events(Bring drinks)
836,2024-06-11 19:37:26,Bring drinks,Barman-000001,
836,2024-06-11 19:37:36,Review drinks,Waiter-000005,
836,2024-06-11 19:37:36,Bring drinks_signed1,Waiter-000005,collateral events(Bring drinks)
836,2024-06-11 19:38:08,prepare drinks,Barman-000003,
836,2024-06-11 19:38:09,Bring drinks_signed1,Barman-000003,collateral events(Bring drinks)
836,2024-06-11 19:43:31,Bring drinks,Barman-000003,
836,2024-06-11 19:46:49,Review drinks,Waiter-000002,
836,2024-06-11 19:46:50,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
836,2024-06-12 20:27:16,Prepare main course,Cook-000001,
836,2024-06-12 20:27:16,Bring drinks_signed1,Cook-000001,collateral events(Bring drinks)
836,2024-06-14 01:29:50,Signal food complete,Cook-000002,
836,2024-06-14 01:29:50,Bring drinks_signed1,Cook-000002,collateral events(Bring drinks)
836,2024-06-14 01:44:19,Bring food,Cook helper-000001,
836,2024-06-14 01:44:19,Bring drinks_signed1,Cook helper-000001,collateral events(Bring drinks)
836,2024-06-14 01:59:29,Deliver to customer,Waiter-000005,
836,2024-06-14 01:59:29,Bring drinks_signed1,Waiter-000005,collateral events(Bring drinks)
836,2024-06-14 01:59:35,EVENT 8 END,,
836,2024-06-14 01:59:36,Bring drinks_signed1,,collateral events(Bring drinks)
837,2024-06-11 19:15:00,Take order,Waiter-000001,
837,2024-06-11 19:15:00,start,,
837,2024-06-11 19:15:00,Bring drinks_signed1,Waiter-000001,collateral events(Bring drinks)
837,2024-06-11 19:17:05,Review order,Waiter-000003,
837,2024-06-11 19:17:06,Bring drinks_signed1,Waiter-000003,collateral events(Bring drinks)
